"TCGA.3B.A9HI"	"TCGA.3B.A9HJ"	"TCGA.DX.A1KZ"	"TCGA.DX.A1L1"	"TCGA.DX.A1L3"	"TCGA.DX.A1L4"	"TCGA.DX.A23T"	"TCGA.DX.A23Z"	"TCGA.DX.A2J0"	"TCGA.DX.A2J1"	"TCGA.DX.A2J4"	"TCGA.DX.A3LT"	"TCGA.DX.A3LW"	"TCGA.DX.A3LY"	"TCGA.DX.A3M2"	"TCGA.DX.A3U6"	"TCGA.DX.A48N"	"TCGA.DX.A6BE"	"TCGA.DX.A6BG"	"TCGA.DX.A6BH"	"TCGA.DX.A6YU"	"TCGA.DX.A6YZ"	"TCGA.DX.A6Z0"	"TCGA.DX.A7ES"	"TCGA.DX.A8BG"	"TCGA.DX.A8BH"	"TCGA.DX.A8BK"	"TCGA.DX.A8BL"	"TCGA.DX.A8BO"	"TCGA.DX.A8BQ"	"TCGA.DX.A8BR"	"TCGA.DX.A8BV"	"TCGA.DX.AB2L"	"TCGA.DX.AB2P"	"TCGA.DX.AB2S"	"TCGA.DX.AB2T"	"TCGA.DX.AB32"	"TCGA.DX.AB37"	"TCGA.DX.AB3B"	"TCGA.FX.A3NK"	"TCGA.IE.A4EJ"	"TCGA.K1.A6RU"	"TCGA.LI.A9QH"	"TCGA.MB.A5Y9"	"TCGA.MB.A8JK"	"TCGA.MJ.A68J"	"TCGA.QC.A7B5"	"TCGA.QQ.A5VA"	"TCGA.QQ.A8VB"	"TCGA.QQ.A8VG"	"TCGA.RN.A68Q"	"TCGA.SG.A6Z4"	"TCGA.SG.A849"	"TCGA.SI.A71O"	"TCGA.SI.A71P"	"TCGA.SI.AA8C"	"TCGA.UE.A6QT"	"TCGA.VT.A80J"	"TCGA.VT.AB3D"	"TCGA.WK.A8XO"	"TCGA.WK.A8Y0"	"TCGA.X6.A7W8"	"TCGA.X6.A8C3"	"TCGA.X6.A8C6"	"TCGA.X6.A8C7"	"TCGA.3B.A9HL"	"TCGA.3B.A9HO"	"TCGA.3R.A8YX"	"TCGA.DX.A1KU"	"TCGA.DX.A1KW"	"TCGA.DX.A1KX"	"TCGA.DX.A1KY"	"TCGA.DX.A1L0"	"TCGA.DX.A1L2"	"TCGA.DX.A23R"	"TCGA.DX.A23U"	"TCGA.DX.A23V"	"TCGA.DX.A23Y"	"TCGA.DX.A240"	"TCGA.DX.A2IZ"	"TCGA.DX.A3LS"	"TCGA.DX.A3LU"	"TCGA.DX.A3M1"	"TCGA.DX.A3U5"	"TCGA.DX.A6BF"	"TCGA.DX.A6YQ"	"TCGA.DX.A6YR"	"TCGA.DX.A6YS"	"TCGA.DX.A6YT"	"TCGA.DX.A6YV"	"TCGA.DX.A6YX"	"TCGA.DX.A7EF"	"TCGA.DX.A7EI"	"TCGA.DX.A7EO"	"TCGA.DX.A7EQ"	"TCGA.DX.A7ER"	"TCGA.DX.A7ET"	"TCGA.DX.A7EU"	"TCGA.DX.A8BJ"	"TCGA.DX.A8BM"	"TCGA.DX.A8BN"	"TCGA.DX.A8BP"	"TCGA.DX.A8BS"	"TCGA.DX.A8BT"	"TCGA.DX.A8BU"	"TCGA.DX.A8BX"	"TCGA.DX.AATS"	"TCGA.DX.AB2E"	"TCGA.DX.AB2F"	"TCGA.DX.AB2G"	"TCGA.DX.AB2H"	"TCGA.DX.AB2J"	"TCGA.DX.AB2O"	"TCGA.DX.AB2Q"	"TCGA.DX.AB2V"	"TCGA.DX.AB2W"	"TCGA.DX.AB2X"	"TCGA.DX.AB2Z"	"TCGA.DX.AB30"	"TCGA.DX.AB35"	"TCGA.DX.AB36"	"TCGA.DX.AB3A"	"TCGA.DX.AB3C"	"TCGA.FX.A2QS"	"TCGA.FX.A3TO"	"TCGA.FX.A8OO"	"TCGA.HB.A2OT"	"TCGA.HB.A3YV"	"TCGA.IE.A6BZ"	"TCGA.IF.A3RQ"	"TCGA.LI.A67I"	"TCGA.MB.A5Y8"	"TCGA.MJ.A850"	"TCGA.MO.A47P"	"TCGA.QC.A6FX"	"TCGA.QC.AA9N"	"TCGA.QQ.A5V2"	"TCGA.QQ.A5V9"	"TCGA.QQ.A8VH"	"TCGA.RN.AAAQ"	"TCGA.SG.A6Z7"	"TCGA.SI.A71Q"	"TCGA.SI.AA8B"	"TCGA.UE.A6QU"	"TCGA.VT.A80G"	"TCGA.WK.A8XQ"	"TCGA.WK.A8XT"	"TCGA.X6.A8C2"	"TCGA.X6.A8C4"	"TCGA.X9.A973"	"TCGA.Z4.A9VC"	"TCGA.Z4.AAPF"	"TCGA.Z4.AAPG"
"CTSG"	1.36962667172225	1.39331466310485	1.36809369024744	1.36898442711202	1.38315094402005	1.36587649500071	-0.240601500978068	1.3805841450058	1.36599773648612	1.3808311477229	1.68056914697513	1.40577725397673	1.36787942122582	1.37164104563855	1.37547067930658	1.3680892757579	-0.349109830140219	1.36583622335832	-0.410500544705472	1.3677816690127	-0.987788275699863	1.37934674946286	1.37344892632281	1.36957917280171	-0.493621388393073	1.36537549583928	1.37671872059178	1.36985488730583	1.36682760904778	1.38321026771549	1.37188823740643	1.36691342562168	0.035644764236399	0.0669609390394124	0.0906660329913326	1.37029392546254	1.36544405461836	0.24633525802341	1.36813452529648	1.36750220381969	-0.526923640353819	1.36831856901357	1.36542661566287	1.37848504619406	1.38230659256004	1.38318005032139	1.3657476721538	-0.41362563028799	1.36906284664553	-0.609503447350916	-1.30605945670929	1.3657639999586	1.36490073042228	1.36704977801017	-1.16851574771288	0.0150641135437426	1.37264231931424	0.236964186557397	-0.121942685263547	1.39368431712059	-0.354793360383022	1.37293683675135	0.0973389900415383	1.36457774547271	1.37070842554093	-1.24623849687689	-0.477077868830329	-0.753375175919715	-1.05175081899129	-0.565802750632704	-0.483322669567436	-1.01825664961136	-0.763921735375932	-0.702998987254921	-0.00551207373203587	-0.913345617320419	-1.10572767048146	-1.08639857252127	-1.10313211090495	-0.735691507847148	-0.221196236395395	-0.944174478712591	0.374819156860601	-0.725696078153416	-0.31626553760304	-0.284249580236923	-0.214923600631151	-0.334348269163863	-0.722412330368965	-0.965267839642575	-0.501953144066119	-0.610832113658217	-0.54021561659864	-0.560613020254761	-0.554389006922351	-1.03982169178417	-1.12503187330361	-0.343073127596107	-0.506217120786699	-1.20251581982828	-0.730335421394246	-0.389903671287758	-0.168264633090983	0.0948090752691642	-0.699236266557775	-1.33923093885928	-0.5233890935021	1.36692705910119	-1.12802865537128	-1.15343382913317	-0.571729410800041	-0.612323252216297	-0.0442251661041859	-0.744386478529639	-0.275680280412805	-0.138726864035701	-0.99225319903883	-0.90433700062048	-0.172151853682564	-1.24472453260946	-1.22561025898527	-0.808755722476736	-1.19991536894274	-0.805170645634795	-0.733795439304792	-1.31692471989975	-0.829284235857274	-0.786323868176394	-0.274185333790873	-1.20407712844834	-0.990591861956745	-0.252949781647676	-1.09343174653405	-1.1705339378595	-0.0692400772636145	-0.816535582986725	-0.627373030250784	-0.413660671009642	-0.857362378397698	-1.33879019030448	-0.407036423585931	-0.724460178497507	-0.347583329673691	-0.915356398248286	1.36505711980495	-1.27361649744052	-0.853906838573491	-0.540462745300339	-1.02697805682638	-1.21226829401118	-0.1289483378054	-0.700105550442106	0.0369087993343554
"CPA3"	1.30606270284161	1.32539038109934	1.3025784348766	1.31263188152867	1.31879281660805	1.31127572859575	0.0796588079722134	1.31122138233912	1.30151995707666	1.30551686117862	1.63304682080667	1.35822617847848	1.29777611287633	1.30746348498887	0.33314475358313	1.30971225756681	-0.143257906776073	1.30192787047637	-0.192749459619997	1.30889212237566	-0.975678543521738	1.32482400366183	1.31135817714111	1.3044202977836	-0.177949908099615	1.30421808486141	1.30221846036423	1.30634382426333	1.3037858771465	1.31565218943265	1.30497804817642	1.29942193690254	0.0231670292225118	1.30447092173797	-0.0889613975442184	1.3066313278681	0.087716390275591	-0.276549093954876	1.30384194401166	1.30634651335716	-0.175157049016885	1.30034009434657	1.30184568305219	1.30389975683803	1.31997137733587	1.33969368746679	0.446052095352175	1.29647711098864	1.30817722250858	-0.284338838100258	-0.796226001969447	1.30071753439021	0.185163854556954	1.31376246083923	-0.368275931204204	1.29885800794127	1.30634474814505	0.142999699856955	-0.287016311431163	1.3418473823812	-0.150889775779268	1.30652978160181	1.30511054190422	0.338720922479408	1.30979876413041	-1.59546654486833	-0.739758533063945	-0.875644486081367	-1.281388723233	-0.440003922298898	-0.155354969590595	-0.768809529900327	-1.38829476198262	-0.534524697017651	-0.0532847949989025	-0.774800789589294	-1.12501749582175	-1.52914093522644	-0.999334626669001	-0.86957206376407	-0.351649361102829	-1.16177910981378	-0.127258669272804	-1.00026750461368	-0.649188165904611	-0.105215537903949	-0.0337251944800407	0.146469542335507	-0.833724048606104	-0.896401129487616	-0.742228330998585	-0.792970928421096	-0.339653080611741	-0.829988905235458	-1.40221915853179	-1.43908351044139	-1.0534926302151	-0.378788176686063	-0.501961070353613	-0.199101676358473	-1.47534642312524	-0.19087154844904	-0.188564648835898	-0.0256240655500596	-0.117502137618911	-1.25215493425132	-0.133773316949599	1.30502935856965	-0.968226063333255	-1.41595255896591	-1.53745811583688	-0.408947776435112	-0.010203398218141	-0.275583629444623	-0.165790115424673	0.0425084625645322	-1.11708527343589	-0.543332987867007	-0.0564399336069297	-1.28838381972181	-0.945865981291245	-0.963171438182893	-1.5854307640784	-0.474249273632017	-0.601673490180622	-1.61811492390817	-0.893302279576081	-0.469789903991313	-0.138701604084087	-1.49532373333359	-1.40156756832048	-0.259691714619225	-1.44462381374617	-1.51690625278579	0.204641140947616	-0.467177927462626	-0.839522376906444	1.30076376475966	-0.59086206700599	-1.18471217850234	-0.130032996334712	-0.474592775786797	-0.0237641106904046	-0.931933314768147	1.29989468450982	-1.52181083735256	-0.849110138810825	-0.162845576441187	-1.27510147249009	-0.950194492511821	-0.12088195040294	-0.512523329222076	-0.298988947625932
"MS4A2"	1.12061455898886	1.1763303831554	1.09802172076594	1.17817676993995	1.14856809793264	1.12322861683107	-0.287214001793378	1.12541395105025	1.10846112619591	1.06855272671773	1.42359667336319	1.21893689094776	1.06576116266259	1.07450055109867	0.382395598445601	1.10722997963165	0.371328501594686	1.07399239169724	-0.0237169530397093	1.12031329389787	-0.28544777933188	1.19679259623855	1.14929288899383	1.09720101243763	0.31167231218615	1.09441944659478	1.10806342344404	1.09848603321433	1.10533858283068	1.1323842800044	1.08448692682402	1.10106476246973	0.0404857655817595	1.08155297780591	0.214241841880832	1.13151281893936	0.479766436128629	-0.308980694112528	1.10281346139875	1.11449982382125	0.390715786740592	1.09784630941064	1.11234973658293	0.85001414377539	1.18489120293495	1.31341554813004	0.52108826241039	1.15083433549589	1.18532636228793	0.245515034108921	0.0547843859303415	1.09675910850124	0.354415295009889	1.16646094760156	-0.125498719574522	1.09723885891197	1.15124457289919	1.07369038280414	-0.128365083822643	1.24743836211897	-0.206796492182307	1.11455817957844	1.0729212110233	1.08087545040574	1.14248129162469	-1.98721974800579	-1.98721974800579	-1.98721974800579	-0.985395730155227	-1.98721974800579	0.0269644699489822	0.0384650698655052	-1.35496400537529	-0.452578071145162	0.463945451176953	-0.703692766586198	-1.57394680173191	-0.706604535668779	-1.35640416403864	0.360493683238973	-0.528734471798944	-1.36810554031909	0.127693740954437	-1.44684743652465	-0.57132518569148	0.210876682170099	0.284720980983857	1.07400845286079	-0.155756162651099	-0.367768915768286	-0.823506257547602	0.0215369835339504	0.153090125709731	-1.32194339850444	-0.334930350202947	-0.292871742112121	-1.2783468201964	-1.0067506450455	-0.815403245675567	-0.665475668276585	-1.98721974800579	-0.395102496345579	-0.00484350849610066	0.168726149058121	-1.26258984064067	-0.70922155449191	-0.312472324131959	1.08227506134225	-1.98721974800579	-1.98721974800579	-0.352386099042251	-0.20410859218174	0.119850732519428	-0.388106299677741	-0.211868911995002	0.172191960959701	-1.82976168598655	-1.09280551541344	0.516761947224843	-0.90890375990463	-1.90165142965267	-0.922404703936286	-1.92368669621736	-0.468876628341442	-0.281391978986332	-1.17757590343268	-1.14989231268406	-0.532393193760756	0.116060620898919	-1.98721974800579	-1.80735183025252	-0.870081435702448	-1.39333366200808	0.70847149509103	0.624852546397136	-0.58806733571842	0.132764170231513	-0.243004990953281	-0.419784632631122	-0.773355027896992	0.553799347631957	0.0255691478872467	-0.0276221927527664	-1.19137966379702	0.520115245574666	-1.20304113535809	-0.335947467225864	0.161791193488424	-1.98721974800579	-0.572157572009716	-0.0918049316852541	-0.817566778149727	-0.27249695036184
"HDC"	1.08940945120202	1.18521327130562	1.06741249588314	1.1132644709555	1.13326699489725	0.261968174592677	0.284254995777311	1.09175521893139	0.891618330600381	1.06467141179874	1.31364475467977	1.15756865802167	1.06976003206779	1.08750982722188	0.502160416947951	1.0850580571712	0.25743300030378	0.772992095753488	0.331705949438913	1.07932640354393	-1.37213238687353	1.12731583219519	1.11606412611676	1.08558333323877	0.385182045326007	1.08466817205687	1.10390605230073	1.10347667341945	1.08528813221038	1.11659960590596	1.08082304400299	1.07788739836942	0.571359688027126	1.08183827233137	0.370656596382186	1.10938537556648	1.06382331126452	0.109122553720645	1.07171004138803	1.08850756124218	0.486452388789845	1.08649907872114	0.669110027923082	0.560537100810122	1.15434292396155	1.18321929698587	1.07634683722675	1.07234544898785	1.11950660917627	0.191445915715912	-0.224382947885076	1.07488488112838	1.06540079008674	1.13804153402595	-0.617542173443506	1.06238270098267	1.09894358491157	1.06593484373652	0.288409866754704	1.22865541674065	0.420551055888954	1.09746021834361	0.76842016374322	1.09159364939774	1.10346456402225	-1.37213238687353	-1.10128428890611	-1.37213238687353	-1.37213238687353	-0.377451393084637	-0.0855541968606088	-1.37213238687353	1.08180434829654	-1.25841413239907	0.185202323673769	-1.37213238687353	-1.37213238687353	-1.37213238687353	-1.37213238687353	-1.37213238687353	-0.083009689018881	-1.37213238687353	0.0554836288415381	-1.37213238687353	-0.101417946263534	0.415876025509496	0.424897357522102	0.505435153734042	-0.124631335984133	-1.37213238687353	-1.37213238687353	-1.37213238687353	0.193943434358494	-1.37213238687353	-1.37213238687353	-1.37213238687353	-1.13289212418626	0.299677523172882	-0.130957032841211	-1.37213238687353	-1.37213238687353	0.175440686378628	0.202114873556042	0.478797783363341	-1.37213238687353	-0.0353701190734174	-0.384626806077183	1.08059287499851	-0.623378287128595	-1.37213238687353	-1.37213238687353	-0.0302492107883493	0.674336534992516	-0.274600122759166	0.32132559052368	0.479025053720207	-1.37213238687353	0.0732896086908722	0.204092128575164	-1.37213238687353	-1.37213238687353	-1.37213238687353	-1.37213238687353	0.0198336002022895	1.07376681332186	-1.37213238687353	-1.37213238687353	-0.90087395397455	-0.498769286291994	-1.37213238687353	-1.37213238687353	-1.37213238687353	-1.37213238687353	-1.37213238687353	0.605990613265704	-0.420707433140424	-1.37213238687353	0.329592753666151	-0.775869767671793	-1.37213238687353	-0.058766718901531	0.0900758461292916	0.0465356561451379	-1.37213238687353	1.06753114001913	-1.37213238687353	-0.645390124268921	0.282835374552034	-1.37213238687353	-1.37213238687353	0.27966321122669	-1.28775606825462	0.0070223583613331
"GATA1"	1.3419222231226	1.36649199997291	1.34228327499397	1.40038274619558	1.36722372329199	1.36838111032449	-1.02919765815412	1.41047064695598	1.36490898950927	1.40629498017588	1.79855169248483	1.4390721311297	1.34626027618108	1.33849224931677	-0.10496343447391	1.34162692123339	-0.625117058834283	1.33725862345589	0.197398321757418	1.34865674137551	0.0270557933896331	1.35483618068134	1.36505374638395	1.34678445728213	-1.02919765815412	1.33345725216826	1.37505972749209	1.34499878133892	1.3760076768574	1.38035528566137	1.33313912294478	1.36216618572419	1.33518551178412	1.33986132404933	-0.646046412467399	1.35949999300456	0.131715849061689	-0.238190270073714	-0.386594127899572	1.34567933202111	-0.363509087417026	1.35035389633414	-0.476809728803063	1.36358143048081	1.39167315400446	1.43477461492137	0.515552174402134	-0.0863052390805481	1.35909915075223	0.0431971649653028	0.0370157363755986	1.34552567884029	-0.114608935944642	1.37548556778694	-0.715073281577416	0.374858233483738	1.37662278261317	-0.255555762712952	-1.02919765815412	1.47161645733814	-1.02919765815412	1.39362556755962	1.33530691068264	1.34661624608003	1.33883996372229	-1.02919765815412	-1.02919765815412	-1.02915810521902	-1.02919765815412	-1.02919765815412	-1.02919765815412	1.3584707371097	-1.02919765815412	-1.02919765815412	-0.59849220499718	-0.990027550548183	-1.02919765815412	-1.02919765815412	-0.521370687359023	-1.02919765815412	-0.722755793453996	-1.02919765815412	-0.763760985022255	-1.02919765815412	-0.134068501681126	-0.545518719793372	-0.355285006192128	-0.0739291112052965	-1.02919765815412	-0.198644599107726	-1.02919765815412	-1.02919765815412	-0.597935213640612	-0.00242798416663623	0.213595006149866	-0.723887459021181	-1.02919765815412	-0.0921286980116306	-1.02919765815412	0.080848290051491	-1.02919765815412	-0.59941067521209	-1.02919765815412	-0.813279431698215	-0.637083527010629	-1.02919765815412	-0.532470043997767	-0.996259657132988	-1.02919765815412	-1.02919765815412	-1.02919765815412	-0.799635440776744	0.37779428333381	-1.02919765815412	0.132745498192061	-1.02919765815412	-0.156422925767753	-0.347071071381172	1.33292843566885	-1.02919765815412	-1.02919765815412	-0.696331241984221	-1.02919765815412	-1.02919765815412	-0.298423419591665	-1.02919765815412	-0.743123337949308	-0.407573345886146	-0.403639585188547	-1.02919765815412	-1.02919765815412	-0.879008916475286	-1.02919765815412	-0.38461966170175	0.237241762938774	-0.373521105352664	1.33371363686776	-0.947568630965502	-1.02919765815412	-0.138608766950806	1.33288063167209	-0.504824739206296	-0.130387470370431	-1.02919765815412	1.35120530947486	-0.902716072149119	-0.640264610080248	-1.02919765815412	-1.02919765815412	-0.591516683234597	-1.02919765815412	-0.2703629557803	-0.44911227610306
"TPSAB1"	1.01620131452648	1.03343067226373	1.00986151262095	1.0188366234593	1.02889153925328	1.0119443478389	0.608887845047679	1.02024172301411	1.01072333769417	1.025333219922	1.16314736560634	1.05815513560884	1.00822935467478	1.00765830834608	1.0174355150641	1.01871011312422	0.224701695626013	1.00956486055825	0.151384662952383	1.02789637293565	-1.39908221193023	1.02233999172805	1.02034918247696	1.00999729797678	0.443278637929462	1.00919789232858	1.02640439171261	1.02597207401529	1.0164694062354	1.0291876600045	1.01065668333101	0.622409676790548	0.484751183142137	1.00910368212738	0.733670205462717	1.01633925006199	1.00668091541484	0.4860613827078	1.00623941417928	1.01467181458106	0.0997478072507717	1.01117184361103	1.00974900836712	1.02063736050451	1.03484061837309	1.0440700459665	1.00931808122808	1.00660740143894	1.01705180541542	0.267546728288062	-0.207122893256119	0.549715710214716	0.67884485212939	1.01914429125868	0.16734290006133	0.527120784641954	1.02446737382965	0.463077706860968	0.453333277059459	1.04635352278537	0.292852236647963	1.01493258832253	0.180277698883936	0.564973538148176	1.01248698847317	-1.39908221193023	0.110119861904906	-1.39908221193023	-1.39908221193023	-1.39908221193023	0.378068512172247	-1.39908221193023	-1.39908221193023	-1.39908221193023	0.429857437438529	-1.39908221193023	-1.39908221193023	-1.39908221193023	-1.39908221193023	0.270221031709657	0.257890438132262	-1.39908221193023	0.402811054984165	-1.39908221193023	0.0540233847618706	0.353112117046284	0.478895798908163	0.507763932940256	-1.39908221193023	-1.39908221193023	-1.39908221193023	-1.39908221193023	0.276110019951959	-1.39908221193023	0.576242432445451	-1.39908221193023	-1.39908221193023	0.211236274645542	0.131764950127936	-1.39908221193023	-1.39908221193023	0.300773165091026	0.245192633706446	0.668657289074494	-0.418957152066949	-1.39908221193023	0.412501987488524	1.0153043659107	-1.39908221193023	-1.39908221193023	-1.39908221193023	0.154890698993392	0.535067068381527	0.0994170393923524	0.274945758285904	1.00969046361373	-1.39908221193023	-0.0331058640281927	0.385709821080511	-1.39908221193023	-1.39908221193023	-1.39908221193023	-1.39908221193023	-0.539348507394796	-1.39908221193023	-1.39908221193023	-1.39908221193023	-1.39908221193023	0.310518451072687	-1.39908221193023	-1.39908221193023	0.344078475492556	-1.39908221193023	-1.39908221193023	1.00531528560892	-0.678453886448384	-1.39908221193023	0.499288450925087	0.103155894858042	-1.39908221193023	0.424521198136206	-0.592536131505055	0.420021779373641	-1.39908221193023	1.00558445665948	-1.39908221193023	-1.39908221193023	0.321272134529782	-1.39908221193023	-1.39908221193023	0.46416953981117	0.267493641053943	0.540021117606334
"RAB44"	1.31283455685473	1.34459873756919	0.111709363648158	1.33549246360557	1.33068651469206	1.3415188554358	-1.12871559365658	1.32364885678323	1.30736428715384	-0.227737432796031	1.76616999285079	1.41452762489771	1.29146044280644	1.32642042791033	-0.499393166641021	1.32626542342055	1.3385275329952	1.34356868321986	-0.128987121980321	1.31528397841276	-0.213096716979581	1.38011776997964	1.3266285634278	1.31536504481838	-0.197397003737097	1.31721630059275	1.32957001982002	1.34729497554064	1.32220248642792	1.33945605815338	1.33308979526388	1.32755493298916	0.226051540521701	1.30959403815583	-0.0771295531986341	1.32800969248345	-0.15258025685421	-0.606135246018481	1.3295198322094	1.30362171383462	-0.0595926186370205	1.32733823823042	1.3229075786342	-0.0765545574370685	1.34463244935784	1.36797727042453	-0.0451939975595199	-0.0324473263393931	1.33630129649996	1.31180518804358	-1.01304392893255	0.302809156710105	0.482122025147016	1.33921238611361	-0.357121383913975	-0.0670852410601548	1.3137279241269	-0.122665066639515	-0.446669485555577	1.41443530752284	-1.12871559365658	1.3213444481727	1.33430499204698	1.33062183185589	1.3287600664744	-0.368141333233743	-0.93930564664443	-1.12871559365658	-1.12871559365658	-1.069746298126	-0.351629065881992	1.32494804016429	-1.12871559365658	0.0405680191064529	1.31893576925388	-1.09992488107414	-1.12871559365658	-1.12871559365658	-1.12871559365658	-1.12871559365658	-1.12871559365658	0.038921779580508	-0.681388271034356	-1.08683575041929	-1.12871559365658	-1.12871559365658	1.30856665046783	-0.110974543267048	-0.607045460535185	1.30604288242333	-1.12871559365658	-1.11684680666011	-0.0695429063885276	-1.12871559365658	-0.35506251994618	-1.12871559365658	-0.0715941527279171	-0.144575904251627	-1.12871559365658	-0.191812962538193	-0.115794616660914	-1.12871559365658	-1.04285847144946	-0.34166029201139	-1.12871559365658	-1.12871559365658	-0.140649052459704	1.30177144682029	-0.727408850257182	-1.12871559365658	-1.12871559365658	0.0875148873484406	0.109327868335932	-1.12871559365658	-0.439201377147414	-0.112121006187583	-1.12871559365658	-1.12871559365658	-0.626774044018016	-0.187417756513668	-1.12871559365658	-0.149139746253633	-0.190734727345872	-0.546245001339602	-1.12871559365658	-0.984484791508454	-0.153829375433288	1.35867603964863	-0.304763072182025	-0.844923098540176	-1.12871559365658	-1.12871559365658	-1.09517088877034	-0.713224297166286	-0.845991578331413	0.0817073970263726	-1.12871559365658	-0.81722831469991	-0.970002399390532	-1.12871559365658	-0.0534883440921711	-1.12871559365658	-1.01080929879894	-1.12871559365658	0.228002380307842	-0.185287435101523	-1.12871559365658	-0.446524625439131	-1.12871559365658	-0.2021638364748	0.420260449899654	-1.12871559365658	-1.12871559365658
"CMA1"	1.22130648660282	1.2595108440831	1.21678953315662	1.2199789110549	1.23663053666732	0.1846916272493	0.071429507412103	1.23465907266912	1.2185259197799	1.2256787727565	1.41535696429267	1.26773414561284	1.22190420105764	1.22239787539304	1.23041345012444	1.21912009495415	0.756755999234314	1.21838235811441	-1.16245111494258	1.22177994042415	-1.16245111494258	1.23090184750955	1.22502736528151	1.23481276782707	-0.0889311178117072	0.138538014224362	1.22897849067276	1.22888560795117	1.2171850502678	1.24034648631809	1.22566053274197	1.22027536250593	0.287142107220108	-0.0108698589317758	1.21890156756748	1.22654353637672	1.21815530391015	1.21843878477706	1.22074819015557	1.22014918498446	-0.162654274606072	1.21865859913746	0.465798990731094	1.22935253419044	1.23250148154467	1.22272315131254	0.469543047752478	-0.250673712171137	1.22432370732961	-1.16245111494258	-1.16245111494258	0.395542229978954	1.21616401431369	1.21758824043176	-1.16245111494258	0.36878045411736	1.234821609232	0.465458857964197	0.544040198908207	1.2400054377521	-0.182833635914213	1.21999666392408	0.250580142002295	1.21723414105693	1.21923196902705	-1.16245111494258	0.182172465042986	-1.16245111494258	-1.16245111494258	-0.594856131148968	-1.16245111494258	-0.0333398733563112	-1.16245111494258	0.318464292006202	1.21743670856581	-1.16245111494258	-1.16245111494258	-1.16245111494258	-1.16245111494258	-1.16245111494258	1.21785216600818	-0.871058657099341	0.704721804041018	-1.16245111494258	-0.616088329302418	0.154068979674198	0.358609514730311	-0.0634642352799481	-1.16245111494258	-1.16245111494258	-1.16245111494258	-1.16245111494258	-1.16245111494258	-1.16245111494258	-1.16245111494258	-1.16245111494258	-1.16245111494258	0.405876775633951	-1.16245111494258	-1.16245111494258	-1.16245111494258	0.114151260308665	0.0835667952652982	0.500088506616235	-0.515097200847679	-1.16245111494258	-0.0574816589350779	0.540165700766609	-1.16245111494258	-1.16245111494258	-1.16245111494258	0.0164683062667408	1.21874267797016	-1.16245111494258	1.21747565027863	-0.112841760604844	-1.16245111494258	-0.949530660243287	1.21632431040971	-1.16245111494258	-1.16245111494258	-0.28455850630301	-1.16245111494258	-0.638323900460535	-0.0491817649092566	-1.16245111494258	-1.16245111494258	-1.16245111494258	0.124444558829942	-1.16245111494258	-1.16245111494258	0.261700121339878	-1.16245111494258	-1.16245111494258	-0.245273807003004	-1.16245111494258	-1.16245111494258	-1.16245111494258	-0.213107245220122	-1.16245111494258	-0.0325734018446081	0.0690738845665336	0.279432134765754	0.0564540293450974	0.360005096782315	-1.16245111494258	-0.588304280317464	-1.16245111494258	-1.16245111494258	-1.16245111494258	0.430708755318275	-1.16245111494258	-0.193133301902837
