"IS01"	"IS02"	"IS03"
"GSN__pos"	2.22044604925031e-16	11.4174994264079	3.07374523597228
"FABP3__pos"	2.22044604925031e-16	12.1828888267659	6.23111230492193
"PRG4__pos"	0.811863501948005	13.0331440253666	4.18906404301214
"MT.ATP8__pos"	4.54713129346559	8.34053987537349	0.0220966060956305
"MYL9__pos"	0.360949050702613	5.14518442245382	11.5852305715591
"AOX1__pos"	2.22044604925031e-16	11.1113376464078	5.77235149624303
"FABP4__pos"	2.22044604925031e-16	15.2680242319236	2.10507432524153
"ADH1B__pos"	2.22044604925031e-16	14.9196961943308	3.11645559141529
"SCPEP1__pos"	0.997357786552078	10.7490390000234	6.27898161611563
"GPX3__pos"	2.22044604925031e-16	15.3267046227944	0.622208505053247
"UAP1__pos"	2.22044604925031e-16	9.8461257112309	6.74770560093248
"PROCR__pos"	0.244739541299874	12.1090541996342	3.90011001751411
"LPL__pos"	4.44400727098373	12.3621212027535	0.124013830373476
"FBLN2__pos"	0.114608305947081	12.4433336511096	3.67329766287544
"CD36__pos"	2.22044604925031e-16	15.3513776107153	0.382023935664042
"RPS4Y1__pos"	1.34437517867926	7.47591088804491	8.40224415023487
"SEZ6L2__pos"	9.73211457390386	5.69797787798432	4.452563222972
"GNG2__pos"	3.55909560074851	11.0193029319137	2.61184271598952
"CAV2__pos"	3.45039390246561	9.30221484167329	3.44543748938793
"GALNT15__pos"	2.22044604925031e-16	11.1116033460816	7.01194321749647
"SYNPO2__pos"	2.45318222067784	14.1343595360874	2.22044604925031e-16
"RBP7__pos"	2.22044604925031e-16	13.1927135726304	2.44804985545826
"TNFSF10__pos"	2.22044604925031e-16	11.539256785816	4.41883983445464
"AQP3__pos"	1.26868601252756	13.0234786383585	2.98529282601324
"SCARA5__pos"	2.22044604925031e-16	16.4016180144031	0.680034506704908
"EFHD1__pos"	2.13947448801335	15.3487332793754	2.22044604925031e-16
"SEPP1__pos"	2.22044604925031e-16	15.5678559789865	0.622165923507542
"CBLB__pos"	2.03509204564917	10.1536746069843	2.11754366322834
"PPARG__pos"	2.22044604925031e-16	11.6482711853324	2.60146252807741
"HSD11B2__pos"	3.1643324076156	12.1963135873996	1.15533566845694
"IL33__pos"	2.22044604925031e-16	14.434988956632	1.78759774290772
"OSR1__pos"	6.11922561116515	10.7457992911875	2.12576496880633
"MT.ND5__pos"	6.71485360371133	11.9460311317591	2.22044604925031e-16
"NTN1__pos"	9.17781164775297	6.53053506946752	3.5456174744038
"PIK3IP1__pos"	0.0947606067562097	15.044304392645	2.16841755484236
"SNTA1__pos"	3.65921551532489	9.9476452586193	3.93732083923561
"PALMD__pos"	2.22044604925031e-16	13.3832225593478	1.81620939345516
"ENPP2__pos"	2.78471926643782	10.801851036358	1.92331861125009
"TMEM37__pos"	2.22044604925031e-16	11.9100202712035	5.08532292160735
"MT.ND6__pos"	5.22936661950168	10.2703124882722	2.98721785082752
"CRTAC1__pos"	11.7986409978815	6.84085503947003	1.9569576554008
"CRMP1__pos"	16.7923954843605	3.88932378104609	2.22044604925031e-16
"ASAH1__pos"	5.63169587120561e-12	14.0754280258282	1.86890850890933
"ADAMTSL1__pos"	3.46123562528717	7.55976766898653	7.23155234037788
"LPCAT1__pos"	3.36658175853685	7.80446828546036	3.36287837468696
"HIST1H2AC__pos"	7.1948924826533	6.6218174153019	5.6025509548649
"DUOXA2__pos"	3.62456849538645	11.6067349188149	3.70938867184564
"AKR1C3__pos"	2.22044604925031e-16	11.1454857897337	2.6345106922548
"PTGER3__pos"	0.354184831558362	10.1000613208499	7.26514378701451
"TMEM30B__pos"	6.10556188740114	10.891490697311	0.690215003364871
"RHOBTB2__pos"	9.17611345032532	10.5401896971866	2.22044604925031e-16
"EIF1AY__pos"	1.42409568933301	9.17075517494265	7.48369783607437
"MAOA__pos"	2.22044604925031e-16	13.5118054265901	3.69480010553907
"CPXM2__pos"	4.05099322975038	9.51779389829464	4.63112683432492
"DUOX2__pos"	4.58620524052438	12.7396098630519	1.44715528356911
"COLEC11__pos"	8.77228460816308	8.64176125169642	1.18214359775997
"ABCA6__pos"	2.22044604925031e-16	14.8925023808465	1.36157086069072
"PCNT__pos"	13.4520979106735	6.35113177224317	2.22044604925031e-16
"ABCA9__pos"	2.22044604925031e-16	16.1346581611156	0.0347917202880312
"ESM1__pos"	6.00493271934872	11.4260328028988	0.619404709790583
"S1PR1__pos"	0.147207289920707	15.5741908810174	0.425744263023232
"CA4__pos"	0.803704166999001	15.89159142791	2.22044604925031e-16
"LDHB__pos"	10.7024783113933	1.39763238996308	7.75296847105716
"GALNT16__pos"	2.22044604925031e-16	14.4239090758299	2.20948075467467
"HLX__pos"	3.32680835831213	12.7307194887775	1.78034827568144
"TLR4__pos"	2.22044604925031e-16	14.5588744894076	2.22044604925031e-16
"MAPK8IP3__pos"	11.3010659411655	7.76509089290058	2.22044604925031e-16
"AQP7__pos"	1.9591892508736	14.2598975729024	0.575492561212321
"CBX7__pos"	2.61916500129544	13.4312704898069	2.22044604925031e-16
"CCDC69__pos"	2.22044604925031e-16	14.1044984033635	2.57838222344617
"BSG__pos"	1.75699517925788	7.1520217326575	9.13935995116521
"LMO3__pos"	7.34526196258621	11.9532096772014	2.22044604925031e-16
"ADIPOQ__pos"	8.33711399651724	10.1042191209505	1.13389004288981
"GFRA1__pos"	8.73214036973319	9.18241593993118	0.846210885461444
"ITIH4__pos"	2.63133375014086	8.55928825026639	6.99446050307865
"CXCL12__pos"	2.3209101828481	11.765212928256	4.08197441263555
