"Gene"	"IS01"	"IS02"	"IS03"	"State"	"MaxFC"	"InitialState"
"RAB39B"	"RAB39B"	0.536676353981417	0.177740509687203	-0.791917512696347	"S01"	0.536676353981417	"IS01"
"FDCSP"	"FDCSP"	0.519457412991694	-0.606001525444696	0.0742854617828515	"S01"	0.519457412991694	"IS01"
"IL27RA"	"IL27RA"	0.51275372087122	-0.180832933956125	-0.37768387708537	"S01"	0.51275372087122	"IS01"
"SIGLEC5"	"SIGLEC5"	0.509222925571288	-0.95372172634749	0.461491270591313	"S01"	0.509222925571288	"IS01"
"FCER2"	"FCER2"	0.508449138118372	-0.982778193758613	0.493756245959103	"S01"	0.508449138118372	"IS01"
"DPEP2"	"DPEP2"	0.50823868986276	-0.144166850959441	-0.412260959278914	"S01"	0.50823868986276	"IS01"
"FAM65B"	"FAM65B"	0.508142164721337	-0.359659170597005	-0.179279480409636	"S01"	0.508142164721337	"IS01"
"AC018755.18"	"AC018755.18"	0.501749091013815	-0.526749418543484	0.00843351518587123	"S01"	0.501749091013815	"IS01"
"BHLHA15"	"BHLHA15"	0.4994098411855	0.0696699896495541	-0.633477580855781	"S01"	0.4994098411855	"IS01"
"RASAL1"	"RASAL1"	0.487203432445714	-0.197012366584997	-0.331641995008378	"S01"	0.487203432445714	"IS01"
"CPNE5"	"CPNE5"	0.480271182373276	-0.0942926944054329	-0.434898730788951	"S01"	0.480271182373276	"IS01"
"AANAT"	"AANAT"	0.467578244012595	-0.129866416316168	-0.382268848350597	"S01"	0.467578244012595	"IS01"
"LCN10"	"LCN10"	0.460255955271913	0.167898129587121	-0.695866527907118	"S01"	0.460255955271913	"IS01"
"TPD52"	"TPD52"	0.442423163279087	-0.041697426774069	-0.449433690846624	"S01"	0.442423163279087	"IS01"
"CSK"	"CSK"	0.417245164167685	-0.336917749948915	-0.102260022433573	"S01"	0.417245164167685	"IS01"
"TCF7"	"TCF7"	0.385175685966576	0.204585533104827	-0.65159620288827	"S01"	0.385175685966576	"IS01"
"FAM151A"	"FAM151A"	0.381077711342981	0.203695732915506	-0.646054345120846	"S01"	0.381077711342981	"IS01"
"IGLL1"	"IGLL1"	0.381074512038696	-0.110485511605693	-0.306528156880884	"S01"	0.381074512038696	"IS01"
"SPNS2"	"SPNS2"	0.358598798386623	-0.340958964974785	-0.0323440717671944	"S01"	0.358598798386623	"IS01"
"TLR9"	"TLR9"	0.35361848362659	0.0770557874791427	-0.47850876520578	"S01"	0.35361848362659	"IS01"
"CR2"	"CR2"	0.353235663817586	-0.0786162370326574	-0.309852602666998	"S01"	0.353235663817586	"IS01"
"CD83"	"CD83"	0.347558051759027	0.172138672922401	-0.574487170235285	"S01"	0.347558051759027	"IS01"
"EPHA10"	"EPHA10"	0.332078724341778	0.321707810482139	-0.718819146353237	"S01"	0.332078724341778	"IS01"
"IZUMO1R"	"IZUMO1R"	0.330200737651752	-0.44268113563813	0.109323234042621	"S01"	0.330200737651752	"IS01"
"KBTBD8"	"KBTBD8"	0.25333767683181	-0.25352877372435	-0.00917636645063899	"S01"	0.25333767683181	"IS01"
"MAT1A"	"MAT1A"	0.226194308249575	-0.203247837261188	-0.0331748644271473	"S01"	0.226194308249575	"IS01"
"SERPINA9"	"SERPINA9"	0.197544046680838	0.151022339813572	-0.383997652319175	"S01"	0.197544046680838	"IS01"
"SLC16A4"	"SLC16A4"	0.180376579509217	0.118359932035451	-0.32951274546178	"S01"	0.180376579509217	"IS01"
"PDCD4"	"PDCD4"	0.135409588982244	-0.133193711833174	-0.00740977629706126	"S01"	0.135409588982244	"IS01"
"CXCR5"	"CXCR5"	0.115346622417386	0.000571631789998025	-0.129540136446978	"S01"	0.115346622417386	"IS01"
"ARHGAP30"	"ARHGAP30"	-0.810322674087769	1.68823374083131	-0.918710049629891	"S02"	1.68823374083131	"IS02"
"BIN2"	"BIN2"	-0.928757129405043	1.5501399709937	-0.637104197681213	"S02"	1.5501399709937	"IS02"
"FYB"	"FYB"	-0.985722385088998	1.40518696289903	-0.416789698218574	"S02"	1.40518696289903	"IS02"
"FGD2"	"FGD2"	-0.782363254195759	1.25762733135102	-0.484621717585227	"S02"	1.25762733135102	"IS02"
"SCIMP"	"SCIMP"	-0.720634200165751	1.15435410034209	-0.442012913517758	"S02"	1.15435410034209	"IS02"
"DOCK8"	"DOCK8"	-1.04061134248173	1.11164066773462	-0.0382172787204625	"S02"	1.11164066773462	"IS02"
"ICAM3"	"ICAM3"	-0.500387565252107	0.924517957966557	-0.439807214154509	"S02"	0.924517957966557	"IS02"
"GIMAP6"	"GIMAP6"	-0.565357845961815	0.847195388964805	-0.283630939007937	"S02"	0.847195388964805	"IS02"
"TMC6"	"TMC6"	-0.86492323851853	0.795202957405475	0.107378003979238	"S02"	0.795202957405475	"IS02"
"IL6R"	"IL6R"	-0.755221727080309	0.65167619528841	0.139868527540227	"S02"	0.65167619528841	"IS02"
"NPHS1"	"NPHS1"	-0.324341503413782	0.623956737955051	-0.311769082550672	"S02"	0.623956737955051	"IS02"
"SIGLEC10"	"SIGLEC10"	-0.699841037021785	0.604515232251182	0.128934673522455	"S02"	0.604515232251182	"IS02"
"CLLU1"	"CLLU1"	-0.0139994137753767	0.599893071208119	-0.632632426822468	"S02"	0.599893071208119	"IS02"
"RDX"	"RDX"	-0.118440537318567	0.471142225655779	-0.376763368401172	"S02"	0.471142225655779	"IS02"
"TNFRSF13C"	"TNFRSF13C"	0.358553911850589	0.434295591731782	-0.870079279207349	"S02"	0.434295591731782	"IS02"
"CRIP3"	"CRIP3"	0.000716953838165051	0.42274858188147	-0.457648157467159	"S02"	0.42274858188147	"IS02"
"CYB561A3"	"CYB561A3"	-0.184199583580996	0.355465726486917	-0.178257995369818	"S02"	0.355465726486917	"IS02"
"CRLF3"	"CRLF3"	0.253608400107819	0.341648088924379	-0.652661850291464	"S02"	0.341648088924379	"IS02"
"STX16.NPEPL1"	"STX16.NPEPL1"	0.290493779056755	0.340846854959743	-0.693022611128573	"S02"	0.340846854959743	"IS02"
"CXCL14"	"CXCL14"	0.211099992184203	0.31013358736031	-0.571093983201839	"S02"	0.31013358736031	"IS02"
"MGAT3"	"MGAT3"	0.113517422305348	0.309187160365488	-0.461003622263825	"S02"	0.309187160365488	"IS02"
"ADAM29"	"ADAM29"	0.101034585042667	0.291450826900111	-0.427884693175134	"S02"	0.291450826900111	"IS02"
"TMEM150C"	"TMEM150C"	-0.0441957082126081	0.264947082693659	-0.236919957056834	"S02"	0.264947082693659	"IS02"
"SHISA8"	"SHISA8"	0.259203985448497	0.261284179221861	-0.572070073709764	"S02"	0.261284179221861	"IS02"
"DDA1"	"DDA1"	-0.0275624174328388	0.239453405476414	-0.227960953511717	"S02"	0.239453405476414	"IS02"
"MC5R"	"MC5R"	0.154531617218927	0.238609624554226	-0.430574792776134	"S02"	0.238609624554226	"IS02"
"RPS4Y2"	"RPS4Y2"	-0.168273402341911	0.118777083014012	0.0597209632781216	"S02"	0.118777083014012	"IS02"
"STK4"	"STK4"	-0.0922958464482188	0.0588190084869278	0.0395953920439053	"S02"	0.0588190084869278	"IS02"
"LILRB1"	"LILRB1"	-0.0407426583067523	-0.630851855204579	0.727273264085747	"S03"	0.727273264085747	"IS03"
"NEK8"	"NEK8"	-0.412571460139266	-0.157702738606112	0.63155204827897	"S03"	0.63155204827897	"IS03"
"ITSN2"	"ITSN2"	-0.821421463422362	0.30306050096	0.590594164252747	"S03"	0.590594164252747	"IS03"
"FNBP1"	"FNBP1"	-0.45760528492005	0.0595848709750183	0.447072462001011	"S03"	0.447072462001011	"IS03"
"RPS6KA1"	"RPS6KA1"	0.436006246587224	-0.85603666164402	0.437761031994361	"S03"	0.437761031994361	"IS03"
"CD180"	"CD180"	0.303514767041188	-0.699960759075134	0.417181418126517	"S03"	0.417181418126517	"IS03"
"MOB3A"	"MOB3A"	-0.174987665177938	-0.0910128766334311	0.293936754182169	"S03"	0.293936754182169	"IS03"
"MFNG"	"MFNG"	-0.319980113715818	0.103202531103481	0.246113638754905	"S03"	0.246113638754905	"IS03"
"SEC11C"	"SEC11C"	-0.294923236596877	0.151381683978241	0.166042472621504	"S03"	0.166042472621504	"IS03"
