"Gene"	"IS01"	"IS02"	"IS03"	"State"	"MaxFC"
"SEL1L3"	"SEL1L3"	0.724961224321555	-0.206726348745692	-0.586885305946978	"IS01"	0.724961224321555
"UGT2B17"	"UGT2B17"	0.719106638214158	-0.382054751365537	-0.390871544157923	"IS01"	0.719106638214158
"NLRP4"	"NLRP4"	0.71389014320679	-0.460220254800299	-0.300570880594262	"IS01"	0.71389014320679
"ST6GAL1"	"ST6GAL1"	0.713018300549844	-0.580814766700122	-0.169274949357554	"IS01"	0.713018300549844
"IFNLR1"	"IFNLR1"	0.712557302404685	0.101192147872216	-0.905776219606405	"IS01"	0.712557302404685
"BIK"	"BIK"	0.709780919279557	0.0833478333338946	-0.883389459711145	"IS01"	0.709780919279557
"SLC5A10"	"SLC5A10"	0.675355610810256	-0.293026617591255	-0.438180222702066	"IS01"	0.675355610810256
"MEF2B"	"MEF2B"	0.653273123468182	-0.386691225888164	-0.312279277430973	"IS01"	0.653273123468182
"LGALS9B"	"LGALS9B"	0.65114787701977	-0.528217579722577	-0.156962250878274	"IS01"	0.65114787701977
"FCRL4"	"FCRL4"	0.647734714638894	-0.389221662189104	-0.303354485617551	"IS01"	0.647734714638894
"FAM46C"	"FAM46C"	0.645239041466099	0.0638412733055502	-0.790171366387777	"IS01"	0.645239041466099
"RBM38"	"RBM38"	0.641847521946318	-0.00307197583035572	-0.714070313199871	"IS01"	0.641847521946318
"IL17REL"	"IL17REL"	0.641622153000705	0.0128491251705257	-0.731023691459966	"IS01"	0.641622153000705
"FCAMR"	"FCAMR"	0.626809567156845	-0.106746661212251	-0.585225535824946	"IS01"	0.626809567156845
"SIDT1"	"SIDT1"	0.626768634598347	-0.564728462434918	-0.0902578885658504	"IS01"	0.626768634598347
"CD22"	"CD22"	0.625740493360147	-0.415585164989914	-0.250281702346768	"IS01"	0.625740493360147
"VPREB3"	"VPREB3"	0.625258008524272	-0.00751295942899793	-0.690729102753652	"IS01"	0.625258008524272
"IFNAR2"	"IFNAR2"	0.620110171480361	-0.741339271421376	0.108040206177726	"IS01"	0.620110171480361
"DOCK10"	"DOCK10"	0.616051419017786	-0.313158649204299	-0.350140346190049	"IS01"	0.616051419017786
"BANK1"	"BANK1"	0.608681104714332	-0.120475879631004	-0.550126839709098	"IS01"	0.608681104714332
"GPR25"	"GPR25"	0.605479859963157	-0.451940256742653	-0.188349047511822	"IS01"	0.605479859963157
"EXOC3L4"	"EXOC3L4"	0.603306459944902	-0.255684015032766	-0.398005811413296	"IS01"	0.603306459944902
"RP11.330H6.5"	"RP11.330H6.5"	0.601196338474752	-0.362090464571117	-0.280658310836902	"IS01"	0.601196338474752
"TTC9"	"TTC9"	0.570179224989623	-0.117471375440137	-0.510340305829636	"IS01"	0.570179224989623
"BTG2"	"BTG2"	0.56966117167731	-0.182910133220416	-0.439044334336938	"IS01"	0.56966117167731
"HEMGN"	"HEMGN"	0.559941392608367	-0.39899247848334	-0.194669371945297	"IS01"	0.559941392608367
"KIAA0226L"	"KIAA0226L"	0.558771237008187	-0.942674630314595	0.394173209667444	"IS01"	0.558771237008187
"GP1BA"	"GP1BA"	0.546671444306123	-0.249910631086095	-0.340944166873805	"IS01"	0.546671444306123
"PASK"	"PASK"	0.54384849149156	0.199168083870748	-0.823089667134017	"IS01"	0.54384849149156
"MDS2"	"MDS2"	0.541802489622953	-0.223590669405195	-0.363945046896254	"IS01"	0.541802489622953
"OCM"	"OCM"	0.537636981167504	-0.531274145828007	-0.0267885324718493	"IS01"	0.537636981167504
"RAB39B"	"RAB39B"	0.536676353981417	0.177740509687203	-0.791917512696347	"IS01"	0.536676353981417
"FDCSP"	"FDCSP"	0.519457412991694	-0.606001525444696	0.0742854617828515	"IS01"	0.519457412991694
"IL27RA"	"IL27RA"	0.51275372087122	-0.180832933956125	-0.37768387708537	"IS01"	0.51275372087122
"SIGLEC5"	"SIGLEC5"	0.509222925571288	-0.95372172634749	0.461491270591313	"IS01"	0.509222925571288
"ASCL4"	"ASCL4"	0.508464390071087	-0.381498762218591	-0.156038491295083	"IS01"	0.508464390071087
"FCER2"	"FCER2"	0.508449138118372	-0.982778193758613	0.493756245959103	"IS01"	0.508449138118372
"DPEP2"	"DPEP2"	0.50823868986276	-0.144166850959441	-0.412260959278914	"IS01"	0.50823868986276
"FAM65B"	"FAM65B"	0.508142164721337	-0.359659170597005	-0.179279480409636	"IS01"	0.508142164721337
"AC018755.18"	"AC018755.18"	0.501749091013815	-0.526749418543484	0.00843351518587123	"IS01"	0.501749091013815
"BHLHA15"	"BHLHA15"	0.4994098411855	0.0696699896495541	-0.633477580855781	"IS01"	0.4994098411855
"RASAL1"	"RASAL1"	0.487203432445714	-0.197012366584997	-0.331641995008378	"IS01"	0.487203432445714
"CPNE5"	"CPNE5"	0.480271182373276	-0.0942926944054329	-0.434898730788951	"IS01"	0.480271182373276
"AANAT"	"AANAT"	0.467578244012595	-0.129866416316168	-0.382268848350597	"IS01"	0.467578244012595
