"TCGA.DX.A3LS"	"TCGA.DX.A6YQ"	"TCGA.DX.A6YR"	"TCGA.DX.A6YX"	"TCGA.DX.A8BM"	"TCGA.DX.A8BP"	"TCGA.DX.A8BS"	"TCGA.DX.AATS"	"TCGA.DX.AB2E"	"TCGA.DX.AB2P"	"TCGA.DX.AB2X"	"TCGA.HB.A2OT"	"TCGA.LI.A67I"	"TCGA.MB.A5Y8"	"TCGA.QC.A6FX"	"TCGA.QC.AA9N"	"TCGA.RN.AAAQ"	"TCGA.SG.A6Z4"	"TCGA.SI.A71O"	"TCGA.SI.AA8B"	"TCGA.WK.A8Y0"	"TCGA.X6.A8C2"	"TCGA.X9.A973"	"TCGA.3B.A9HI"	"TCGA.DX.A3LT"	"TCGA.DX.A3LU"	"TCGA.DX.A3M2"	"TCGA.DX.A6BF"	"TCGA.DX.A7ET"	"TCGA.DX.A8BH"	"TCGA.DX.A8BK"	"TCGA.DX.A8BL"	"TCGA.DX.A8BN"	"TCGA.DX.A8BO"	"TCGA.DX.AB2G"	"TCGA.DX.AB2W"	"TCGA.MB.A5Y9"	"TCGA.QC.A7B5"	"TCGA.QQ.A5V2"	"TCGA.QQ.A5V9"	"TCGA.WK.A8XO"	"TCGA.X6.A7W8"	"TCGA.Z4.AAPG"	"TCGA.3B.A9HJ"	"TCGA.3B.A9HO"	"TCGA.DX.A1KZ"	"TCGA.DX.A1L1"	"TCGA.DX.A1L4"	"TCGA.DX.A23T"	"TCGA.DX.A23V"	"TCGA.DX.A23Y"	"TCGA.DX.A2J1"	"TCGA.DX.A3LY"	"TCGA.DX.A3U5"	"TCGA.DX.A3U6"	"TCGA.DX.A6BE"	"TCGA.DX.A6BG"	"TCGA.DX.A6YU"	"TCGA.DX.A7ES"	"TCGA.DX.A8BG"	"TCGA.DX.A8BQ"	"TCGA.DX.A8BR"	"TCGA.DX.A8BX"	"TCGA.DX.AB2S"	"TCGA.DX.AB2T"	"TCGA.DX.AB2Z"	"TCGA.DX.AB32"	"TCGA.DX.AB37"	"TCGA.IE.A4EJ"	"TCGA.K1.A6RU"	"TCGA.QQ.A5VA"	"TCGA.QQ.A8VG"	"TCGA.RN.A68Q"	"TCGA.SG.A849"	"TCGA.SI.A71P"	"TCGA.UE.A6QT"	"TCGA.UE.A6QU"	"TCGA.VT.A80J"	"TCGA.VT.AB3D"	"TCGA.X6.A8C3"
"CHST13"	0.566929586562439	-0.15440862720305	-0.257697152818446	-1.06751336288736	-0.590350696215938	0.930728334981612	-0.332651699970964	1.07903212429746	0.365563008715039	0.123025172793431	-0.881008686461347	1.6843525689439	-1.16434152439383	0.00353658662448268	-0.131571727004084	0.907589142112879	1.06035127169427	1.15558429618126	0.0616694060630723	-1.02824334285081	-1.05233626095513	1.24326327037547	-1.342870466344	0.00800700623257428	1.25397590439988	1.39250950943999	-0.959614788339276	0.926726032857696	-0.189326956796009	-1.1685904672676	1.30276825095741	0.591357370458284	1.39686113681261	1.48316832737589	1.41974719074312	1.12852836031636	1.62395505151957	0.817387951781445	1.27190776404926	-0.379542547191481	1.26389165259057	1.15336394153278	0.116917446801638	0.0892066709973499	-1.2573747340756	1.2982575436984	-0.753786017839948	1.38327054290314	1.16447765980791	1.46805234113767	-0.544457690263025	1.24479073287535	1.28545474615104	-0.365793466096007	0.057275268494344	1.03701200240032	-0.39050527798274	1.4721100176803	1.01534038040662	-1.13557779995522	-1.2391186978786	1.72336161760716	-0.306167378750361	-1.18353469623698	-1.04151912266952	-1.06349881347027	1.12097511820213	1.43311747248475	-0.481509961185095	1.44214412214661	-0.164185437673193	1.03875249088644	1.23440872119645	1.03248314822556	1.03200527506643	-0.982309124309759	-1.1681898635497	1.54047032971143	1.35464300206125	-1.0315928507803
"TRMT112"	1.20009217357631	0.411219945435754	0.253925742051831	1.38657470547966	-0.212746489997487	1.24396031875241	1.3837964903641	-0.471087272666383	1.29812223714689	-0.234664141362748	1.37362242623312	-0.9419956085178	-0.441108004682048	1.23586656587851	0.286225622070293	-0.68807366140939	1.56966980230573	-1.1972029244112	-1.13831689577879	1.21531859280577	-0.982922668303658	-1.21607908081879	-0.469419637451503	1.22195089460759	-0.616064786963908	1.25636155646218	1.19125796204243	-0.398904709697606	-0.934389753505024	1.38610095948852	1.23294775479929	-0.0599587471042833	1.19581329936632	1.52978294780473	1.51599228096267	1.6074181562559	0.547084425378699	1.55432755698182	-1.31421441025072	1.20262292341347	-0.718393177289465	1.63081245553815	1.30911076022995	0.550444053275192	-0.596558449403886	-0.877767254696789	-0.246457973829497	-0.975739977764238	-0.104684740589314	-0.53937813381656	-1.26195025680879	2.03936391660209	-1.14044410675704	1.18513604984147	-0.349162030534655	-0.518455854273455	-0.624459725289886	-0.92111197494025	-0.499748766052964	-0.999493581878961	0.0361088163615574	-0.0724081725506901	-0.876647119704817	-0.387336941654556	-0.524537130032855	-0.50737295670982	1.27064492575005	1.16482688800458	-1.24806314343419	1.19667498193444	-0.618626466167246	-0.456627187232907	0.144922612047325	1.24417236891064	1.28054179900061	-0.516502999024159	-1.1401934096095	1.42853790129038	-0.639777119629006	1.47997792870802
"FAH"	-0.881960508001599	0.987987081016835	-1.06749226900974	1.59404583307082	-1.17231463128001	1.40366664908285	1.26309036828966	1.07891186277083	1.35272545245442	-0.334112418860861	1.37738417552958	1.24587655224875	1.11579856591895	1.38220292231333	1.01614139817656	-0.92957501811424	2.02897526567733	-0.831133452889716	1.39833811920784	-0.785961724174742	-0.602316753073793	1.22774628386147	-1.06420771034423	0.428688998945474	1.05164639222908	-0.752630101733305	1.54607561300174	-0.459455954293348	1.02822049070107	1.24282807510882	1.25698385787244	0.00499533029178361	-0.894134794202315	1.66669316175174	-0.332903015290452	0.996049232975567	1.58302450817851	-0.502502317494704	2.05379899694918	-0.680849405078566	1.02680055568192	2.03493267353551	1.99693602573179	-0.671050002652361	-0.923892528432711	1.30829912368567	-0.579875139014114	1.04887331520511	1.00900810671109	-0.521601906220993	-1.12172144003968	1.2399206915247	1.31681151898151	-0.6100983846786	0.979523384524687	1.12775632122782	1.10449187446548	-0.568658976113229	0.353158468799496	-0.908709968023914	-0.209638314280487	0.962732436757335	0.0354888529106722	-1.0471284615405	-1.11288464054089	-0.0385193943858973	-0.178842924885642	-1.02861733479811	-0.994514832860344	-0.886254303781416	0.0318162568399909	0.199109400741253	1.1173498369875	-0.156995543609429	1.31385163968627	-0.337945067253993	-1.16010543995476	1.16974537812277	-1.10337406800202	1.42527846791589
"CFB"	-0.837918316009382	1.2272600246654	0.211759306868175	-0.673137086508201	-0.328556038916117	-0.101606955937648	-0.428302723456429	-1.01378772782203	-0.988460312360271	-0.938173776443586	-0.60308682612086	-1.05704503895641	1.25824568575615	-0.914439366604517	1.24699281880929	1.01767194570398	0.662467856847219	-0.882540519609985	1.01545995009185	-0.979729902811555	-0.956048265086409	-0.892717615823357	1.13112715940416	-0.465963278536477	-0.0835387801389556	1.70758662521409	1.80052908687086	1.19192333354924	1.42141082808748	1.09152912254441	1.48287410314169	1.26881958587151	2.30155830422723	1.52115804798279	-0.304289957464876	1.34360055273423	1.42534535957009	-0.369980751012896	-0.956489733452394	0.251627407187273	-0.475892053061872	1.03944704824999	-0.904821564382218	-0.279363089221135	1.19028201370586	-0.681335080157157	1.96534370232434	-0.348406254917573	0.0327062739782765	1.59162131684172	0.480964906133283	1.1726721005841	-0.751536035908927	1.55401340729819	1.34694656670682	0.16283428662032	1.06229910421189	-0.294249710834128	0.344442706981088	1.0634170768146	1.20331178013822	1.02310826013858	1.49388512231595	1.38335734353077	1.16235085817349	-0.607883557406717	-0.447514732535368	1.00677807004754	1.22327467069101	1.7349209932112	-0.764652447462551	-0.558396680550778	1.28140391299017	0.132649705577929	-0.835614868301935	0.0371565517470414	-0.198121183737603	-0.164732487499132	1.09679485129361	-0.816192086766387
"SLC12A5"	-0.120496502347735	-1.04922915613543	-0.789624004725978	-0.792842080175472	-1.05732903235644	0.744986043650781	-0.772329956386621	0.255852183490483	-1.09505985837796	-1.11597588800101	-1.0716382329284	1.15893813936015	-1.16820510227791	0.298302641533868	0.952145443752934	1.45058226259279	0.0212704776197415	-0.645218275972122	0.875073648324533	-1.21352949737804	0.553810430710365	-1.16737566224183	-1.07953758540998	-0.979098656362873	0.807030000607381	1.55125321146585	1.10389898547188	1.17709383267887	1.32256327444524	0.815899104070594	0.827797497196039	0.918717072616675	1.28941014844881	-0.537217342951484	0.926088477862881	1.17837015848301	1.05985063891213	0.0140198591051268	1.36782512152623	1.06560384443663	0.82251550056444	-0.427378134536403	-0.0873823650299112	-0.516148609109646	1.51551477864042	-1.12460713095044	0.781161969537786	-0.829365713043181	-0.564394475677963	1.24040472120344	1.39684293436488	1.41524328123771	1.32834356423088	-0.591784876256576	0.895666240789448	0.269810208576619	-0.159292679062828	1.40898451721567	-0.959388214469774	1.28039700394862	1.5545238459396	0.683904545365623	0.552399783871503	0.839412648987916	0.394131412632955	0.891804421328638	1.71717906320075	0.153137905335385	0.912707787493516	1.11385328654572	-0.326084674286912	-0.338111341890047	1.4189190269269	0.646999504459167	0.479715049046085	-1.00312508697921	0.893127421565169	-0.26665873172903	1.03685963645371	0.615222608688237
"EFHD2"	0.00735763880459672	1.47782168353581	0.33402695432188	1.42827473511395	-1.23059327617289	1.20814344122833	0.571503998324108	-1.12007831711237	0.268677583648323	-0.499470755814267	1.52006238897787	1.4589941154333	0.677878925461644	1.27872596560542	-0.801932702659877	1.37439586112596	0.776434131150708	-0.129360351351697	0.306558311389777	-1.28961935444483	1.13966023214458	1.47106960504935	-1.05005005375214	-0.57146741218807	1.06986831186228	0.436119946247971	1.40673297457041	-0.420475788899004	1.31334573654637	1.25196889958429	1.08342194428954	0.393858324366882	0.800695136584892	1.00076551124843	0.0364248412509286	0.81010072534406	1.51504143363243	1.42996338656022	1.56428239450224	-1.02970399972014	0.255894718892214	1.41152165197321	0.224113007857632	1.00888896618326	1.14601072905622	-1.03894637381119	0.935431568869499	0.0458860394598552	1.33430033939283	-0.354002277002023	-0.23940350681771	0.817597932486363	0.0241230232830298	0.745136633356362	0.487117903173332	-1.04023574765162	0.397909280107621	-0.025916734163882	0.435181147445519	1.2236592923716	1.38088522831813	0.895488233597545	-1.20283322961481	1.43417991166568	1.40437237027576	1.4617144510268	1.11131179891978	1.24647460924337	1.49344479436524	0.666595041538108	-1.09473613519706	-0.7199164464435	-0.757954522582153	1.48059116204729	1.18392909689813	0.137052659989091	1.1520992216092	1.54120395438912	1.3583578056697	0.850266567449863
"BLVRA"	-0.154948338846972	1.01923788382494	-1.19899528063584	1.05169170672104	-0.675446059527063	1.0753835526246	0.0300354063627211	0.969553725543344	-0.429551234681262	-0.572989405532613	-1.29520578590654	1.12127094488093	-1.45817018201047	1.38940307064447	1.28622718713187	0.688093348155724	-1.50077450272679	-0.930632795762531	0.332361131746276	0.206849792310153	0.963828458790614	1.32411355427966	-0.0624213924384529	-0.755204181851139	1.12964550323752	1.13418302761504	1.43278269117718	1.18658993954115	1.19115089741858	1.04534491769076	1.44454317035331	0.0272609242790138	-0.0620949000689912	1.15411595158599	1.22888192973527	-0.922860578100777	1.36128148990866	0.970972264452673	0.04033103098381	1.28449023431367	-0.213541423837057	0.134108549586157	0.989166429614916	0.142499092668761	1.06618016527218	1.08662351917974	0.735616469315832	0.123515660708103	-0.420998906247174	1.21267741629864	0.691232011088002	0.979107820911335	1.20021881364807	0.34559973787246	1.15873507241476	-0.611723418037334	-0.824048452464088	1.19519045116824	0.91653555326328	1.08731140692988	1.45410930796196	1.36064969153356	0.943330775189101	1.1396719572459	-0.189189904326682	0.814682855039568	1.13180093448341	0.464202898865478	1.13383702047081	1.04107036926227	-0.563179791792107	-1.51801844675055	-1.08023366310869	1.32651812348945	-1.08057258833284	1.20265202908292	0.99839391273637	0.61023835005647	1.38830924968961	0.621528141859997
"PFN1"	0.428768481722309	1.3083622344236	1.11797767129592	-1.08827158629402	1.23024860556249	1.02371197861086	1.57406729318487	-0.867158867515249	-0.527101605050354	-1.14855027299836	1.52583497438307	1.15982122789634	1.64250727199582	0.792601235582756	-0.739529957678943	-0.571364975850576	-0.805268829057887	1.19575011860603	0.325127375071192	-1.02466965830355	1.64874876434701	1.03019340115363	-0.762195153425468	-0.680189170561245	0.0759730669114004	1.28024344351517	1.91396692347688	-0.39112318571961	1.49665938576628	0.904028944286915	1.85791424448307	0.8257559010468	1.08544641039912	1.27626191640644	0.121065260814685	1.72323734445252	0.971542385592355	1.61183296034614	-0.916145791356406	-0.26214635953012	-0.833473720586883	1.45813292874295	0.0397289914590831	1.468796486267	1.04482947106172	-0.874708149827578	0.807874316167628	0.0283932754181915	0.350852444831193	-0.834187187730639	-1.09716803761747	0.967790443595109	-1.13011238647857	1.85091456928152	-0.0675426383057037	-0.942553922020292	0.154989111966399	-0.395307325633914	-0.41978764096316	-0.691402335851618	1.4837254231611	-0.711902500950561	1.35522334871986	1.42292934855064	1.15040229469687	1.49105549432468	0.399340867196839	0.975015601446891	-0.377967090293662	0.380441060143455	-0.629958688718746	-0.457357974435402	-1.20666364957293	1.7292715398487	-0.978643106327007	0.28885482137299	1.66961688665623	1.54702541573778	1.49265258967536	1.39279207315933
"CDK2AP2"	1.20471091799969	-0.467641836672115	0.0454559764217778	0.783945707289858	0.784734673683022	1.60567440546411	0.0468159744731562	-1.077143916	1.72195465924375	-1.20740312871255	0.178586528146266	-0.187218415933047	-0.411760594575733	-0.278936437912407	0.827196182841101	-1.04688342411197	1.1941207705157	0.184598995520929	-0.683356364856202	-1.13177345181862	0.234729748240322	-1.16976962732368	1.22746740131651	-0.0218154168587697	-0.206542390213638	1.24358477391571	1.47117941084076	-0.186753747252041	0.890991375027816	1.04197596021972	1.32714368927531	1.11297020617161	1.0868689400619	1.17422116485954	1.21218596427949	1.76584819303632	0.96672075154441	0.135918581842353	-1.31870736477001	0.240979781308115	-1.22085989122147	1.29027037164196	1.2344716011833	1.34792785262368	0.276223116790403	0.175453765974198	0.0664103160853916	0.0419861324135302	0.784670965128822	-1.34807028897589	-0.591645111917591	0.796448574874591	-0.290748584167969	1.19811741698241	-0.212262111526576	-0.468258629212717	0.0633297374863452	0.0644093672325253	1.18714161242232	0.905647303938848	1.17349349297661	0.976308714162891	-0.608853707129884	0.827816545124745	1.23484165800939	0.840579969051196	1.40939261320688	0.669675155990519	-0.8955003698415	1.20635547866042	-1.13404321205285	1.22636766684913	1.69586095209653	1.12006812330281	0.0297790176569146	0.178408609357782	1.01731703798954	0.532573579117402	1.55566514692099	0.281264195909692
"NEURL2"	-1.09242639944799	-1.13344413400745	0.969386903466796	-0.289811999787302	-1.32766705557416	-0.0603814624467483	-0.826368222340637	-1.35340704765396	0.28333750410185	0.18157525201646	-0.649248807850313	-1.13169546474744	-1.02470467147442	-1.01339006904667	1.1410368549309	-0.40827357748969	1.35879188829567	-1.06083515797288	-1.14224960390242	-0.837405375887316	-1.09827565046495	-0.119443878669699	-0.118378281757249	1.08508700554583	-0.406971010861861	1.020002285989	1.55436017131834	1.07558049229442	1.18818347406599	0.0877333067242225	1.45007452441112	1.00205104216682	0.692164866947926	1.18029482921383	-0.262029116830379	0.39410730267046	1.42806981414031	-0.907890712969006	0.735836368453896	1.38025922621866	0.96551890292734	-0.679602272803302	0.233553828177467	0.943433055928276	0.71629369507116	0.713920798506556	1.18349274007873	-1.38383342935402	1.13298478683057	1.23915921958479	0.946125746893167	1.01393386136293	1.50023519274638	1.25664942438499	1.29455505744565	0.460064806135216	-0.585104675274816	1.44353328677858	1.24169961451451	-1.28553199716474	1.32820090589892	1.30682670383592	1.07277121685375	-1.2255091365628	-1.09882439965422	-1.00177595467178	-1.15664629749045	1.27457011803954	1.44547134584675	1.12150107371871	0.969267955918997	-1.16411540548185	-0.611259641603636	1.10526648424647	-1.23583055788038	-0.915429825511319	1.20136551656081	-0.972832161471489	-0.884410294887134	0.486660080343632
"PLTP"	0.48614622916468	-0.738582215998305	-0.20390883044536	0.227932275447064	0.281569696960316	-0.578537488474496	0.0452104134065051	-1.46290104487653	1.02963622663712	0.276269489923655	-0.800852566379504	-1.35057194585819	0.411186609991255	-0.964959624958594	0.782856395691425	-0.017521042577522	1.070814000467	-0.787094912211247	-0.93107268000222	-0.305592447533619	-0.994011183777661	-0.810723832578372	-0.642112981516117	0.220023740289607	0.235132201489592	1.09046031111647	1.58657439320702	1.24304620601296	1.0489579279879	-0.240714694984472	1.34173482812784	0.307895099183593	1.05385504105165	1.1644193271864	1.15390870498626	0.672335610619356	1.30647795633139	-0.726918623642301	-1.13806733515354	1.10068056012708	0.55968623527556	0.12068181599657	1.096758291011	1.11096162122117	1.11337333023447	1.23476361496917	1.25192326302787	0.136456449848688	1.24171992035272	1.34336870063396	1.02281258687428	1.35569108781581	1.44242404433686	1.38742797947379	1.16186415958116	0.317628700743527	-0.476462781659563	1.25755886183276	1.39847037759801	-0.155304840811237	1.2711004367824	1.43063258768384	1.35548848432512	-0.574527026223679	-0.390614927647708	-0.449397767971943	0.627470667253432	1.34957664261503	1.0488493494774	1.29006824345759	-0.966879170492203	-0.922526546889768	-0.958203303777104	1.14261171395539	-1.18530731478507	-0.159970082090081	1.20885581304248	-0.316257011485501	-0.171068606646637	-0.955848168363895
"UBR4"	-1.03161696818104	-0.828670059207528	1.46860451014122	-0.870060404164636	0.404136584863513	1.24530594313231	-0.0331356867378097	-0.949565272125181	-1.13904813614188	0.690269815479889	1.58019672191521	-1.11555768718789	1.6711152397114	1.50202365723467	-0.405545761594056	0.359224514351956	1.60875545768105	-0.0654693592330724	1.24561647218565	-0.852911697541837	-0.687165217335571	1.2185002581688	-1.02458549943036	-0.306457404504802	-0.0372413108757615	1.59974323834597	1.66724851624668	1.29932821454191	1.70625731007982	-0.599552908044249	1.76966191210278	1.07050199892304	1.21531258736261	1.37152310243703	0.168097942814237	1.56579053695868	1.40795103772905	0.641467034802015	-0.962968794881703	-0.887146717961993	0.153221007291424	-1.00558937426351	1.21951823866695	-0.736766393158575	-1.01185419528222	0.0995712443078518	0.857788299770938	-1.2282769538772	1.51023204948136	-1.14247344837995	-1.04250202298564	-0.687596928891829	-0.616316010346487	-0.882004201806082	-0.968290213829605	-0.710809580221458	-1.27709303016105	0.204684968009538	-1.05376532534403	0.858255120895221	0.843257817128144	1.31664961949105	-1.06907678767784	-0.609392298193256	0.893330180417387	0.308828201965744	1.23315087711126	1.66024784307957	1.30363388491548	1.27749048985846	1.38056102687665	0.105357419947587	-0.163312791817138	0.87053948651075	1.74528469024988	-1.10433497177958	0.626467439543277	-0.6108770681031	1.05193971057909	-0.771533377085718
"POLR2J"	-0.0735151646988225	0.965906059232072	1.58623436363294	-0.24269323176898	-0.328413717730391	-0.843478241014229	1.75238651535442	1.67652682301798	-1.01669836843245	-0.872605050031	1.6569888648494	0.985570899722687	-0.936167002980028	0.931879693495435	1.84709741956772	1.70476693386462	2.25707787787922	-0.894572055612138	-0.859187844763728	0.490028589878667	0.425173890403732	0.922171291411629	1.6376654343834	-0.168657952567178	1.23097295570553	1.24998131650368	1.04251949873302	-1.02534183917234	1.34660714279866	1.87878219202102	1.30997174849673	-0.639849466442239	1.20107757267943	1.38809275773133	0.280524564730826	1.54308574790246	1.84082843772492	1.65030593285968	-0.666589902755231	-0.700681055166581	-0.374224391093755	-0.91702084849955	1.30157474126781	-0.719807826543526	1.12091008000926	-0.387077040459092	-0.171413585029318	-1.11959169484937	-0.693133191449555	-1.0076532246665	-0.817143289278821	0.944211080479072	-0.405443465489103	0.834301039480803	-0.969482358913764	-0.925136537238601	-0.913579899870787	-1.23761054629029	-0.464595218820018	-1.08253537633721	1.4508699412802	0.139466937344385	0.909872021045107	-0.302983198386537	-0.0789403248054059	-1.03243575277023	0.219003151443236	0.235481828536741	-0.958340095029745	1.10937255643704	-1.00301379811579	-0.927351035753825	1.01708268412424	1.32952706568803	-0.684555727171932	-0.697695833246857	1.50044421459977	1.9468777250823	-0.86266577833273	0.911089071822601
"S100A6"	-1.39120699282332	1.41357480870995	0.919425587535906	1.0410310069999	1.09522157701954	1.00612291670581	0.730050698444164	-0.746873819549794	0.487038204486635	-0.353829509510211	1.60981747917708	-1.1555107886913	0.426875317434086	1.21866157667381	-0.775951876314483	-0.0831639054599164	1.38406276709818	-1.18201189815639	0.887373043082062	-0.273049531596083	1.02865411282967	1.07531492674211	-0.858519400798528	-0.137419999063096	-0.353314359863118	0.0683301857916783	1.44985601627214	0.336861849756672	1.40085495200671	1.04498180146985	1.38714558817006	1.31829345524215	1.27771379655239	1.10593458151909	0.176697238376941	1.46530961099428	1.31742373442559	0.611338878391442	0.00471978157461693	-0.198610337541941	-1.03649255471124	1.15707843846857	0.273668564268911	-1.34920313402619	1.56639288434217	-0.806694897723433	0.993436193018097	-0.814133947880634	-0.0685977029314308	-0.858229786577375	-0.703160741015602	-0.565125584439705	-1.05970497602767	-0.88984374884785	-0.866983256159828	-0.7286696174271	-1.145995736774	-0.253670169149823	-1.42630362638807	0.632221161375858	1.35680815435699	0.418744779441433	0.465531403774567	-0.827572675179445	0.849508524750543	1.09848453858344	-0.237212441432427	1.41424363977252	-0.701884792397783	0.931423049210964	-0.269362604227809	0.972448367084624	1.21159890634024	1.33131191869664	1.49006371370739	-0.773993642961384	0.955772091904689	1.23643143690274	0.555277001465951	1.06245246455285
"SH3BGRL3"	0.107137800282805	1.69410803036197	1.28211524531099	1.14455265697121	-0.148885238262303	1.25215823526612	0.023041527221165	-0.586969779261488	0.996815071908309	-1.04473382224317	1.47530246306757	1.26232327029272	1.60966561974036	0.198580388887587	1.15925142914075	1.26505799072597	1.20623517527124	-1.01113285770172	-0.0658316177243105	-0.735734011515661	-0.423545732707045	1.23397922278711	-0.367170982268326	-0.0103602242265194	1.24443700929812	0.083963737561826	1.16961249572746	-0.280759179394082	1.18690061666731	1.04757618093168	1.46793234061942	0.366810375491786	-0.0621162536153444	1.33643921748605	-0.0864418459912247	1.44593410697375	1.27865202949279	1.20866097333892	-0.644664689620209	-0.0881761534392386	-0.54265547168827	1.10516126422609	1.21595103395052	-0.198577467619637	0.319377721068086	-0.0338819100322598	1.19873651152765	0.443779581507691	1.07381634357809	-0.842306831293213	0.150585654583194	1.17211938181138	0.583268943039263	1.2513482197519	0.0747326856501915	-0.86917464616214	0.0378674781871873	0.221770295005128	-0.327724630091619	1.188703621121	1.53138401610608	0.169866212923105	0.124412545502065	1.17284106758019	1.2626214253908	0.763071786329341	0.643602407459091	0.876554211800345	1.22250312204385	1.2060999269142	0.0530729296122155	-0.115242594317764	-1.18534498278686	1.29987369375726	-1.05346803315701	-0.565677925516685	1.04522993922614	1.49556204630266	1.00819057495663	1.18495709306657
"COX17"	-1.16608379528794	1.57441619949423	-0.429247472273097	1.2707411547522	1.30856710233853	0.508654221258368	1.10643489460537	-1.13150924447859	1.27049576760136	-0.441005021576506	1.16561866001211	1.13085758911187	-0.125250336114435	1.31202195275919	1.11067548522967	1.19552544372312	1.97617534719319	0.314643535402647	-0.717500823570972	1.15460300682669	0.159452938935384	-0.00426881088159579	1.00227272388608	-0.0221410114716261	-1.0665213168297	1.2593940052029	0.147182222895454	-0.0727707661873663	1.3317151888184	0.0352421820719467	1.45279690366169	-0.0561452799260409	1.42896332933107	1.26273789868366	1.16467496015127	-1.6674310757148	1.1644127483845	1.46173795311986	1.18638191268445	1.17595333438883	-0.220647723133434	1.16046212324494	1.28080810238357	1.30980134670929	1.01012646432665	0.243554222811842	-0.206276729958911	-0.104117688553269	-0.209672764234704	0.941839806086925	-0.940838617060007	0.587299116037773	0.26457431269741	-1.37636243580211	1.14004878608406	-0.263787772651032	0.213169085583534	0.362952306033046	0.484942501436966	-0.0937966774282219	1.23154855991807	0.981928091624173	0.445016963905993	1.0059472279206	0.152245814684212	-1.35982696973751	1.17586594298222	1.36097712072503	-0.443497461234557	0.132160911719162	0.953880523179632	1.15270133589598	1.48379182318762	0.13803864660166	1.61872403849477	0.0428391252221322	0.350097351710316	1.25781666474536	0.0159115864415424	-0.143438503178468
"VMO1"	0.359030812516776	0.15026131708224	-1.01686125851073	-1.16723776163941	-0.414967508476413	0.224815374659376	-0.155301283167006	1.20957290246204	-0.930573940560806	0.364214420977033	-0.582134776811872	1.20550726588437	0.930501764156634	-1.07907664090294	1.34936412569168	-0.742865150180938	1.26161541756477	-0.531041969442606	-1.16635904093773	0.628974053356681	1.13198448567065	-0.702003741552465	0.957011053098259	-0.100055595318503	1.09786576898428	1.05641637617713	1.44960280404591	1.48371623607215	1.55922217898799	-0.281535559346048	1.17914661183802	0.829051083476876	0.839802556896037	-1.12164019731404	1.26664762264662	1.47278766645479	1.41866543984778	-1.23581486627101	-1.24047825366121	1.44552109025966	1.05405138531693	1.35861789978093	-1.21183016498843	1.24903341379043	1.10617210048444	1.20029764315485	-0.0157083861236448	1.33107982695086	0.285574957278329	1.00609859768498	0.995202243432345	1.46976663839445	1.1358238092102	1.03464453852551	1.05419234986961	1.31599532492191	-0.289857053578822	1.03455149085575	0.965039250291658	0.905717363061073	0.759256497991977	-0.854349102751355	1.56253035504034	-0.777915087946052	-0.361100868304132	1.03141245905604	1.14057590414499	-0.906673219686258	-1.01228753511344	0.261665300645743	0.259260929428936	1.33265089931051	1.06058840694218	-1.05771317477668	1.19501235240049	-1.17209300068529	-1.09633149899992	0.428859923072175	-1.14461439571596	-0.0970424616321794
"GLMP"	1.19374170107997	-0.931191459424388	-0.498684937592848	0.94036209611108	-1.06003892996188	-0.943476843623216	1.49353211107524	-0.88599617349136	-0.94269391136841	-0.119220258208518	-0.582108861617076	1.09559007542512	-1.037132920967	-0.853755382773452	-0.216919731912691	1.31396674893886	-0.594335514163034	1.25743880101168	-0.514194241904358	1.47065657947965	1.34453803310395	1.53318858402562	-1.19628079242415	1.09099910456178	0.125791943462514	1.26396739900103	1.79843175369436	-0.00728122377010806	1.45991805778965	-1.30655329640763	1.49058519105515	1.34303456133864	1.53418541991778	1.59228161914352	1.1394050137634	1.51360145405909	1.79126381331483	-0.331696781355817	-0.268591757824048	0.52673436150993	-0.884057240062404	-0.939474895843545	-1.01468026824983	-0.841994381471268	-0.948050019212487	1.11739203844844	-0.883997431093718	0.37350283930467	0.773586592928246	1.02462526675977	-1.00179675201704	1.46935505519535	1.36046202166284	0.126550455417087	-0.949989659949427	0.126784475478859	0.942512923173263	0.125520843158824	1.26408609181415	1.02810194611637	-0.400931391957616	1.65858886869207	-0.302134661647052	-0.328910772545139	0.0652977377400388	0.0722924771033961	1.05122172949223	1.32234202110343	-0.961905670576723	1.19144082614916	-0.978012479851683	-0.863412495236769	-0.775175072557375	1.07027700153692	-1.22637803188419	-1.03212444633809	0.398752177505737	0.00165097162498921	0.497561223551636	-1.04829065303893
