"IS01"	"IS02"	"IS03"	"IS04"	"IS05"
"CAPN6__pos"	1.1444284148751	7.35608052379905	2.24249518792531	2.22044604925031e-16	2.22044604925031e-16
"IGFBP2__pos"	0.336128641499524	4.91419479439915	2.88397881431339	1.6993291945186	2.22044604925031e-16
"PDK4__pos"	5.39314557130597	4.60045449604623	0.154078450688362	0.00853753840693053	2.22044604925031e-16
"FXYD1__pos"	4.36582470227898	1.4512742284717	1.85496108853031	1.90687909659797	2.22044604925031e-16
"PDLIM3__pos"	1.49902288764396	5.37012071057735	2.22044604925031e-16	0.363353217894247	2.70750909414426
"RARRES2__pos"	0.875024435962579	4.05336244567426	2.22044604925031e-16	3.91723341000543	0.837408367268475
"FRS2__pos"	3.18183975786197	5.99669883798398	0.655871089756928	0.414279531415823	2.22044604925031e-16
"MDFI__pos"	2.22044604925031e-16	6.90391110769381	3.26558116339118	0.0939058604255938	2.22044604925031e-16
"MMP11__pos"	0.612783272610048	5.78363636366875	0.0841292234928919	0.33486157575874	3.20728251612829
"FIGF__pos"	8.01150677561339	1.42577638754628	2.22044604925031e-16	1.18367298661261	0.0306552112672701
"SMOC2__pos"	2.44923403810235	4.51657615314011	1.61517392483861	1.14596415634163	2.22044604925031e-16
"METTL1__pos"	1.94999488691845	4.72111757191059	0.769674317648	2.03002780677537	1.21809668091497
"SFRP1__pos"	2.4847713404994	4.72872148895473	1.84762246102929	1.15864617162225	0.0699752294027773
"SPHK1__pos"	2.22044604925031e-16	0.841617746682269	0.641896846112966	2.72829845862141	5.58221763048031
"ANGPTL4__pos"	2.83825699244204	2.28425526443352	2.22044604925031e-16	2.2848316070907	2.21842770099003
"AGT__pos"	2.70035805518922	6.9066951035087	2.22044604925031e-16	0.431096681482338	0.207812875611285
"B4GALNT1__pos"	2.13155862925798	5.78291988782154	0.54585160992988	1.21899141792146	0.786150104716244
"AIF1L__pos"	7.88879869479009	0.391359785697096	0.788191318905636	1.12138608548779	2.22044604925031e-16
"ADGRD1__pos"	7.62214116088994	0.807481314036794	0.218016598341347	1.5394035729117	2.22044604925031e-16
"NPTX2__pos"	2.22044604925031e-16	5.20805503787164	3.58579472711404	0.53882608640852	1.17813032801366
"SCG2__pos"	1.49122878353789	4.24129303804756	2.22044604925031e-16	2.66549529884571	2.12399738959133
"PAMR1__pos"	5.7709932918383	2.48181487161068	1.11166830829079	0.379974651724078	0.0937546906058539
"HMOX1__pos"	7.69403971814313e-07	0.0334981368748981	2.22044604925031e-16	7.71371394750869	2.33057976868386
"TNMD__pos"	5.03541022468207	2.64276447727739	2.64504786843323	2.22044604925031e-16	2.22044604925031e-16
"CLDN11__pos"	3.70085856574084	1.56246055115541	0.736776698116782	2.37226899529459	2.31126554127033
"FABP3__pos"	6.77049152379404	0.629905766226664	0.028847677420462	1.43795867212054	1.05840119881026
"MYL2__pos"	1.64286178154197	2.01954135759005	0.646849430938599	4.29379046639012	2.09177389415616
"BPIFB4__pos"	0.549114519358374	4.42111924663731	1.89132147819533	3.94892921975914	2.22044604925031e-16
"CRISPLD1__pos"	0.44392729744516	7.20179722734253	1.68130644070633	2.22044604925031e-16	0.688298226902513
"CD82__pos"	0.18141123101821	2.41961928218806	2.22044604925031e-16	2.34882085346639	4.90485779440042
"ANPEP__pos"	2.73504851640674	1.0545045790112	2.22044604925031e-16	0.921800131618978	4.98704298257345
"ACAN__pos"	0.910486074503692	6.40116377957165	2.25380263419921	2.22044604925031e-16	1.00732147726812
"AKR1C1__pos"	4.13356605651319	1.98087296724873	2.22044604925031e-16	1.66445018997673	1.87794632262564
"F3__pos"	1.23491643308493	4.15634311094374	0.345663006261077	2.9489238987341	1.55815419587035
"MGP__pos"	2.50649002318004	5.3619698777343	0.161862673089095	1.22221297894476	2.22044604925031e-16
"PAGE5__pos"	0.528855931368766	1.74946052236031	2.22044604925031e-16	3.07078455192117	5.78206705279978
"METTL7A__pos"	4.01937702647847	3.0592694070536	0.495548612288869	1.74891660647042	2.22044604925031e-16
"HBA2__pos"	2.66383664589356	1.98987622657125	2.12291150922884	2.64664644966257	0.323020476923242
"TNNC1__pos"	1.14677376001334	2.45987322204329	2.84403704954686	2.21338608493451	1.96056766885958
"CILP__pos"	4.62998958102379	4.67275960486473	2.22044604925031e-16	1.116130304971	2.22044604925031e-16
"NKD2__pos"	2.64108055669339	3.08490488626112	4.03526424022317	0.804817641728009	2.22044604925031e-16
"PTH1R__pos"	1.93276708474632	4.13851839665665	3.26422135649514	0.988503509591593	2.22044604925031e-16
"C10orf10__pos"	4.23101408457076	2.59280584079099	0.566762345037811	2.12251616642925	0.0598744836895609
"HMGA2__pos"	0.892926299372044	3.88388426351973	1.71126774515447	1.88207208417325	2.31658425987914
"DTX3__pos"	1.47266672075793	5.08775472408777	3.54728150638546	2.22044604925031e-16	2.22044604925031e-16
"PSTPIP1__pos"	0.63874977609611	0.414024505396447	2.22044604925031e-16	8.48160852165262	0.912900554869219
"MMP3__pos"	2.22044604925031e-16	4.02049321017419	0.337604487087627	2.26683455247182	4.02338884903946
"PLAGL1__pos"	4.64231373009849	4.42349048969969	0.842287145177083	2.22044604925031e-16	2.22044604925031e-16
"NOV__pos"	4.19340537739067	4.75672526333173	0.29349599615988	0.164132584523802	0.674067397638994
"MEDAG__pos"	6.2547411094022	1.24130653034674	2.22044604925031e-16	2.14260579106709	2.22044604925031e-16
"SLC38A5__pos"	0.828192286392108	1.75530893658976	0.897076052616966	3.16061600872966	3.26462106152258
"CCND2__pos"	1.10678423241175	4.41198993494908	3.05876552721354	1.61131272297431	2.22044604925031e-16
"PTGIS__pos"	6.20282297917342	1.54885354801968	2.22044604925031e-16	0.871745156751765	1.3143101209499
"AP000349.2__pos"	0.978054232842153	5.14386364523259	0.565575343439853	0.710932086084447	2.88170317966597
"WISP1__pos"	0.925521255862935	3.99389450046824	0.269852432946776	0.322614300685733	4.58418065686928
"CYP1B1__pos"	3.61167231461845	4.52687665276264	2.22044604925031e-16	2.2362205665963	2.22044604925031e-16
"SBSN__pos"	0.526684900455348	0.540658775247247	0.00140745251827887	5.43494434665822	4.5062980831088
"TMEM100__pos"	4.66455549539607	4.02056664948677	1.17038751981959	2.22044604925031e-16	2.22044604925031e-16
"FNDC1__pos"	3.79476660166024	5.52983633222009	0.0743521143001729	1.27083915454387e-14	0.47585382723898
"TDO2__pos"	0.729523155085262	5.89255235226445	0.173930874836577	2.49794331043118	1.30219425355399
"ADAMTS5__pos"	8.05563197921055	0.439283207931876	2.22044604925031e-16	0.916189721906529	0.540141087283228
"CYTL1__pos"	0.752300372666927	5.0117293332919	1.82876571877719	2.70187548304482	2.22044604925031e-16
"VCAM1__pos"	0.701482608916003	4.47241931684868	2.22044604925031e-16	3.71944402910631	1.03025632031208
"PEG10__pos"	2.4759719128863	4.23860512217465	1.88610502936294	0.0968297234855035	0.956624908693696
"CCL3__pos"	2.32883710095189	2.22044604925031e-16	0.0951555216333016	7.12521874147006	0.658929483236763
"APCDD1__pos"	4.89412406238803	2.1087158893931	2.10639848802483	0.45003889531829	0.255770973912922
"C1QC__pos"	1.8748313632212	2.22044604925031e-16	2.22044604925031e-16	7.44767752626703	0.160725713697269
"VSIG4__pos"	2.46041711060698	2.22044604925031e-16	2.22044604925031e-16	6.64488928691755	0.626358399798001
"RBP1__pos"	1.49551190407348	4.77427879682437	2.54286162388549	0.249130800899444	0.889738313821786
"F10__pos"	5.98288800711754	3.3861131111917	2.22044604925031e-16	0.817345867526002	2.22044604925031e-16
"HBA1__pos"	2.4994058457018	1.58113467502162	2.4818798534521	2.74825605779333	0.56244110976894
"TPPP3__pos"	5.26506097016901	2.03854413031473	0.178996931655218	2.00175093572478	0.460747952722702
"SLC2A1__pos"	1.59594694509544	3.0538322980206	0.165377896321353	2.22044604925031e-16	5.28056020636657
"ECM1__pos"	3.41585450114964	2.3054218994871	2.22044604925031e-16	1.83947066569076	2.1141633946012
"METTL21B__pos"	2.87772603828732	6.70486634415499	0.881545301522787	4.41519261529062e-14	0.17269323112738
"ITGBL1__pos"	1.5394521470625	4.00119211358454	2.22044604925031e-16	1.21133611551972	3.59936795803493
"CNTFR__pos"	4.14171435255	3.03648786939213	3.25149167932143	2.22044604925031e-16	2.22044604925031e-16
"HSPB6__pos"	5.87625214165683	3.40495510774928	2.22044604925031e-16	0.449107621045185	0.21865202731203
"EGR1__pos"	1.63668126682454	5.59854930633049	1.48350810943862	0.534684227978842	0.905472093727184
"FGF7__pos"	5.46386813450696	3.11365654081191	2.22044604925031e-16	1.08597549511671	0.0160206547723493
"ITGA7__pos"	3.50347939742932	3.1947992591767	2.22044604925031e-16	2.09971320424313	1.08656580568042
"OASL__pos"	2.5151562073434	1.25742213277835	2.22044604925031e-16	5.81026695901433	1.02950495178352
"HTRA3__pos"	6.54354995169607	2.04942463172981e-14	2.22044604925031e-16	1.72575122293402	1.78288531267393
"LRRC32__pos"	3.28526847447622	1.44865150865685	2.22044604925031e-16	3.50715852028852	1.72017142913622
"APOL3__pos"	4.36095318339156	2.22044604925031e-16	2.22044604925031e-16	5.19772156953291	0.440370832996775
"COL7A1__pos"	1.19463064683439	3.36081563854517	0.785046347124042	0.476038498187764	4.2418228499659
"TSPAN33__pos"	2.87775787229429	0.81486571573504	2.22044604925031e-16	6.38465959295082	2.22044604925031e-16
"ARHGEF25__pos"	0.945535069568834	6.29832072098778	2.8963597678114	2.22044604925031e-16	2.22044604925031e-16
"ADIRF__pos"	1.61667114928685	2.28913382566318	1.94622438925278	3.26374327323673	0.733886318341018
"LRRC15__pos"	2.22044604925031e-16	4.08818205874043	0.0885042467129909	1.71774101226079	5.10929728534455
"CLEC11A__pos"	2.22044604925031e-16	4.52062791037006	1.76009902980439	1.18662457065288	2.46062192210619
"TCF21__pos"	6.2644240556155	3.40421050547209	2.22044604925031e-16	1.01531979125342	2.22044604925031e-16
"EFEMP1__pos"	4.05165575669583	2.38579073016743	2.22044604925031e-16	3.34984698880275	0.0781911639305389
"PALM__pos"	6.60788831252353	0.989350876850503	0.919876462684517	1.09007082715728	2.22044604925031e-16
"AC104534.3__pos"	1.7952942907082	0.865397786986092	1.68610464973882	5.60468646613876	0.40652452191557
"RBP7__pos"	6.35246522061391	1.28993572815547	2.22044604925031e-16	2.58758958832557	2.22044604925031e-16
"TSFM__pos"	2.10541049541213	6.09933583102191	2.22044604925031e-16	1.57572864009527	0.928692605841283
"ARHGAP9__pos"	0.818428257487838	1.02704623897958	2.22044604925031e-16	8.47227875191959	2.22044604925031e-16
"NTN4__pos"	6.73551286122181	1.31674485759695	2.22044604925031e-16	0.643401539576004	1.1793677696336
"ELN__pos"	5.02894489212765	4.36371939164101	0.143314788132302	0.269045133502805	2.22044604925031e-16
"GAS7__pos"	7.61447388439197	1.97846995966074	1.9842444149163e-13	0.391218172373846	2.22044604925031e-16
"SLC35E3__pos"	3.00120512153712	4.67746286300365	1.2411167555092	1.20950408098302	0.504063070233467
"TRIL__pos"	5.15616981695766	4.35275709776335	0.325683341262328	2.22044604925031e-16	2.22044604925031e-16
"IFI27__pos"	3.39405128751534	0.339612728793492	2.22044604925031e-16	5.31242235192564	0.696463540867164
"HIST2H2AA3__pos"	2.59763306174524	0.0541639722570535	1.80278541257222	3.6425723962716	1.83490538653629
"NNMT__pos"	2.22044604925031e-16	1.73310925560064	2.22044604925031e-16	5.09470648591666	3.0725228248144
"NDN__pos"	1.65383434066062	5.14947717394492	2.0574174984646	0.878954961628062	2.22044604925031e-16
"HSPB8__pos"	4.56942927485371	1.91255392595901	0.679507131557474	1.49758950140152	0.858941228365955
"COL8A1__pos"	0.387593417304674	5.50987212607534	1.37496752429896	0.0790692973317541	2.7174231806114
"ALOX5AP__pos"	2.10408196234779	2.92562259901581e-05	2.22044604925031e-16	6.20445303714621	1.59907519740228
"SRGN__pos"	1.07612613332289	0.838663772192811	2.22044604925031e-16	7.13444361026162	0.994357591875096
"ADAMTSL4__pos"	7.06698457282416	0.75091962533434	2.22044604925031e-16	1.93319627072231	0.202476909705786
"CA9__pos"	0.583055889792638	3.51624373262654	1.77355182104686	1.04570634414778	3.98576575714817
"TCAP__pos"	2.74447892568116	1.82662109844515	3.6061287532568	0.649162467100119	1.61165673239748
"FAM180A__pos"	2.38760440103052	1.03590128937943	2.22044604925031e-16	1.53041710462059	5.20967492548678
"CA12__pos"	0.864201756242484	3.05173668527119	0.454199839068466	1.00871711572246	4.75377384701828
"BMP7__pos"	4.80747534341744	1.90433114993632	3.25183626665287	0.375917205588502	2.22044604925031e-16
"MT1F__pos"	1.04496621730438	1.09829674680252	0.843457429601133	5.04766768141797	2.18004851065309
"CXCL12__pos"	2.04268918243395	2.91011007973259	1.09296611683957	3.69137223973471	0.128022803847566
"TAGLN__pos"	0.837302450128543	4.56917344173661	1.45091067202605	2.84143930191925	0.518616326040932
"SPON1__pos"	1.22493025736751	7.32236558100298	0.176205978049591	1.306145121459	0.378113623386676
"DBNDD2__pos"	3.58094941578542	0.249365122300841	0.0929747752283669	4.97876855805764	0.746907047943834
"IL33__pos"	5.54031388570745	2.30722372560495	2.22044604925031e-16	1.61005374838735	0.326625170436009
"CFI__pos"	1.62343648043041	5.95661578254402	2.22044604925031e-16	1.9416501235614	0.538740797410263
"EMILIN2__pos"	7.16805436974794	3.36424729703138e-05	2.22044604925031e-16	2.93041852566392	2.22044604925031e-16
"APLP1__pos"	2.33489147164492	2.14072811242627	4.04577316618149	1.2233468032623	0.190780206713066
"OLFM1__pos"	1.25616548909474	3.54945330891091	3.75141438229815	1.68654160424687	2.22044604925031e-16
"NCAM1__pos"	1.70003466653291	3.79408326095512	3.19580280701188	2.22044604925031e-16	1.18298628329026
"KIAA1755__pos"	3.78548214559382	5.31997296876748	0.197452521321754	0.682750242450668	2.22044604925031e-16
"OLFML1__pos"	4.07776859278324	2.86510531387964	1.3369566571713	1.50639974382843	2.22044604925031e-16
"ABCA8__pos"	6.8184791932753	2.88426398550245	2.22044604925031e-16	1.24150659196604e-08	0.176219171273129
"STAC3__pos"	0.000662708208425319	1.3529831812519	0.100041307144293	7.78759217855257	1.02287394344398
"CCT2__pos"	2.38881409391895	4.20939763962849	0.750824446627017	1.92515714869061	1.44603653253903
"SLC12A8__pos"	1.22191173898617	1.13820582180789	2.22044604925031e-16	4.45213086988749	3.71813269440813
"NPR1__pos"	7.73229313341726	0.63950100457127	2.22044604925031e-16	1.4523744841164	2.22044604925031e-16
"SGCG__pos"	7.04956994246231	2.92878552284872	2.22044604925031e-16	0.679780746548055	2.22044604925031e-16
"RARRES3__pos"	2.60807458761229	0.605852681785503	2.22044604925031e-16	7.11526443970499	2.22044604925031e-16
"PLAC9__pos"	5.38587545242601	2.47435701821674	0.117980387597739	1.95385660852759	2.22044604925031e-16
"COL15A1__pos"	2.3969410471912	6.45080976388806	2.22044604925031e-16	0.99564362043785	0.334623312756623
"S100A1__pos"	1.8276826224052	2.85890106132534	2.5325411699377	2.6174121829245	0.684298773109699
"SPRY2__pos"	2.29954027123632	5.59399314845592	2.25886102169474	2.22044604925031e-16	0.000249651733378001
"CD70__pos"	2.93700656172903	2.8345687938412	2.22044604925031e-16	3.14062146312734	1.52474622544508
"ICAM1__pos"	0.919428049495102	1.16899531768847	2.22044604925031e-16	6.26209766590404	1.76102489988338
"RBP4__pos"	1.51114835316885	6.62109005538962	1.32481595674244	0.345033072079442	0.775402774954911
"PLAU__pos"	3.06803773780946	0.703721074657834	2.22044604925031e-16	2.76238967604937	3.48328512125112
"TCEAL7__pos"	2.45092058417203	3.89559990661025	1.12846717180162	0.195627002368232	2.06669205051225
"DDIT3__pos"	1.23553024465943	3.5821784605771	0.822551378078461	2.30246652169693	2.14630580557804
"SPRY4__pos"	1.68932158505873	4.63873627773358	3.16154541559444	2.22044604925031e-16	0.691467778215417
"MAP1LC3C__pos"	6.01288868090661	3.72255938540875	2.22044604925031e-16	2.22044604925031e-16	0.935814542007649
"ITM2C__pos"	0.629390121562136	4.66330187328489	3.9918292862782	0.723386896039032	2.22044604925031e-16
"THBD__pos"	4.99528790858998	2.96376498031223	0.158536540423086	1.72253922229296	2.22044604925031e-16
"ATF5__pos"	4.9562368047736	1.86098105738388	2.22044604925031e-16	3.5480797628896	2.22044604925031e-16
"C2__pos"	2.23937888869103	2.22044604925031e-16	2.22044604925031e-16	6.07936594338624	1.74633547502472
"KCTD12__pos"	4.06817153530787	5.40879259037435	2.22044604925031e-16	0.327842019868704	2.22044604925031e-16
"MS4A4A__pos"	2.68332014172323	0.170531752692252	2.22044604925031e-16	6.61469710591261	0.276633195582004
"FBN2__pos"	2.08856424633284	4.19730324661976	2.42371097301667	2.22044604925031e-16	1.27363278923198
"MMP19__pos"	1.32582701275615	3.38683712942719	2.22044604925031e-16	2.46556325939582	2.57283452916762
"IGFBP5__pos"	5.06244692798086	4.217351155469	0.600591684789617	7.34233942401725e-05	1.18462145704571e-05
"COX7A1__pos"	3.85053909840415	0.763367852295042	1.85362181185492	3.13323045874071	0.447831899528686
"RASL11B__pos"	2.22044604925031e-16	6.41737353169556	3.70652754027137	0.508470316269081	2.22044604925031e-16
"SERINC2__pos"	1.21307661513788	2.55428605523763	1.7826815637607	2.22044604925031e-16	4.37243685618477
"CSRP2__pos"	2.22044604925031e-16	7.4513858298411	0.471178156855076	0.300723769040226	1.86240656599661
"CD163__pos"	1.29002819585813	2.22044604925031e-16	2.22044604925031e-16	8.27642155817122	0.490664000938454
"TRPV2__pos"	0.37033141961752	0.490710228159733	0.467128960407121	6.36372929578484	2.40853823022482
"XRCC6BP1__pos"	3.34035925407735	6.60763893175594	0.024352879151839	0.144290416926549	0.389959339660376
"COL14A1__pos"	3.913054702597	6.02137857673615	2.22044604925031e-16	6.41528791494571e-16	2.22044604925031e-16
"P4HA3__pos"	0.227971144677918	6.84097457032971	0.218225558650844	1.16593551241147	1.95367997989718
"COL13A1__pos"	0.434696727717232	5.38731937278089	2.57204430501265	1.28470997878173e-12	1.8948947315207
"PDPN__pos"	1.64022899224293	4.5234374322698	2.22044604925031e-16	2.27020489380418	1.59881456282812
"TGM2__pos"	1.99158210697606	3.43401171219152	2.22044604925031e-16	3.61464239093598	0.956252799157853
"MMP23B__pos"	3.6377662844447	2.9514193209703	1.86467157811957	1.71563336586724	2.22044604925031e-16
"RNASE6__pos"	0.813285821032679	2.22044604925031e-16	2.22044604925031e-16	8.59680662089306	0.500123268792274
"ERRFI1__pos"	5.2822690649396	1.27352543298703	0.291081327159893	2.22044604925031e-16	3.31746338434481
"PODN__pos"	4.67411934967281	1.90182836174767	2.22044604925031e-16	2.73188531112539	0.670044418776024
"ACTA1__pos"	2.00478021967865	3.01907229997484	1.46052850673012	0.510913611539064	3.59333355980454
"ANGPTL1__pos"	3.88186499491023	5.89462432824704	2.22044604925031e-16	0.423057256608004	2.22044604925031e-16
"NXPH4__pos"	0.331496552476153	3.50455668896128	4.34717924812676	1.46867134852934	0.899103379588012
"EVA1A__pos"	2.22044604925031e-16	4.618521775183	0.413424101778807	0.0773430839865639	5.24762062963585
"VGLL3__pos"	5.02441571988671	0.736408898631181	2.22044604925031e-16	1.8719530578448	2.63233316653026
"S100A4__pos"	2.75936604677085	0.330490280785533	2.22044604925031e-16	3.62558527223469	3.24639531839587
"NRXN2__pos"	1.654432696291	5.15798233627635	1.84121850897458	0.706481154661771	0.638078800451056
"RNF212__pos"	2.83170776496633	2.44299391759745	3.39206636140436	0.472370631514036	0.518788591282322
"MAFB__pos"	2.59802815211751	3.78942407875703	2.22044604925031e-16	1.11877328121113	2.38867685240308
"IGF2BP2__pos"	1.94336307991508	3.57573385680588	1.11101766221692	0.127859658967564	3.04815210597645
"TMEM176A__pos"	3.66725285210507	0.900933813848251	2.22044604925031e-16	5.53869179667037	2.22044604925031e-16
"CPM__pos"	2.67660873424507	5.28266452380239	2.22044604925031e-16	1.23303678558691	0.743486405697483
"HSD3B7__pos"	4.35106226877536	2.22044604925031e-16	0.141118584890481	2.91746275575735	2.76973547083951
"CLDN5__pos"	2.7176511551899	3.4985788396925	0.502929119336473	3.23759668702813	0.260823666838777
"LRRC17__pos"	4.01329505063056	3.90572499109289	2.22044604925031e-16	2.22044604925031e-16	2.03763938094959
"LAMA2__pos"	4.51260712458067	5.14330686566784	0.374432049820954	2.22044604925031e-16	0.0577082571372152
"OSR2__pos"	7.31593494652829	1.23767103293409	1.23942110635893	0.286942019498214	2.22044604925031e-16
"FBXO32__pos"	0.916830297599952	2.82453855518572	0.394053656651984	2.20113111097672	3.95978896228996
"CLU__pos"	3.49159131802891	3.72686493816853	0.402613236324061	2.18112744032419	0.279598838254547
"NEFL__pos"	2.53737414770334	4.81771143452002	1.28661991693542	1.03935707766715	0.955321480413916
"RUNX2__pos"	0.298788967807079	3.04395772925169	0.289725621972521	2.22044604925031e-16	6.39672449334343
"LRRN4CL__pos"	6.89214327874103	1.86960163990672	2.22044604925031e-16	0.535612203152563	0.539330454535485
"TNFRSF12A__pos"	2.22044604925031e-16	1.2342770518955	0.400284425798145	1.82216772529699	6.95824217724223
"UCHL1__pos"	1.89759600256903	4.47986406667176	1.41124051841056	1.14363554511566	0.972608156849833
"FAM132B__pos"	3.62372721685304	1.65883357641651	1.91485726853941e-05	1.8447373237527	3.18001553928774
"CREG1__pos"	2.40559293850446	0.723058997883984	2.22044604925031e-16	7.22743877503617	2.22044604925031e-16
