"TCGA.DX.A1KY"	"TCGA.DX.A23R"	"TCGA.DX.A2IZ"	"TCGA.DX.A7EF"	"TCGA.DX.A7EI"	"TCGA.DX.A7EO"	"TCGA.DX.A7ER"	"TCGA.DX.A8BU"	"TCGA.DX.AB2H"	"TCGA.DX.AB2J"	"TCGA.DX.AB2O"	"TCGA.DX.AB30"	"TCGA.DX.AB36"	"TCGA.DX.AB3B"	"TCGA.DX.AB3C"	"TCGA.FX.A2QS"	"TCGA.FX.A8OO"	"TCGA.MJ.A850"	"TCGA.QC.AA9N"	"TCGA.QQ.A8VB"	"TCGA.QQ.A8VH"	"TCGA.RN.A68Q"	"TCGA.SG.A6Z7"	"TCGA.SI.A71O"	"TCGA.SI.A71Q"	"TCGA.SI.AA8C"	"TCGA.WK.A8XQ"	"TCGA.WK.A8XT"	"TCGA.X6.A8C2"	"TCGA.X6.A8C3"	"TCGA.X6.A8C7"	"TCGA.X9.A973"	"TCGA.Z4.AAPF"	"TCGA.3B.A9HI"	"TCGA.3B.A9HJ"	"TCGA.3B.A9HL"	"TCGA.DX.A1KU"	"TCGA.DX.A1KW"	"TCGA.DX.A1KX"	"TCGA.DX.A1KZ"	"TCGA.DX.A1L0"	"TCGA.DX.A1L1"	"TCGA.DX.A1L2"	"TCGA.DX.A1L3"	"TCGA.DX.A23V"	"TCGA.DX.A23Y"	"TCGA.DX.A23Z"	"TCGA.DX.A2J0"	"TCGA.DX.A3LS"	"TCGA.DX.A3LW"	"TCGA.DX.A3LY"	"TCGA.DX.A3M1"	"TCGA.DX.A3U5"	"TCGA.DX.A3U6"	"TCGA.DX.A48N"	"TCGA.DX.A6BE"	"TCGA.DX.A6BG"	"TCGA.DX.A6BH"	"TCGA.DX.A6YQ"	"TCGA.DX.A6YR"	"TCGA.DX.A6YS"	"TCGA.DX.A6YT"	"TCGA.DX.A6YU"	"TCGA.DX.A6YV"	"TCGA.DX.A6YZ"	"TCGA.DX.A6Z0"	"TCGA.DX.A7ES"	"TCGA.DX.A7EU"	"TCGA.DX.A8BG"	"TCGA.DX.A8BM"	"TCGA.DX.A8BR"	"TCGA.DX.A8BT"	"TCGA.DX.A8BV"	"TCGA.DX.A8BX"	"TCGA.DX.AB2F"	"TCGA.DX.AB2L"	"TCGA.DX.AB2S"	"TCGA.DX.AB2T"	"TCGA.DX.AB2V"	"TCGA.DX.AB32"	"TCGA.DX.AB35"	"TCGA.DX.AB3A"	"TCGA.FX.A3NK"	"TCGA.FX.A3TO"	"TCGA.HB.A3YV"	"TCGA.IE.A4EJ"	"TCGA.IE.A6BZ"	"TCGA.K1.A6RU"	"TCGA.LI.A9QH"	"TCGA.MB.A8JK"	"TCGA.MO.A47P"	"TCGA.QQ.A5VA"	"TCGA.QQ.A8VG"	"TCGA.SG.A6Z4"	"TCGA.SI.A71P"	"TCGA.UE.A6QT"	"TCGA.UE.A6QU"	"TCGA.VT.A80J"	"TCGA.VT.AB3D"	"TCGA.X6.A8C6"	"TCGA.Z4.A9VC"
"DLL1"	1.36312949129108	1.42265723776082	-0.776634498036108	-1.09777872707762	-0.627542327265514	-0.877377059042913	-1.46936457013003	1.34343891539748	1.51109787207276	-0.363746991213815	-0.827825627240072	1.37196966771453	1.47836271114135	-1.16116899576994	-0.820985506471476	1.44657272042276	-0.54203369520573	-0.599128063111043	1.4431294683752	1.52735799237727	1.43771924991413	-0.795776052288062	1.34491959323791	1.37431576953989	1.45115057296555	1.36669463153554	-0.977441223257951	1.40376626617235	-0.627957469406224	-0.608736931524165	1.40700929418141	-0.273137996276212	1.49636156611284	-0.535436487295128	-0.379574157305431	-0.571783719752106	-0.777509189366691	1.34081315683743	-0.34889464513241	-0.627475424444124	1.45187694647152	-0.291797259462192	1.3787029206053	-0.278489253918232	-0.76125171402948	-0.628723668798511	-0.824517779716434	1.4083388148474	1.49101469916379	1.48466085551156	-0.66091808605172	1.45188916811942	-0.258351735706578	-0.344930958773663	1.41502046616806	-0.624661225638016	1.4154302524239	1.36513245201145	-0.68943020476243	-0.680892661208725	1.34511064886897	-0.470788137270601	1.36384822043493	-1.23138374607972	-0.557289253962356	-0.950663508085019	-0.295434562095636	-0.445621320617921	-0.389669817563394	-0.444715919079059	-0.5798858680857	-0.364591797788081	1.37493570501792	-0.456505831344168	1.49740072464757	-0.340445208097916	-0.389996665611511	-0.386970668449056	-0.25423514381081	-0.497667412910799	1.37724542450817	1.48137322389834	1.48688891717631	1.50190542160096	1.46670992928132	1.36848415121458	1.33132261964815	1.37194167974272	1.41297339822839	-0.524873731438156	-0.35984016845288	-0.40987778452859	-0.380804895840371	-1.23909787691116	-0.765327199850536	-0.448793984099777	-0.336055717191655	-0.586406674325163	1.36829907742212	-0.48074464717426	2.20861211298994
"ADIPOQ"	1.43390898517471	1.43394737391767	1.43373348423336	-0.747036789371245	1.43356210236195	-0.74761741635258	-0.750938502872124	0.490233517274389	-0.722558735806025	-0.680688621879227	1.43366475444029	-0.664798703321834	-0.716430110636073	1.43355791083074	1.43345785968484	-0.587833090645309	-0.609618773139537	-0.764080578072734	-0.658642256833222	1.4722136731816	-0.643074533662937	1.43348176785218	1.43363800275447	-0.442603664461906	1.43398628667521	1.43336245338071	-0.717271407913672	0.439559917815273	1.43341296794718	-0.638827503945248	1.43360120142002	-0.756053801916923	1.4335295535322	1.43360381264842	1.43380029509586	-0.582719555873786	-0.758575738063526	1.43593724141749	-0.74308751669879	-0.695379108353449	-0.684582452870201	1.43373430214195	-0.668085893377335	-0.730961333036639	1.44067163038486	-0.658422340381487	-0.738926228138672	1.43373492805647	-0.48115826617134	1.43364352527935	-0.688936678945576	-0.704861065702756	-0.664982758412167	1.43551237261404	1.43350745375433	1.43425618664446	-0.667955762602074	-0.717154004997634	-0.740666463521928	-0.478026147201736	1.43362506376491	1.43349530057399	-0.677122209504603	-0.739610971139359	-0.182929920952932	-0.735321690742637	1.43553520847441	1.43346858918235	-0.721794558603551	-0.729514634639469	-0.728527238648894	1.43374481844398	-0.734748259036507	-0.677577869916787	-0.730794069597916	-0.702723503604865	-0.698535888387807	-0.238507770705512	1.43343056703221	1.43367268177202	1.43362243269446	1.47726184225334	-0.687322705824609	-0.738963181301121	-0.686557909009865	1.43340224452271	-0.666355253599927	-0.729189797773024	0.910672199656355	-0.741435120347523	1.54464509669161	1.43947794145696	-0.715611638001748	-0.670347124462472	-0.68365962533364	1.43409685398573	1.4343121615783	-0.750605227259811	-0.691756293756456	1.43363108202796	1.73246185263535
"RPS27A"	0.242884076034024	-1.36924181598918	0.113584106220875	1.0107396063369	-0.687345042594273	0.760827449349073	1.30256774970249	-1.66729790125037	1.02750379346719	1.73168933944117	1.13713339716315	0.954830988201371	0.353763063399416	1.28931859822494	0.703206934780079	-1.01113846170279	1.18089502112087	1.39536345693865	-0.895968211472564	-0.329394579721348	0.614357109071201	-0.999739970159364	0.730762124719147	0.331003707042953	-0.745679469931059	0.886834203422366	1.37293915947429	1.12822890943691	-0.997088366235564	-0.563862252079621	0.631774097548859	1.07247983865828	0.799227767175298	0.329318878273784	1.05889459500683	1.17380785596466	0.794899703730831	1.28800907939039	-1.06717482140539	-1.6703070021169	-1.51378375923612	-1.23610672721487	-1.61498163817116	-0.189428908184522	1.20706823045685	1.10622985708032	-1.31020361632681	-0.151106254400402	0.0253657343144919	0.605843461534901	-0.190544606587223	0.185103212488441	-1.47339123549179	0.538155477532235	-1.60654620105284	0.876898309838294	0.0909031863294335	-0.446129531980959	-1.13591042426458	-0.329216828148375	-1.06159780033997	0.0211911226886764	-1.45521656226667	-1.29198509641163	1.00283072414659	0.300144208014535	0.927399739449201	-0.0884129325375951	-1.06528316239836	-1.50444647418608	1.16034119386137	0.150748382031676	0.0840373623912325	-0.229119126749309	1.06559870908076	0.0292655578306605	0.578939973349583	-1.54874541456813	-0.716544809357897	0.0542327880168523	-1.32892876577447	1.7326209445364	-0.106126430378829	-1.29724111199233	1.04466609895931	-1.42557919449392	-1.49751685333982	-1.48243892294428	-1.25060715352151	-1.23808716945687	-2.02295367099322	1.13778273808199	-1.27007521501901	-1.49718056805446	-0.309256145493119	0.617579779496233	-1.37890079007017	-0.0945432228087339	-0.589699608994218	-0.73364338831058	1.1050493671336
"COBL"	1.38977071127057	0.0099837693594627	-0.811216839298575	1.21962115488937	0.114758566759513	1.12773241439041	-0.698273144208161	1.169462975407	-1.21268730953203	-0.02513715156267	-0.384112067435337	1.19694949876109	1.2848977661876	1.1440262465128	0.190287086047154	-1.28971417375056	-1.28971417375056	0.281332338260401	-0.467523274462002	1.13065455773418	0.24289724380258	1.47138562174493	1.21201876672172	0.519090589661125	1.15567631956731	1.21204396487784	1.2098349812483	-0.454298786235499	0.288914192738456	-0.773705234976338	1.19557395125997	-1.28971417375056	1.37050427747711	1.26768056742261	-0.0851413035679948	0.686172228597676	-0.386589910505791	1.18044329953262	0.842158603839069	-1.28971417375056	0.288176396064692	-1.28971417375056	1.23172041109366	0.519724233033847	-0.315540099637289	-0.0487201608125978	-1.28971417375056	-0.050659482296303	1.17212292280268	1.15441699800921	-1.28971417375056	0.742153581246053	-0.150122857164865	-0.812721882020678	0.835580714775466	1.1893595691508	0.0695051426042818	-0.0250814432468771	0.284143207838743	1.15528001896934	0.280463933875118	-0.151893479479601	1.28193066579211	-0.926045213117215	0.348989846132595	-0.331636475752512	0.98396974424935	-1.28971417375056	-0.83435242718388	0.204123868208764	-0.636407415530733	1.14540599400272	1.34137920408972	-0.40835966325117	0.683441936785669	1.16887125085503	-0.31580227390328	-1.28971417375056	1.20309310276618	-1.28971417375056	1.13595910035411	1.13231686768501	1.1886263577674	-0.277987320861403	-0.36436330416802	-1.28971417375056	-1.28971417375056	1.16746213808378	-1.28971417375056	1.33980442889666	1.54553100086793	1.13515923455041	0.168073399267405	1.15348072772566	1.39892666450199	0.465595797702541	-0.9266392334653	-1.28971417375056	0.151406810983355	1.21075263144749	1.39427129624906
"RP11.514P8.7"	0.263434732595163	1.26820455113688	0.795295241775073	-0.88384487708037	-0.88384487708037	-0.88384487708037	-0.88384487708037	1.58124309720457	-0.88384487708037	1.68459847912782	0.963884865538923	0.642550720909575	0.388673831764312	-0.88384487708037	1.92829442621178	-0.0763738768967567	1.75157006948222	0.0660782025901643	1.06576989110747	1.3784142022437	0.220125026879747	-0.734797110322106	1.20156260803818	-0.257684840872285	-0.88384487708037	-0.373236890509952	1.8068892362677	2.23263158119578	-0.88384487708037	-0.88384487708037	0.893393831511797	0.148698751667816	0.449500104548722	0.769874116640468	1.27259701254971	1.42321881017547	-0.88384487708037	-0.88384487708037	0.721176043225158	-0.88384487708037	-0.88384487708037	-0.161347533155352	-0.88384487708037	-0.88384487708037	-0.88384487708037	1.91486415533887	-0.88384487708037	0.916384400270334	-0.88384487708037	1.41606220699016	-0.88384487708037	0.910112371901559	2.0006849914774	-0.852469869362562	0.445411435056635	-0.88384487708037	-0.88384487708037	0.517864559461917	0.0194295345005068	1.19946662299879	-0.88384487708037	-0.88384487708037	1.74327258516879	2.15514492390958	0.0371226564924927	-0.88384487708037	-0.88384487708037	-0.174325880704481	-0.88384487708037	-0.88384487708037	-0.88384487708037	0.117611003512232	0.596980969038218	-0.88384487708037	0.200998242855069	-0.88384487708037	0.491347217478174	0.18119759902898	0.582628090441783	1.84642869917867	0.446679591459536	-0.88384487708037	-0.88384487708037	-0.88384487708037	-0.88384487708037	-0.88384487708037	1.44153872726542	0.327321889413183	1.06064722789177	-0.88384487708037	-0.297324595111463	1.83443536512205	1.30110141481945	1.19965111016025	-0.88384487708037	1.29397349668391	-0.88384487708037	1.2329179190527	1.60715949135516	1.98518671025041	1.23155286508358
"CNOT3"	1.25664164633559	0.512038082465869	-0.0493177845182852	0.0905077145800263	-0.362628813259529	0.89232440962219	-0.0417195219143866	-0.22139606810938	-0.681832072339177	0.134089269497105	0.208409957627897	1.06584182186911	1.37763055408176	1.32006548061607	0.644521650647348	-0.0523609865154609	-0.369693457564596	-2.34434253026119	1.09973940882226	0.760877587411931	1.03861993030117	0.622580463635748	1.12912059817338	0.819339608146023	-0.950378519743724	0.0774187364668446	0.166343194074734	1.01068691616303	0.133055857993039	0.772259080943336	0.666507124539373	-0.0506381417579971	0.531657694965369	0.318150357411462	-2.090193177969	-0.648379493532487	0.315933457090686	-1.49838018435322	1.10029006516341	-0.372025777154928	-0.288072469988338	0.875175853960816	-0.268544788615454	-0.24370587806737	-1.29378350495178	0.350755437288946	0.0631760297591791	0.212084707792249	0.829810433793944	0.502149442476996	0.00188838239197871	0.957214553515017	-0.503481577258286	0.239818935166962	-0.601386419897608	-2.93864839416503	0.610107548955924	-0.967622368080005	-0.320942824118966	-0.708844605399816	0.422454338894808	0.3729879013378	1.40702013632498	0.83993430059799	-0.48423687534678	1.70989879401185	0.228519619509697	0.135225406625715	1.70331562771887	0.191569213566552	-0.46762811804009	0.831720742051569	1.10070056071767	-0.238890105747377	-1.81185354362419	-2.50817281385626	0.322368200113569	0.550016330370417	-1.71089114055189	0.388034045735957	0.201123429512076	-0.161558461701651	-0.887677499898856	-2.51693664273239	0.209067983337158	0.539157962174741	0.141029276480127	0.717744695073405	0.416535262177825	-0.118165837948848	0.17342315873613	-0.835328923478824	2.22606454406112	0.498374889293993	0.0950248397065679	-1.18444777698335	-0.739183438844836	-1.40206361609605	-1.0920758529559	-0.0574236516741681	0.318023065450927
"SSB"	1.01066952287346	0.648900801434353	0.712831620316043	-0.0366335205599794	0.932705244583021	0.968461178343035	-1.48106958916236	1.21587365711396	-1.69082885329336	0.417157489836152	-0.139766099797474	1.18712183804714	0.851100432034131	1.25166570810204	1.05968723369655	0.847251310157636	0.683247542739026	0.42285943503144	0.00728493124733903	0.573340491155025	0.85115278218609	-0.520352463764599	0.799375519231486	-0.40550551552984	0.859399921764025	0.802676908332103	-0.197134932445902	0.911032091122506	-0.929964376750793	-0.30532238663372	0.722176708499341	-0.832532980602714	-0.0332481500877721	0.547868304650171	0.496471458210804	-0.35644477433718	0.101521853886302	-1.61523699927413	-1.64108773327082	1.74964081767862	-1.46261105899876	0.70189782337371	-1.22115118329334	-0.46409033095092	1.4387009765339	-0.736231933605184	-0.282495050936428	-0.116414804260588	0.616350928733252	-1.03015063179241	0.178585444414117	-0.581429371168497	0.496653315601791	0.849818579857264	1.10681519001004	0.554191174362663	0.320928202747997	1.05630491281374	0.77545329226109	0.934568775916793	0.706967899349103	-1.09619843854578	0.746805274750228	-1.3516749266092	0.5248716892913	0.992954373185422	-0.33518628111059	-1.48115549398268	-0.0872478439030282	0.967208279060241	1.00750521406258	1.09170981595197	0.859768788921195	0.401410001419122	-1.5165164827557	-1.49948353407947	0.243416909636369	-1.45255905496023	-1.70512146113514	0.42661913136189	-1.55965761079687	-1.4603071062366	-0.282031489224429	-1.59640120804595	-1.76842692481841	0.375806701251419	-1.57603621179129	1.38412380528201	0.737803202582041	1.02008285846021	-0.527258517046248	0.714150550681035	0.102300421840823	-1.59733670036602	1.09025613019043	1.18884123644482	1.63908957260349	1.2058898668127	0.413201290526647	0.402391071948231	-1.10957187439478
"RBSN"	1.62567949207381	1.27358056531592	1.35122847801357	-0.976339837493545	1.26440922600491	-0.377499591742001	-0.953938715325093	1.28870227616266	1.38204818736137	-0.915032398327305	-1.13189390377907	1.30429746713417	-0.229102959489509	1.42689349535419	-0.34979494144269	1.33872221992367	-1.40842415769839	-0.547032650848895	1.48185239026914	1.25827493265532	1.35998646013199	-1.49039296037185	1.32397683877601	-0.928828316547318	1.2838774487137	1.30399578753961	1.31328558749867	-1.24083615910746	1.27513172786566	-0.926744765107637	1.37651922205567	-0.745180784009432	-0.958593597558347	-1.46562401027822	-0.246119347887311	1.28927189520453	-0.81447751241459	1.38756849116023	-0.514763222863452	-1.45528729994427	1.2960044903881	1.35389724859982	2.20166401136518	-0.765793244854918	-0.629698558238809	1.27568172234254	-0.048616132603808	1.35382020928676	-0.424733861014353	1.30534999023815	-0.505437654340576	1.30297254874405	-1.4500691774377	-0.270506567245809	1.33098606142281	-0.0242902197403627	-0.0557540486385592	-0.76003338883607	-2.26983640957607	-0.453185771084411	-0.84716051982629	1.34459105174565	1.25527686420337	1.245905348871	-1.3476787173809	-1.07073354906267	-0.371815291552327	0.0548567233504765	-0.649672607073119	-0.818007974020892	-0.391310438214546	-0.829896944022605	1.31871806814309	-0.676755979849995	1.27966212039463	-0.304051218160969	-0.312123200987524	1.32370716055507	-0.973524542028922	1.4100199388257	-1.03367432056452	-0.352989276298029	-1.61793333258127	1.30029602824586	1.36248618632323	-0.658729165467644	1.38477603095657	-0.538848918559582	1.69497321916232	-0.990649496464671	-1.25256334054352	1.3397919236398	0.117412082408245	1.22863845940878	1.43634407217645	-0.301099416348213	1.34047785617834	1.30581925394638	-0.686926841950252	1.33140395251254	-1.00422625871955
"RPS13"	0.388561952477176	-1.47966818877268	0.576777874931984	0.582875156787396	-1.53589319495561	1.17449434673578	0.937925333343867	0.263570601795236	1.12658005465942	0.63510850051739	-0.150675459938597	1.67214808483127	0.512694325963765	1.28148661670614	1.43843636092017	-1.28723155083097	0.6241467687045	0.569762415090491	1.13703886599451	-1.13842516547612	1.03575712215904	1.10748000770581	-0.77529507753855	-1.4682290021392	-1.71481831656633	1.48347498936552	0.572187648140584	1.08641904318849	-1.0467966449275	0.782192676460865	1.93705322359449	-0.130403419478159	0.850647292824482	0.732394003208328	0.33193287834762	1.11673327056852	-0.0800847317348345	-1.29883789694469	-1.2545912192421	-1.04496573865792	0.922128818293772	-1.0823649126745	-1.24918701217578	0.790204860795438	-0.0581134892450611	0.448350351189586	0.42841151298673	-0.145887009132234	-1.26989544941859	-1.15372135598733	-1.3789935849677	-0.869623747555257	-1.22152610110844	1.10273774388811	-1.35628976705664	0.822439649169123	0.580646179119994	0.687424728633108	-0.73205544856528	1.17576833832478	-1.02585283074934	-1.24857192646606	-0.910397720776382	0.858501595945594	0.827500356813035	-1.15494052272182	-0.121994013640201	-1.27680355357996	-1.31094298103967	-0.725434360306952	0.695502745340859	0.589764933662893	-0.257659831857854	-1.22432840551325	-0.914072734678447	1.07461715844146	0.738873811405488	-0.756586336362398	0.0168648458124687	-0.330342780497058	-1.28354472668063	0.84591729021725	0.458325454319755	0.41618050045809	-1.22102896202397	-0.328547082553487	-0.951631016314652	0.0633937363614596	-1.02355137018038	-1.33731985606924	-1.46353595425235	0.197263046975778	-0.18787301873868	-1.12994480561476	-1.31216282602117	-1.20709635687284	-1.04863590009996	-1.10178195289358	-0.860978111875069	-1.38580057813737	0.604965618507507
"ZNF581"	-0.852538329160879	-0.267506630642761	-0.71544189873221	0.546978831161642	0.59876979256692	0.776771812898905	1.12607753837482	-0.0363843195152717	-1.27787445727161	1.18954770314929	0.330152835781237	0.936290770764477	-0.892929101749149	1.24685279619192	1.08215641545001	1.27509295732863	1.01753933543395	0.815240617809029	0.711041995207934	-1.15411872069238	1.2107752440367	-1.4487689822243	-0.0451882841284926	-0.266908688564658	-0.519619050093432	0.935156518615123	1.25344944421427	0.936906159308662	-0.456673563842169	0.0524461942237029	0.765830057136539	0.547011660092544	1.22676057443205	-1.03967217037	1.78708670515034	1.14875693061874	0.679248781266195	0.596438678994156	0.0368156944240891	0.119389321876831	-0.585177319371318	0.673596961668304	0.69212674740973	0.561511223739651	-0.826918370725765	-0.32691809201362	-1.52527298934627	-0.495842964181179	-1.08277423839858	0.127308204547713	-0.669637832457985	-0.280058589306239	-0.336428610300888	-0.0336045709412822	0.64252510869351	-0.351591127289213	0.126171825353847	1.10223335523029	-1.47459909704576	-1.20488292628987	1.16052458456123	-1.00942860240466	-1.48218858365229	-1.40019876251031	1.62425836621933	1.07276811148714	-0.510006783472854	0.299585211935384	0.720938255053107	0.445985764397925	0.534045779706861	-0.0605834529487507	0.354911112552305	0.545680384254259	-1.99553088878906	-0.730113932884105	1.12605720155123	-1.49885206878708	0.983202744838414	1.32356315550892	1.35537053544118	-1.17392063255878	-2.50119297863027	0.153299757953095	-0.240701758737133	-0.9603945738029	1.45004524469076	-0.184535285120922	-0.489734709276021	-0.928756650574995	-0.825421577768311	-2.93444777973275	0.496594070197884	0.423840813905022	-0.0658593398891087	-1.14821225446004	0.0163138288744648	-1.17524400891252	0.0233502906656087	0.526383819812073	1.47355231937505
"ACOX1"	0.230128567332366	0.0834829864997546	0.597911016638281	0.619645430160691	0.107345023287204	1.28146370169438	-2.40350054409111	1.20836936684875	-0.599945269936613	0.727243870795843	-0.527154699956212	0.69749244428356	0.442014244538016	1.19509084859621	0.480577357142409	1.95971353715302	-2.0058569842072	-1.10388282589179	1.30275570204708	0.646796305275787	1.2018939139669	1.67045508821894	0.318831483401051	-1.48980913287355	1.36408008489818	0.888461352492796	0.427650816159045	0.249070614637665	0.284837079407715	1.19624101061157	0.406216208844229	-1.9721399026203	1.07356534108145	0.759637764661322	-0.484903427633015	0.515754260168278	-2.44940978520627	0.396030923267519	-0.961911096716981	1.44783678102285	-0.292564821307514	-0.110708113012804	0.528206815320225	-2.2748247119703	-0.154088541773599	-0.164615971479089	-1.90937338412271	-0.172596791038758	-0.830908136246675	1.03624002687225	1.49279267378891	0.0441289091853616	-0.503679103906232	-1.33691797402617	1.89598794315576	-0.289763841449876	0.174084521401428	-0.298789270066255	0.0264599656857792	0.221175346975521	0.391626421619438	0.0676138496490463	0.0959011641014588	0.163995037941627	0.399716807283473	1.45057308606433	0.413048465535897	-0.92539683568493	0.0550356327807234	0.615199401108304	0.569010824361799	-0.246925098674582	0.177820545237903	0.4709097072673	-0.191526630245074	-0.598754446587464	-0.634851866294736	0.213425327423942	0.185156681002499	1.4183356597121	-1.38783456310499	0.588175176936851	0.25573439574509	1.63867415712645	0.359555008698547	1.02845877335486	0.215034229126705	0.160217227857125	0.368044849022406	0.189589802445891	0.263523677166527	0.379174173559192	0.234574341724963	0.344640921613395	0.849208273424888	0.697533410716963	1.28937222024672	0.854285284004294	-0.825975839722547	0.941671422041452	0.0870876944336303
"ACCS"	-1.68875595711481	-0.976237653503968	1.56333484575626	0.903142804348489	-0.0288062282912904	0.313517446690362	1.52603113881589	-0.817173325487331	0.538116511957513	0.268824294207496	0.145227541474101	0.863129786408732	-1.51887763594691	1.1174531059503	0.823928863063873	-1.21197824361281	0.830212919693534	1.53752063023573	-0.0307574635169329	1.51711493525724	-0.520914376479762	0.698944695501289	-0.222217204070387	-0.114418983490533	-0.113087118229721	0.567066659020583	1.93174310048481	0.944978846913054	0.761845423885184	0.765823793543887	2.04059351659982	-1.3216679277195	-0.548778102257651	-0.0048257794645377	-0.322852705877526	0.198636981937839	-0.355322042303815	-1.20260076197272	-1.92435322997096	-1.03822581779412	-0.900881473674186	-1.03779730675686	1.12884367995196	-0.414283747534002	-0.807781435054348	-1.02102040489869	-1.29733485951147	-0.427632809178663	0.0641226330021641	-0.666060833745613	-0.324824910375667	-0.779527033307672	0.009090953274487	-0.333696258016257	2.83720744178188	0.690189542210278	-0.668939489210201	-1.33023517184768	-0.545595508126992	0.832756226969088	-0.603710360217321	0.0256445491017845	-0.15359605852149	1.45115789725115	1.57718470409981	0.490116318226966	-0.883318408901541	0.411787316642384	-0.688291610880024	-0.422606901687704	1.27121251006967	0.283767219437944	0.879119293399464	1.11532500268408	-1.31327441062064	1.25799804392378	0.780554592855295	0.866610943859153	-1.22971418438629	-0.430456843345326	-1.33147039925898	-0.648667079113886	-0.611512689521246	-1.21733414595318	-1.68433386839335	1.68998968190058	-0.481709748121641	0.133883015972485	1.36409781616061	0.410644040605912	1.53496866041828	1.54301711179111	-0.656499707625335	0.129254169672457	-0.685268145935575	2.51863516164348	-1.4621139299313	-0.508095701045888	1.24905098195652	1.66884482496141	1.47167851452621
"PDE8B"	1.31333937519619	0.412412657912335	1.33091138970551	-0.663864902646714	1.38124627306811	1.29440675312626	-1.09025800270911	-0.571968268214771	1.48609097136154	-0.533189993256748	1.29690964212026	1.30721697336863	0.229011522067807	-0.260698485744441	-0.367748905403356	1.29728649190077	0.707283938197493	-0.508696737705042	-1.02682115685815	1.43384531522463	-0.377335816525934	-0.75310329702475	1.375293766237	-1.1622676678364	1.37205467898493	1.32921522610917	1.71351470763026	-0.13589501351339	0.155360261087076	-0.881253373612424	-0.262027116680301	0.213909984857873	-0.59735510353474	0.132466039571361	-0.579503010610296	1.43069082013341	1.37004666029215	-1.3286381059422	-1.04001634064987	0.22863973044612	1.38437872874651	-0.591454255587844	1.38520040856619	1.30131216607671	1.32527803307949	1.33383161041563	1.38225215962446	1.46477250123171	1.34996974257967	-1.39294003084958	-0.615093859877548	1.31211028408543	-0.297923161825505	0.633112557374708	1.34181679209959	0.204102594285321	1.29532468329349	1.37999687271825	-1.1555884664899	-0.494957796450827	1.31935734702178	1.28348309873958	-0.395610116353063	-1.24070282526595	-0.814431366744226	1.30202477541677	1.29395309008726	-0.550438424829727	-1.48974574152575	-0.0714036458651242	-0.854284969324595	-0.828828242079094	1.29586912743444	1.32696090976703	1.32196773940096	-0.166999132637632	-0.799750807601625	-0.959311170638068	-0.809879425467716	-0.769363462333145	1.33010765243249	0.260684904045435	1.31636077547504	-0.509042517565051	1.40763680183213	1.32572515187671	-1.70647753452798	-0.722570706163145	-0.54647484000134	1.30459195948822	-0.0232972212893345	1.34589955696641	1.30512926507747	1.28426486026132	0.530528936444789	-0.635667447802747	-1.0731164068892	-1.125762231282	-0.71842670697345	-0.724204025662095	-0.787125278679144
"EHBP1"	1.65918899503961	1.41131439919661	-0.553010686048351	1.37261822336985	1.04607622871465	-1.18062376875047	-1.12073678357716	-0.53054734631917	0.34402208131567	-0.419414088181358	1.46053384029346	0.589550845961706	-0.421119923811795	1.06987490890204	-1.02464470669723	1.56109108722685	-1.00853496122431	-1.11450533536176	1.06630512079295	1.26256993447896	-1.102240758028	1.7758496704495	1.06566876686823	1.37238355154391	1.18575537250574	-0.746078288713375	0.437476124012398	0.539274100060657	0.99557696971699	-0.156411274190381	1.16584052790497	-0.597483881003201	-0.987066708384699	-1.09652839978437	-0.968407235004214	1.3602818090481	1.15802731223911	1.65043240247474	1.19927377306053	-0.0477943539784866	1.23763908730919	1.06679487606756	1.13074050721739	-0.726472528591904	-0.67246537846528	-0.966627875768564	-0.967469615934653	-0.755717326333451	-0.559416233903542	-0.443896424910992	-0.0811546391334434	-0.630563828287865	-1.04942567913332	-0.881763270130254	0.524318314574975	-0.470489606119605	-0.429004783146093	-0.667885107453508	0.437470649277876	0.0471734985156841	1.25977296480726	1.53961744551422	-0.0199999587314299	1.11110803897407	0.808795404834036	1.21094412542684	-1.00859434365383	-1.04747697327585	-0.895797949545101	-0.723221669633339	1.23494640982232	0.10159470718329	0.626895620644899	1.11046196690514	1.26024084442938	-0.733825774233797	-0.782515374306933	-0.804840276437178	1.52642675821945	1.33212663736127	-0.496835775598998	-0.606462450712689	-0.167809291457352	-0.912749981093461	1.09368928612011	-0.778799404220235	1.6321607885437	1.02178579845657	-0.180237531652797	-0.0115807924830489	1.51762880277789	-0.0903399545168231	1.74722609318029	1.10335020435513	2.08162951671051	-0.555173565635607	0.742459378653519	1.26602261990221	-0.77705665525062	-0.373478994623469	1.61485956510408
