"TCGA.DX.A1KY"	"TCGA.DX.A23R"	"TCGA.DX.A2IZ"	"TCGA.DX.A7EF"	"TCGA.DX.A7EI"	"TCGA.DX.A7EO"	"TCGA.DX.A7ER"	"TCGA.DX.A8BU"	"TCGA.DX.AB2H"	"TCGA.DX.AB2J"	"TCGA.DX.AB2O"	"TCGA.DX.AB30"	"TCGA.DX.AB36"	"TCGA.DX.AB3B"	"TCGA.DX.AB3C"	"TCGA.FX.A2QS"	"TCGA.FX.A8OO"	"TCGA.MJ.A850"	"TCGA.QC.AA9N"	"TCGA.QQ.A8VB"	"TCGA.QQ.A8VH"	"TCGA.RN.A68Q"	"TCGA.SG.A6Z7"	"TCGA.SI.A71O"	"TCGA.SI.A71Q"	"TCGA.SI.AA8C"	"TCGA.WK.A8XQ"	"TCGA.WK.A8XT"	"TCGA.X6.A8C2"	"TCGA.X6.A8C3"	"TCGA.X6.A8C7"	"TCGA.X9.A973"	"TCGA.Z4.AAPF"	"TCGA.3B.A9HI"	"TCGA.3B.A9HJ"	"TCGA.3B.A9HL"	"TCGA.DX.A1KU"	"TCGA.DX.A1KW"	"TCGA.DX.A1KX"	"TCGA.DX.A1KZ"	"TCGA.DX.A1L0"	"TCGA.DX.A1L1"	"TCGA.DX.A1L2"	"TCGA.DX.A1L3"	"TCGA.DX.A23V"	"TCGA.DX.A23Y"	"TCGA.DX.A23Z"	"TCGA.DX.A2J0"	"TCGA.DX.A3LS"	"TCGA.DX.A3LW"	"TCGA.DX.A3LY"	"TCGA.DX.A3M1"	"TCGA.DX.A3U5"	"TCGA.DX.A3U6"	"TCGA.DX.A48N"	"TCGA.DX.A6BE"	"TCGA.DX.A6BG"	"TCGA.DX.A6BH"	"TCGA.DX.A6YQ"	"TCGA.DX.A6YR"	"TCGA.DX.A6YS"	"TCGA.DX.A6YT"	"TCGA.DX.A6YU"	"TCGA.DX.A6YV"	"TCGA.DX.A6YZ"	"TCGA.DX.A6Z0"	"TCGA.DX.A7ES"	"TCGA.DX.A7EU"	"TCGA.DX.A8BG"	"TCGA.DX.A8BM"	"TCGA.DX.A8BR"	"TCGA.DX.A8BT"	"TCGA.DX.A8BV"	"TCGA.DX.A8BX"	"TCGA.DX.AB2F"	"TCGA.DX.AB2L"	"TCGA.DX.AB2S"	"TCGA.DX.AB2T"	"TCGA.DX.AB2V"	"TCGA.DX.AB32"	"TCGA.DX.AB35"	"TCGA.DX.AB3A"	"TCGA.FX.A3NK"	"TCGA.FX.A3TO"	"TCGA.HB.A3YV"	"TCGA.IE.A4EJ"	"TCGA.IE.A6BZ"	"TCGA.K1.A6RU"	"TCGA.LI.A9QH"	"TCGA.MB.A8JK"	"TCGA.MO.A47P"	"TCGA.QQ.A5VA"	"TCGA.QQ.A8VG"	"TCGA.SG.A6Z4"	"TCGA.SI.A71P"	"TCGA.UE.A6QT"	"TCGA.UE.A6QU"	"TCGA.VT.A80J"	"TCGA.VT.AB3D"	"TCGA.X6.A8C6"	"TCGA.Z4.A9VC"
"CD36"	0.275139573331512	0.912877455349163	0.338177493936987	-1.66046133330657	-1.66046133330657	-1.66046133330657	-1.66046133330657	0.0709834161997055	-1.66046133330657	-1.66046133330657	0.468295142133662	0.199568387249451	-1.66046133330657	-1.66046133330657	-1.66046133330657	0.13508515412884	-0.435021800653297	-1.66046133330657	0.0485951066474288	0.882091476742128	-1.66046133330657	0.411893616351551	-0.869960780657177	-1.66046133330657	0.882565708048245	0.205524046884782	0.350111906100282	-0.683842794009529	0.313827507926325	-1.66046133330657	-1.66046133330657	-1.66046133330657	0.0416988821923743	0.858032948823466	0.635304375750411	0.965328430601987	0.218020179595193	0.957187900087997	0.682186516612747	0.3605632906603	0.913662591871137	0.592878229477694	0.948956640998885	0.891187760703826	0.863691308563663	0.913478128802347	0.369073284050696	0.505006437465187	0.892368723552361	0.93611668970983	0.602412709103083	0.872145917326028	0.890107788423349	0.8677729157369	0.862411472869221	-1.66046133330657	0.878064850126151	0.398161597887054	0.519962928118007	0.873649196243112	0.863923054794586	0.882190363930954	0.309758563151413	0.873686264821356	0.890337257050987	0.876692973668583	0.872556433161192	0.87229008795158	0.521077435122439	0.300493208393517	0.876585124888917	0.925189946499245	0.97796562617086	0.1953551122466	0.90814176998229	0.41223369516529	0.269718417457821	0.472595676982877	0.880534454711753	0.680649099088917	0.873124172987798	0.998393151573594	0.864053470217079	0.70949364952465	0.872199815787268	0.766729298867268	0.229726136090021	0.892861569405943	0.868343534926241	0.869987905190355	0.87484906505269	0.861436112293176	0.115835555761036	0.353061177200353	0.416930642070416	0.905117710430929	0.278692273691041	0.893054971863068	0.507256113723821	0.864399258262791	1.03093724091522
"ADGRL4"	-0.150047082274755	-0.378442246071413	-0.850906756298756	-0.793381800499104	-1.15795089244558	-1.73523264681141	-1.84930486337611	0.122345420442499	-1.10424283127753	-0.85317145438609	-0.696372499745125	-1.09752736907621	-0.744831250635452	-0.361481316085797	-2.23948186524241	-0.861884010017147	0.281121766353551	-1.5794409824489	0.207046088618504	-0.817397505239839	0.708147464227191	-0.93164577816237	-1.80819560238335	0.852644844659975	-1.00885422231507	-1.22380826628631	-1.0103339236972	-1.03536970280616	0.226391191117822	-1.08918630115576	-0.682524444389295	0.584287296158841	0.531686764638438	1.2242466416275	0.652063165115746	1.20297571581772	0.690659535517724	1.31039933399943	0.917823564516447	-0.79007746435359	0.915352003885191	-0.469441799910565	1.23467924908247	0.617134351128392	0.508758716909637	0.664515504461908	0.762358503729198	0.97999174336742	1.22593562203299	0.711257734755187	0.0436618277098393	1.1641048847713	0.224519075324146	0.593722554131277	0.660299530189958	0.480508502491246	1.19030150557247	0.624578099997203	0.76521533090743	1.11860472290056	0.70447313395358	0.825715477077073	1.16558733283962	-0.872902754481783	1.26378243812862	0.739830967076584	1.2042213683141	-0.0207087647201948	-0.0322928060366515	0.0119147394511674	0.83688191761482	1.22126142740232	1.17151018219786	0.0187368801422678	0.73382005739693	1.22965988346055	0.567931749282824	1.27419759718882	1.1394548206651	-0.384351285625173	0.766369718356884	1.26903589359443	1.26624677313554	0.553250779917569	0.701498909119155	0.123427810849688	-0.892699617859261	1.28458398336877	0.581867391032458	1.21177910670556	-0.504749521782003	0.655505714338556	0.780565202029826	1.26815048322024	1.22234728124927	0.836605661467139	-1.0384313377799	0.66678232041088	0.861162591717455	1.31258540338756	1.18561244122605
"PPP1R16B"	-1.36529777779271	-1.82533778876706	-0.690269834960306	-0.359216926903363	-0.897752330945605	-1.48743744966135	-1.61872787125426	0.384218313124489	-1.01144832366416	-1.42273567081554	-0.838414370167104	-1.07004258450983	-0.956849596483592	-1.44428810331688	-1.72495227711259	-0.596965879718149	-0.313627015493937	-1.51538809615927	-0.155880011976115	0.337699703368338	1.11614747284632	-0.321178942562366	-0.745212492386217	1.15042138544072	-0.719255841408998	-0.680806365760275	1.48114150615118	-1.14060044806995	0.362310868547818	0.294614545752196	-1.18841613086574	0.186858716192361	-0.283298454580716	1.13059835511506	1.31954211792109	1.2145837680761	-0.0323133404025786	1.06154430506899	1.03581458180793	-0.561261546509596	1.04456678661964	0.426416960165278	1.29911210876762	-0.210102912999167	1.04998041805066	1.1826302446362	-1.98947560008516	0.361479553272629	1.28339674973868	1.04912808672905	-0.477464895544584	0.333173890051607	-0.265175233568428	1.0062494681599	1.18777051686793	1.11509237654254	1.09073429207714	0.945958461406533	-0.297137155620923	1.26612037048265	0.984772526470279	0.374326874680675	1.28119112966682	-0.201345031081262	1.26057252297758	0.494248351399781	0.34568465467667	-0.181593909929937	1.09307409301058	0.101291113833676	0.751142258811888	0.984746229391474	1.17331090514162	-0.536951327721853	0.37537791638864	1.13114454389469	1.1566368552228	1.20343406190827	1.25327573952358	1.25514048169015	-0.362216634467718	1.03111617125747	1.22305042514537	-0.676185906194927	1.2263612307926	1.0648199087738	-0.896549876031013	0.240521167770352	0.505208623685962	0.603792197474385	0.278063979868943	1.18509748468996	1.11300304642667	0.266591114446639	1.1351680162159	1.19826631005832	1.25377617306612	1.24783362068505	1.09954231885555	1.23255302564521	1.14421527381815
"AOC3"	-1.55024644076408	-0.238489894085827	-1.55641690969148	-1.38181552807528	-1.10486325013801	-1.88021655580005	-1.92317046763742	0.911867665379795	-1.68744717945636	-0.0394527918069228	-0.368686436627331	-1.02054642551032	-0.0186980399120693	1.01640580031541	0.17668023252648	-0.0546047574136683	-1.04002973076869	-1.7775866905293	0.335883704178917	0.928450516471653	-1.41962716786874	-1.25077532394758	-1.12274240021007	0.177821017437711	0.124807243759975	-1.16833923819079	-1.36532928500739	-1.89165863600919	0.283832335692589	-0.209086886447901	-1.24280389791119	-0.333843004560676	1.06232401141894	1.09468665504258	1.04278780039568	1.06263937890224	1.0751773238451	0.184526776999322	0.972296625942787	0.0915051459919352	1.00175535195835	0.183151090874949	0.929981487402415	0.769594374926963	1.00289159404392	0.367930572601104	1.06630711714893	1.04168619702145	1.08805465707118	1.00084553008115	0.211448797640967	1.0064019409559	0.33880312251259	0.632120398288488	0.942241733997249	0.373906621253303	1.04266848096458	0.851860721130728	-1.40501239001337	0.205322153252045	0.0146454303736802	0.96963358951317	1.07873025994962	-0.230883428429044	0.990312551551671	0.67827019320556	1.21478665148098	0.273693331351663	-1.53518076536209	-0.151170031173941	1.00506124406891	1.01375861066064	1.13167665561121	-0.207928585746291	1.02597377345921	1.09117201900818	0.499868060683355	1.04597713830375	1.00546554610035	1.0127485561235	0.986968841634719	0.996918499647868	1.11050514427651	1.06150882472005	0.398360591282888	0.411534742741214	-0.295720238422581	1.04647365775748	0.193730505617756	1.05147953726018	1.04307686338465	0.970455046530026	0.232988428387276	0.730179296028745	0.67477906644258	0.801049232445841	0.0506546647981672	0.966312804258283	0.996164268558551	0.982804978118265	1.14388890247529
"TINAGL1"	-0.576813521945383	0.492848740037765	-1.81974399095014	-2.38361967167188	0.262723632700179	-2.04776060556747	-0.495354374818372	-1.03874141166754	-2.15877682724867	0.323745658471842	-0.327807591411009	-0.740482411794227	-1.24916864182799	0.572135037332145	-0.398748025414034	-0.205886540076783	-1.22137980090578	0.683862470983142	-2.20037520548767	0.360728168085461	-0.832523530682472	-0.418823100200216	-1.71557799723047	-0.215114030194146	0.229955981555436	-1.36495013034879	-1.05718210904204	-1.09332027448811	0.350137960865518	-0.641042905532272	-1.93835115743362	0.599862511145638	0.414671742011175	0.772946977768261	1.02024408366488	0.687358406939789	0.0761792655136841	0.975566289488834	0.836202945121122	0.234713033805062	0.91918172462846	0.172497129679678	0.882545126727111	0.668403147361995	0.453768360683658	0.429992025164411	0.730964434648381	0.937882441980842	0.937113347795281	0.911437874816724	0.722885168904611	0.980038437547276	0.889390597668503	0.455630724802159	0.890957738881861	0.0947918844605542	0.894328275492907	0.920513676680295	-0.267468223811184	0.922011143750766	0.527825361158934	0.838641673320525	0.557275398664206	-0.931829930037179	0.676329758719056	0.709888955215432	0.657315510356764	0.806937925989782	0.573692524716267	-0.208845762178602	0.894964524859056	0.918772188402166	0.754376356714607	0.577732613856356	0.940009855709463	0.780695978645593	0.589385013523821	0.854588273228995	0.898766610973604	0.844507453231083	0.887395457770583	0.838928721802943	0.985274623977116	0.581696199406264	0.854309182905201	0.92261953493828	0.125179033115005	0.736433581357904	0.878098661672252	0.87531805040683	0.861765553646734	0.705604588286317	0.691980994737816	0.485334089081499	0.92459869353181	0.831999367252494	-0.261096292556204	0.870039763117916	0.796918459391341	0.772591211873414	0.725975232779945
"CD93"	-1.0312269283325	-0.578778257046904	-1.60887244982968	-0.408591029300997	-1.04657880819912	-1.95047719800468	-1.30912341045024	-1.25206956048898	-1.03803755443105	-1.88524810544231	-0.62107683454034	-0.959540792637806	-0.624756419021413	-0.324735632311834	-1.52055322708354	-0.0511762313178673	-0.00412964150823777	-1.48365210795293	-0.107651492755018	-0.680403412608814	-0.34425390956849	-0.218043364481366	-1.43631295768776	-0.987902542486844	-0.923851673778795	-1.22621618338137	-0.197808026542866	-0.730762333132103	-0.57346919036011	-0.41534491081539	-1.25906394467873	0.0680944813169653	-0.0362541046063089	1.46894553325869	0.596152306690496	1.39602570819065	1.26876629262838	1.44058302377709	1.15030212987452	0.357678755017623	1.17199182556774	-0.93173100086251	1.08181935533684	0.433503141410098	0.899595904050464	1.07307176758946	-0.499970581370179	0.534070154530679	1.61852140363762	-0.0913006126389421	1.06358003460765	1.46978408606471	1.2434304120537	0.900590561925833	0.891974633326022	0.910896383875681	1.4236357237089	0.899698356550335	0.0262030132642152	0.945355337069572	0.954231871436732	1.0867318084612	1.41072588558008	-1.16743614981153	1.46564528818344	0.0945669629872994	0.990938553677991	-0.713509446853997	-1.14769450139536	0.312010169629026	1.02053168325787	1.04771828832343	1.51663611570917	1.0563470565312	0.535785696930715	0.992627848123718	0.574395544272151	1.07820215895416	1.13621103262948	0.409873116404986	0.232269015003926	1.26326541046551	1.37524886800209	-0.630809492358905	0.820020005715211	-0.0999620659299578	-0.555246882259653	1.12139526965544	0.456381790303682	1.34612726772423	-0.786953979457983	0.115773684522521	1.19008765963591	1.37193652573509	0.604674991740967	-0.873805521877889	-1.0860624824446	1.07043801604591	0.520570057598675	1.1030845927585	1.364702942442
"SH2D3C"	-1.11918868788048	-0.377560419473623	-1.36979868333666	-0.910149919994269	-0.965520021409087	-1.21036287093965	-1.17211955271057	-0.929613414443454	-0.317136292424013	-1.03729695872985	-0.628754070403829	-1.01439682659096	-0.891704599182064	-0.317902987032069	-0.984075608817762	-0.0822046929982616	-0.711594694233909	-1.44327445243065	-0.492732974318643	-0.937856339125561	1.05625991287623	-0.817874244155714	-1.07413547747555	-0.844403386464412	-1.10131343527736	-1.09981493863156	-0.87038825092869	-1.12569170397338	-0.877405740577913	-1.0678132873622	-1.07863670396547	-0.46562495902414	0.933350718087762	1.61703885254265	1.68289088846346	1.07864894796593	-0.798041050661692	1.05900203942805	1.00549545395119	-0.782193421325505	1.30416227075601	-0.568073963894149	1.15785470876669	0.835666657641379	-0.841612679898189	-0.767162876516504	-0.465532575728239	1.66319248746475	1.54207101235915	1.05234589949146	-0.255118228107086	1.69951080862298	-0.838241039080525	0.665450184539766	0.601289208943804	-0.39644340343325	1.68168496687733	0.273807450976059	-0.679302917169927	0.919242749613374	1.07500656444593	0.097053560170136	1.22897774508819	-0.754301193715338	1.46853573769564	0.909673672555093	1.12849418032658	1.39968940782459	0.993777947236112	-0.88361379406529	0.920345667902839	1.33416820489345	1.92448293627076	-0.864396237460776	1.03992677122651	1.63425218673762	1.11168223721353	1.53420122807464	1.61480773402274	1.07668892184707	0.898380953295448	0.582282772300311	1.6963490868821	-0.860202608969846	-0.496379646319329	-0.0507603874936551	-0.638619697452829	1.48161573226702	-0.131582481753274	1.69028532403604	-0.64022092551631	1.17902615491886	0.97914366024967	0.975454965108736	-1.03697524935983	0.774054845977938	0.949132803780949	1.08863107509984	1.69646392843095	1.21185426022711	1.68222044869526
"CCM2L"	-1.48011357114372	-1.10326599725022	0.925868123615351	-1.3704404509296	0.426809250955334	-1.11699087182942	-1.27759749543903	-1.38116886759858	0.930092520230529	0.282967912729486	-0.708119033234324	-1.31714100815906	-0.850665500848187	0.22729223955567	-1.57817954743648	-1.45829219999185	-1.64240067114814	-1.10051025769961	0.593968341247749	-0.12520110455767	-0.56325108643072	0.115658537684376	-1.07895705420197	-1.44322995443438	-1.44917736138963	-0.723423722919165	-1.21420220301666	-1.63369930185658	-1.37760830385394	-0.575120956023179	-1.36563594981029	0.898352480014445	0.915869806673173	1.20756111122137	0.868950497006673	1.05498011180279	0.848577606976517	1.22449967284074	0.972823635357876	0.0532603623303905	1.05134606034071	0.391119332096411	1.35170534205141	1.1177909194398	0.0686242974843052	-0.091566609618902	-0.0122123129359134	1.19877328466252	0.927551472116451	1.00290802227285	0.0784906929084859	1.17646767646063	0.16384510108013	-0.126279590649657	0.619287603647954	0.509847549625226	0.948068002407238	0.449589526860308	-0.950719322729323	0.978918085337936	1.11397167800743	0.989844541624764	1.03588198992718	-1.07026480739809	1.20441568260565	0.898171364577182	1.0826762751056	1.14625588975795	0.442416307142833	-1.18682120848874	1.25407572951868	1.12911649907672	1.21813852146544	-0.863255789646359	1.26378513762548	1.23571806732586	0.273175514059455	1.26113485286608	1.02491013355144	1.0988505744793	1.0805758808984	1.03454326987245	0.980665189180775	0.229322232277855	0.434325627147155	0.408567139945692	-0.934347408354406	1.07377292044846	1.22103263148246	1.14242339580694	0.217552244884984	0.687570034824988	0.861108597651433	0.3269035992927	0.0730767372887237	0.461208027493569	-1.05968769521053	1.26558913168182	0.958507949129418	0.984894296509824	1.22643024920125
"CXorf36"	-0.805706630005814	-0.760156753694885	-1.53513648416465	-0.836746335434057	-1.51493634702138	-1.47119382251623	-1.25412036537862	-0.655578867358802	-0.73648452497138	-0.163918866154683	-0.800928599429261	-0.945764734063384	-0.803585367581407	-0.33715120159651	-1.45835027375708	-0.447457776051283	0.102256936119298	-1.61927037576857	-0.088638856795957	0.0725044589841107	-0.434120980895478	-1.15348672005139	-1.58482264124166	-1.51809123762621	-1.46936592479372	-0.876869751724003	-0.894338419830535	-1.5608226581553	-0.246379931836094	-0.831692926173345	-1.33720033996197	-0.81167586974744	1.21552792756236	1.43225653207652	0.889686724239092	0.857673204642587	0.368847351411613	1.42182045987234	0.801065202478972	-0.45121154209718	1.07274507183112	-0.71966723060308	1.51410416022525	1.03832708034608	0.943997398128247	0.34215329220962	-0.304892405357609	1.27322470652772	1.60571198178358	0.965328563197067	-0.543794428951511	1.33170542705259	-0.763987339710513	0.522428042078112	1.16073358499277	-0.505406745745515	1.47547163117803	0.777569275531394	-0.339922892936973	1.04672979864555	0.754160657032473	0.826997424271996	1.36918105605693	-0.645269255239565	1.3961051396941	1.02554352873548	1.49770536004803	0.880403901336604	-0.801000578390223	-0.596098328550762	0.901226650753085	1.41991361372113	1.64656457256759	-0.521579774309695	0.770625897650903	1.47116705881657	0.52601181391024	1.14635481896535	1.50950731330822	0.304663250307872	1.36946948590523	1.48517585551242	1.1687371043619	-0.986585770561891	1.08987614017631	0.924316414376826	-0.727111778959569	1.56031910826655	0.787761312321052	1.34774568727955	-0.946452368105152	0.79911252000885	-0.425917366709723	0.871391310104691	0.0490438750241759	0.550618908297797	-0.875983754460587	0.850332093699682	0.801799031402554	1.06891834244873	1.37789474340001
"BTNL9"	0.548792283960739	1.14024459689314	0.41020304839817	-0.885676432939642	0.534341907513507	-1.22211862416918	-1.23329166989144	-0.502073844817837	0.398933863654198	1.10227897628099	0.312536806428527	-0.516283597359378	-1.05197793943145	0.0716725867175548	-0.969578989054053	-0.927397328271164	-0.21158853461467	-0.994448449587357	-0.504536576240005	1.32297357201765	-0.612957144923861	-0.989092420488564	0.715800256803472	-0.8304892700766	-0.54271999089595	0.211201979539794	1.21743469351743	-0.366353553600032	-0.725401917084444	-0.972587258455418	-0.972178413817222	-0.313424894590047	-0.485983350606069	-0.604831338643508	1.18902198033704	1.51629178939289	-0.446955065925778	1.35256687213805	1.12895310642256	0.352695362557233	1.40903958757923	0.493305145166766	1.48120154701741	1.32937652407474	0.286395490378519	0.239191048142909	-0.123854605952904	1.13778404726952	1.11313535343267	1.40322057447087	1.10167981761086	1.11770306213436	1.25032597611533	-0.863709169131182	1.47599949442532	0.322408029417953	1.21032861636295	-0.143625430682958	0.0258001322832613	1.27848030911205	1.09619330531251	1.37247140393342	1.16702089247842	-0.978408423523556	1.40336950279645	1.15213790699447	1.28715822881733	1.35168477994092	0.36332305886985	-0.0811358511590162	1.08505991952604	1.18684487812434	1.28325575498746	-0.160512376909938	1.45337890749138	-1.42380235957932	-0.516923771849156	0.361956369463348	1.32153998047453	1.11991463317483	1.25959219877715	1.37087208271965	1.18523976972922	-0.67365159173103	1.33760054379603	0.70529397739137	-0.223168667111048	1.34506354234272	1.35026712980604	0.719588122634119	1.13025099862209	0.659040238088724	-0.124758189968377	-1.02678299730635	-0.899293004358308	1.17221290741618	-1.02105301224493	-0.841944256999486	-0.31372982599859	1.321735781934	1.68505538890383
"ESAM"	-0.594432745096352	-0.928675855851237	-1.08863410188064	-0.709286917346322	-1.55471377513639	-1.71026331460101	-0.683542144290336	-0.300223200410271	-0.809843175110366	0.0883378219599487	-0.273221774718521	-1.31189924548142	-0.675869054573875	0.17572860370646	-1.59255910406433	-0.777124895477043	0.682837781402325	-1.56713135986393	0.0455458988616257	-0.744336698314207	-0.331541139035414	-1.1646341860558	-1.3981158132277	-0.552810608909019	-1.43879261063839	-0.591738536507682	-1.05768949726034	-1.23216272925319	0.216284117888469	-0.354166120876512	-1.22336454428005	-0.504585630010402	1.07197430667602	1.88232847598309	1.08904712804653	0.931103725174781	0.523618048653974	1.57298826113246	0.906400923094799	-1.33925293308165	1.0994492361427	-0.299733541843325	1.22007397513034	0.869209618900406	-0.860395914320883	-0.415298849096314	-0.387306044042998	0.838699221212404	1.84101606572654	1.34758360846217	0.375601434273231	1.49734391527881	-0.296839793986706	-0.0914963647458903	0.924298926379873	-0.0746875859572429	1.51576709794754	0.910929730911985	-0.293218912535319	0.790607763740981	1.01871003861181	0.345290337374758	1.27861646867125	-0.849083739654816	1.57807122725428	1.1590388576258	1.00288177003498	0.511715260397446	-0.506005576039619	-0.481188183818656	0.805434130258603	1.40315651484397	1.79926934551309	-0.117947219021412	1.06271349006414	1.34118072078173	0.482639513955764	0.98985169377789	1.25704328710755	0.529454972051498	1.1936866821805	1.50020525707105	1.29169200903316	-0.874876115367829	0.845234107542749	-0.295622982506955	-0.729267073550047	1.38773179655821	0.399189211895312	1.62249516954035	1.06267495217157	-0.0847702584330115	0.307672101212178	1.25514819588063	-0.0631864237344244	0.268066112304381	-0.720871106190003	0.890349867154306	1.23725184215644	1.01000339423401	1.50265944958215
"ABCA9"	0.157601080032254	0.0409911728856215	0.0982925306508247	-1.51787857840162	-0.743233651494514	-1.51787857840162	-1.51787857840162	-0.191956209007481	-1.14122898264662	-0.103912089127477	-0.00927128569027444	-0.686752106233202	-1.05203142279737	-0.552127173450156	-1.10073760301174	1.14113631795472	-0.626072286523514	-1.51787857840162	0.360651103238718	0.500822175386411	-0.358986163945741	-0.567552067804636	0.540878675674203	-0.63015856977362	-0.30050717107032	0.150777345428816	1.14335964907206	-1.51787857840162	-0.398951571351885	-1.51787857840162	-0.297215051458811	1.09161371790794	-1.51787857840162	1.16451036856808	0.500137820718612	1.1826536630307	-0.543234395541482	1.1558909759712	1.13517814057098	0.00464662205365812	1.11193104709057	1.08368740859435	1.41101697576422	1.15458996771714	1.12494212177068	1.10067395904152	0.361147580199713	1.07793779625702	0.438998083789644	1.13039489259451	1.13632845635991	-0.0836419113462843	1.14887574830839	0.15891014414366	1.14559921695274	-0.197843162776874	-1.41135382177892	-0.0260492357259318	-1.51787857840162	1.20403220260618	1.37820283768188	1.13420598617869	1.16675869871148	1.10384352275304	1.23711628577377	1.13250072580595	0.146418994700492	1.09109292939452	0.127637769916035	1.21191890356202	0.409567105490383	1.15222302337189	1.01920940153104	1.2359979393074	1.16084837630867	-1.30006612925994	-0.0580916777297683	0.328518920905768	1.22311780196976	0.296712666673997	1.20116206559964	1.11451110500059	-1.1790038562265	1.06870067758805	0.653736098069243	1.04919707430926	1.11250566950528	1.11487612776319	0.230539909597978	0.55470611552396	-0.837496299837934	1.04815078294646	0.378079161055413	0.0933897411158994	1.07678602046802	0.348577305593183	1.12295982987832	-0.333671032053904	1.10569013788086	1.14649690429632	0.249485840896627
"ACSL5"	-1.2251964974023	-0.0428528107185782	-2.94860235810812	-0.737843874749409	0.597554936187212	-2.94860235810812	-2.68722937709457	-0.66332291321191	-0.94779233861778	-0.558911389279407	-0.983435499300333	-1.88216017143204	-0.720262835514211	-0.935552727203078	-2.538818808779	-0.776461475150892	-2.81269726796473	-1.74695466159868	-0.393260459215271	-0.217468211768179	-1.53238468294197	-0.457478476616734	-1.84364802097554	-0.0975007583440611	-1.70490664011326	-0.965071251691051	-0.971121910434377	-2.08869451045594	0.896132201291936	0.483925354146079	-0.947074693459769	-0.459846697937646	-0.599136708821833	0.680044336573578	1.01005162750288	0.782914786835478	1.10757328493612	0.616394369447587	-0.152901730304088	1.07228524857272	0.981418159339133	1.11105891955614	0.800223430677141	0.823089403602163	0.660021825506542	1.08185182113606	0.709632675336241	0.192006121027873	0.804089979440794	0.894398838939092	0.809935506853877	1.07047194571249	1.02490394719297	0.744180252686285	1.03732291895801	0.752245933485245	0.501100703844224	0.875444024268905	1.12464435066253	0.0343045275846876	-0.769145451649835	1.06425294883579	1.08937596588178	-0.313118884286307	0.598799213812968	-0.044445459025004	0.672064412640659	0.972811315897453	1.01038802155233	0.697009541643772	0.0550385588735428	0.139614640364709	0.821084301594281	0.305829705150586	0.632612268874208	0.377260783832954	1.03407313784672	1.0136781625385	1.38065847603944	1.05577736998203	0.389927813099109	1.05548708299019	0.469516549314442	0.583862605399909	0.658514579496853	0.95661125675647	-0.867639474794771	0.604310945539246	0.696343865098956	-0.173484321332837	0.280677204155143	0.965241518333462	0.779897085841798	-0.682580051505186	-0.0920210515657278	1.22524817386057	0.689076796857	0.704291129963642	0.92182482608535	0.305060373170948	1.1721069159277
"RAPGEF5"	1.05299402117712	-0.0661869195387252	-1.02577781580915	-0.0220748356045287	-1.30989348952584	-1.27744697767488	-1.29516451326086	-0.525737764490897	-0.407074296211679	-0.794036545511999	-0.522846010943658	1.04942749551049	-0.920928630424567	-0.394730705778271	-2.22233861219256	-0.916197888276042	0.364241804979479	-0.558570370023868	-0.979846867166502	-0.227138731171997	-0.477386274165309	-0.861182500401788	1.09117157611535	0.0168280910296008	2.01531253595932	1.03241747280025	-0.448279439603405	-0.993228515929612	0.0729152602478083	1.0712029380319	-1.1340249734587	-0.491812979632538	-0.150418902068559	1.67284977103994	0.284370846822262	1.38799166100281	1.58409975215472	1.39413416431487	1.39855923116019	-0.754440079016174	1.15770634526038	0.493188041066955	1.62461794250283	1.08600296421316	-0.774250090149924	1.09877517234081	-0.620501725765605	1.16720159775652	1.70981546714114	-0.621619077592117	-0.545547991249621	1.07799241571646	-0.834162040418256	-0.71920095789494	1.01953513254517	1.33137679302073	1.56443768688463	0.0554311568489762	0.345648742694605	1.09903658482273	1.03664626090675	1.17541064824473	1.39028185340762	-0.784040950789359	1.30679631637025	-0.0138687934103518	0.0627489861662108	-0.670231726001906	-0.134317901898016	-0.618365848451694	0.136490438559695	1.34317325436291	1.88485190299205	-0.183096588248619	1.07066246484731	1.2122007700707	-0.193005979617398	1.32094575594365	1.37282024317554	-0.2521742482864	1.08919697534861	1.25407483789135	1.38096016915698	-0.433169490705681	1.18407778068837	-0.065375075919276	-0.461379342474879	0.666659082546214	0.995833960109086	1.15703554398441	1.31427163815883	1.02178871500586	0.422114672104983	1.16398216934589	1.20708156712844	-0.310658476126664	-0.06469659183701	1.0376360006875	-0.332084910528441	1.10791872982	2.00449895325901
