"TCGA.3R.A8YX"	"TCGA.DX.A1KX"	"TCGA.DX.A1L1"	"TCGA.DX.A23U"	"TCGA.DX.A3U6"	"TCGA.DX.A6BG"	"TCGA.DX.A6YQ"	"TCGA.DX.A6YR"	"TCGA.DX.A6YV"	"TCGA.DX.A6YX"	"TCGA.DX.A7EF"	"TCGA.DX.A8BG"	"TCGA.DX.A8BH"	"TCGA.DX.A8BM"	"TCGA.DX.A8BO"	"TCGA.DX.A8BP"	"TCGA.DX.A8BR"	"TCGA.DX.A8BS"	"TCGA.DX.A8BT"	"TCGA.DX.AATS"	"TCGA.DX.AB2Q"	"TCGA.DX.AB2Z"	"TCGA.DX.AB36"	"TCGA.FX.A2QS"	"TCGA.FX.A3TO"	"TCGA.HB.A2OT"	"TCGA.IE.A6BZ"	"TCGA.QC.A6FX"	"TCGA.QC.AA9N"	"TCGA.SG.A6Z4"	"TCGA.SG.A849"	"TCGA.SI.A71O"	"TCGA.SI.A71P"	"TCGA.UE.A6QU"	"TCGA.VT.A80G"	"TCGA.VT.A80J"	"TCGA.X6.A8C2"	"TCGA.X6.A8C3"	"TCGA.X6.A8C4"	"TCGA.X6.A8C6"	"TCGA.3B.A9HJ"	"TCGA.3B.A9HL"	"TCGA.DX.A1KY"	"TCGA.DX.A1L0"	"TCGA.DX.A1L2"	"TCGA.DX.A23R"	"TCGA.DX.A2IZ"	"TCGA.DX.A2J0"	"TCGA.DX.A3LY"	"TCGA.DX.A3M1"	"TCGA.DX.A48N"	"TCGA.DX.A6YS"	"TCGA.DX.A6YT"	"TCGA.DX.A6YU"	"TCGA.DX.A6YZ"	"TCGA.DX.A6Z0"	"TCGA.DX.A7EI"	"TCGA.DX.A7ES"	"TCGA.DX.A8BU"	"TCGA.DX.A8BV"	"TCGA.DX.AB2H"	"TCGA.DX.AB2J"	"TCGA.DX.AB2O"	"TCGA.DX.AB2T"	"TCGA.DX.AB2V"	"TCGA.DX.AB30"	"TCGA.DX.AB32"	"TCGA.DX.AB3B"	"TCGA.FX.A3NK"	"TCGA.HB.A3YV"	"TCGA.IE.A4EJ"	"TCGA.K1.A6RU"	"TCGA.MB.A8JK"	"TCGA.MO.A47P"	"TCGA.QQ.A5VA"	"TCGA.QQ.A8VB"	"TCGA.QQ.A8VG"	"TCGA.QQ.A8VH"	"TCGA.RN.A68Q"	"TCGA.RN.AAAQ"	"TCGA.SG.A6Z7"	"TCGA.SI.A71Q"	"TCGA.SI.AA8C"	"TCGA.UE.A6QT"	"TCGA.VT.AB3D"	"TCGA.WK.A8XQ"	"TCGA.WK.A8XT"	"TCGA.X6.A8C7"	"TCGA.X9.A973"	"TCGA.Z4.A9VC"	"TCGA.Z4.AAPF"
"ZBTB25"	0.0845378559393228	0.758489443240321	0.648507334781547	0.850274129240541	-0.834950162972738	-0.982082192320242	0.791823273110103	1.96696409486698	0.631475543526745	1.5346584374006	1.17941732110717	1.49136196221122	0.601643814767747	-0.304543765694082	-0.268500646931873	-0.086073669610619	0.168841050882957	-0.245254808987168	-0.0395761549392374	-0.142775839509577	0.991445985747847	1.4923024218182	-0.932375293771616	-0.799912118120819	0.917495214910361	0.683848983164702	0.652917141453442	-0.491537451128848	-0.358229751430865	0.784511279330662	1.2285787071568	-0.973966786544326	-1.43328305318482	-0.924948693339606	0.0702823595397521	0.677856705970765	2.28077413812621	0.347404265458212	0.261209449096037	1.13520205086228	1.63161221595998	-0.33872218198152	-1.37381966862575	0.115409731616516	-0.822730313671349	-1.16811440396736	0.821559844387687	0.0842764833134982	0.925527984733388	1.6316266774081	-1.81417590436069	-0.645886287286115	-0.497036736430346	-0.18102552210623	-0.967103090200464	-1.08307888796746	1.29133947183783	1.01849133568208	0.267010306296496	-0.377451518421346	-0.0105540549679831	-1.31952322252076	0.712959090235948	0.617852141935266	0.909683402645365	0.0266532871135628	-0.699722831072138	0.701589626110177	-0.376408473464973	0.562638125853426	-0.297960740898599	-1.0584703470458	2.19997085430668	0.856179747658046	1.02215033744289	1.16301076289288	1.08049084942665	-0.926116278900107	-0.130948588531237	1.55227544172177	1.04920443613743	0.989570604333319	1.84401061673326	-1.29929760604885	-0.354703004726906	-0.352239659339429	-0.104833008344944	1.15181842285984	-0.36372567178337	-2.27693017468378	-0.420757814696535
"GPR22"	1.33414378104468	1.32934613834916	1.32824918798292	1.32365836772715	-0.542609135300494	-0.217724592286638	1.32466729038386	1.3321196884765	1.32628065449738	-1.03163159501472	1.32430523154248	-0.162479538876847	1.32459059252634	1.32760157838174	-1.01569909703983	-1.20262167639158	-0.372033377595379	0.208800124794455	1.32927102989119	-0.0874935400735581	-1.20262167639158	-0.0518388138048017	1.32521678387081	1.34174084824636	-0.622442522820154	-1.20262167639158	1.32949754157976	1.33158176859585	1.32784793882658	0.00925292426033685	1.32429647415701	1.32394322565576	-0.25278848711713	0.0849628252341727	-0.677620412864868	-0.593708801860628	-0.934197085538494	0.0782156888353518	-0.140048202442864	-0.621219190054508	-0.185701211826855	-1.13238970322638	1.33495800512768	0.0693794103888397	-1.20262167639158	-0.182377452822721	1.32058180414787	-0.673498597202053	-1.20262167639158	1.324116759429	0.113135547311909	1.32101545017464	-0.256200278687185	-1.20262167639158	1.32696547249279	1.33329756703847	0.00861377528331131	-1.20262167639158	-1.20262167639158	-0.194201439537556	0.00604293187373259	-1.20262167639158	1.3259684067715	1.32554665378794	-0.00304312853379315	1.32883544084831	1.33360223224076	-0.0141834276293335	-0.259084521269025	1.32580696590094	1.32894905573421	-0.226697422136129	-0.394829201280983	1.62460510334896	-1.20262167639158	1.32834863536947	-0.27721897932749	-0.21749566037492	-1.20262167639158	-1.20262167639158	-0.0645335133868068	-0.0942638509002393	-1.20262167639158	0.0341550601070668	-1.20262167639158	1.32436676257377	-0.135028018014654	-0.190817635399901	1.32214747112111	1.32419260258009	-0.198282936158764
"LETM2"	1.2292701421726	-0.782865734683567	0.356052702649806	-0.777327329444032	-1.24302022125183	-0.728817033718214	1.15926482788073	1.09119448053921	1.23584945728664	2.73769041577072	-0.249879570562595	-0.453063522476305	1.37962945246641	1.15015779821247	-0.488509569101529	1.32541521498493	-0.738277734796678	1.20630679399056	-0.790139589437329	-0.55100597290795	2.35511440227828	-0.694898112719199	-0.790629249565973	-1.2950024982176	-0.00840082334119594	-0.142236900935109	0.0357165669925225	-0.492999188255766	1.37947102413734	1.12987996402545	1.90843355911972	1.10724500232161	-1.07293715715346	1.22412822913186	-0.372280668091406	1.14385400569072	-0.0207165408316366	1.1053357259638	-0.474239453997003	1.1758935326007	-0.776729748160998	-0.42912864468322	1.02430568883664	-0.299874293617508	-0.595425092847515	1.30748392977472	1.20988228963122	1.1005015412795	0.0398031899661558	1.24960138429623	1.25915156010797	1.43808842063018	1.17320740002736	1.03468110040054	1.11959293896015	-0.779218923851691	1.34138559928917	-0.798751675125923	-0.298217112914512	-0.976374315549532	-0.710846134181004	-0.586432261649555	-0.805485166604684	-0.629141318477157	1.90974608156128	1.30225896758268	-0.683212718632015	1.1619723124152	-0.474463351945215	0.292518481619092	1.12135891575559	-0.909093729319065	-0.266891466608576	-0.785298746495147	2.46580802124602	1.12645174606663	-1.14258149854796	-0.764005967659559	-0.812706786951778	-0.666617793920667	-0.144509657729771	1.42009496749847	1.16203542573548	-0.581692862664962	-0.782919142107314	1.17595046079202	-0.718203270796766	1.14374290338426	-0.479800893081312	-1.28557089225961	-0.671313393611718
"GPR52"	1.40306474737238	-0.196517564436111	0.893872158519338	-0.259886907763066	-0.0681373837672912	-0.828886797978377	1.37158675424514	-0.828886797978377	-0.828886797978377	-0.383798382948156	1.27613393501732	1.32026257262048	0.0400580546425816	1.67424266757793	-0.408965780355985	1.69952668702281	1.14556422083404	-0.685736134512333	-0.828886797978377	-0.828886797978377	-0.828886797978377	1.98284812646983	-0.828886797978377	1.34183158243576	-0.224621291353368	1.72249198764839	-0.828886797978377	1.12697817929662	1.4869967626262	1.54685743628097	1.25069549343661	-0.828886797978377	-0.280767701121666	-0.828886797978377	-0.198095739776846	1.23145324309989	1.51202861594601	1.48627269548638	-0.828886797978377	-0.526410543658928	1.44874243590373	-0.828886797978377	1.4746784381311	-0.828886797978377	-0.828886797978377	-0.828886797978377	-0.828886797978377	1.57887152352584	0.699142579294742	1.17370048661922	0.192509123216633	1.3274289135615	2.04092965820691	-0.828886797978377	-0.828886797978377	-0.828886797978377	1.0358355517633	-0.828886797978377	1.64845060051324	-0.828886797978377	1.05419262768249	-0.122012548262052	-0.560754723741192	-0.828886797978377	-0.828886797978377	0.450685389052778	0.920113960093098	1.47414557448775	-0.828886797978377	1.02258935335553	-0.828886797978377	-0.828886797978377	1.02533666371644	1.39209096354601	1.81605453228419	0.242410184644973	-0.828886797978377	-0.828886797978377	1.25457560528128	-0.828886797978377	1.6086985541303	1.04143783081495	-0.828886797978377	1.24010598142001	-0.828886797978377	1.80816256444565	-0.828886797978377	1.32473983083109	0.879081972192677	1.12892401218459	-0.215388617427375
"APEX1"	0.298570922722053	-0.569954412880864	-1.47920507999714	-0.181876583859505	-1.48594532578202	-0.252045086303199	0.875611940347345	-0.254075069334761	-0.349180469822882	1.40814485576203	1.65548638003884	0.675423109732192	0.964682230025428	0.0335618181238958	-0.502695247044556	0.210232637172897	0.0744887263799807	1.54052005778183	-0.0788807892454714	-0.284156827522415	1.0618993237752	0.00924082025306981	0.393226020407842	1.36125465887095	1.37990241102986	-1.09952871182622	0.912484841223741	1.41191338806716	0.973904525594534	1.42617405096578	0.0141581727538823	-0.270118721310901	-0.019317285552949	1.4596741007991	-0.269027722731003	1.43570861405021	-1.75961737548632	1.17041979547033	0.337023026972067	0.931032645162446	0.0958252642651172	1.46164088753472	-0.32883450634756	0.187318126402505	0.0774293543369824	-0.693367001182266	0.776371426824157	-0.140891440933077	-0.196981896278577	-0.0384925197132349	-0.8585219408914	0.242344359731967	-0.537003331347662	-0.843162108957317	-1.07799168019905	-0.106543846673777	-2.76456554849068	-0.809884454106373	-0.875442678071769	0.38712944882053	0.87031982232468	0.841546386944718	-1.30048765127684	0.0357932023656146	1.34391161243246	1.38962458366902	-2.34381547842851	0.813568981949776	-1.02739609287218	-0.971314993657202	1.36319646368547	0.94215650843096	-0.720756776837899	-0.573907741035785	1.59539880766062	0.192439406196675	0.298359808195406	1.05786701417928	-0.890412558886788	-0.126065147137459	1.26411366679354	0.808059336625565	0.000835705155505713	0.515660993843174	-0.439777215982786	0.715368195490447	1.31978467146047	1.41974111277972	-0.466314289912288	1.61260188099086	-0.155032708142688
"MUC13"	-0.283365651228203	1.35994156936205	1.37712349400022	-0.405117205734167	-0.975914019249276	-1.0069673622508	1.88242578901165	-0.697868921122113	-0.932353200723994	1.40990631474597	1.36762046279783	-0.333871169429736	1.3616010051668	1.35598552539804	1.37713261308125	-0.158353958716651	1.35709784281426	-0.552391953947497	-0.363580892217395	-0.273864325783391	1.37898793238679	-0.554144471087759	-0.426085026785874	-0.384458232419256	-0.164122912453709	-0.807161735863585	1.37953233084572	1.37315960123019	-0.89695215302393	-0.557277539269237	1.38036723435423	-0.379167044359443	-0.568424676166274	-0.708559402891367	-0.964998516332714	1.62548811995974	1.34881331040006	1.42397399498185	1.34565720086643	1.3523004236711	-1.12271387714743	1.39551552717817	-0.0202612065387207	-1.18476262909386	1.38745147073429	-0.636299044445452	-0.960405616328969	-0.237981283050925	1.39315577435574	-0.844356606643791	-0.722829125509951	1.39826776453668	1.3659015063721	1.38492347469441	1.37599530842362	-0.815471358630325	-0.879562152595317	-0.831423488197055	-0.226933721829009	-0.189582473257622	-1.14284118175179	-0.913605006303419	-0.853435240923352	1.38166413353544	-0.264405955846721	-0.410372541617955	-0.205758607223174	-0.911100336553643	1.39893200569235	1.4124985908877	1.36555149588196	1.37752177265289	-0.738031414724094	-1.06803830207946	1.36452334243205	0.0847556868124977	-0.357016722827206	-0.305372229408242	-0.344360774122241	-0.996018985951021	1.37395271853044	1.36857195089502	1.37004837292025	-0.961310250381228	-0.827495500550398	-0.768662763784016	-1.09415935128515	-0.914017586370599	-1.12850547100316	-0.515016784381548	-1.1563822334298
"CTD.3214H19.4"	1.33870923981178	1.35344415997278	1.33603969315378	1.32654790387072	-0.353138197866613	1.33069238369646	1.35155624043169	-1.12180279672239	1.37656050200735	-0.336770600085729	-1.12180279672239	-0.405375411589951	-0.0842221946852752	1.32839884006908	0.0357401353796639	-0.968849074376287	-0.495881028963858	1.35734420435583	1.34640560730056	-0.529235700522298	1.32704721393009	0.116940048092737	-0.436736648735054	1.35479067696678	-0.364261553296027	-1.11861973659911	1.35192478226198	-1.12180279672239	-0.111209877691623	1.35039188874461	-1.12180279672239	1.33515802644441	-0.00591419749361801	1.35016774381161	-0.392240546215777	-0.69783065025867	0.0895990866803562	-0.705672321403411	1.34619566929774	1.38036113839464	-0.303597273874454	1.44780399765557	1.36912811202416	0.683019658518421	-1.12180279672239	1.33369642882913	1.33489486269482	1.38214968308612	1.37238707446882	-0.838727082370508	1.34503259554212	1.33621719811412	1.34817550271087	1.33570861431322	1.34338742456684	1.33994410775879	-0.700438330339927	-1.12180279672239	1.34786943583754	0.0376643933738901	0.375364798715776	-0.715459800322897	1.35306040778085	-1.12180279672239	-0.553276337985957	1.33358199483467	-1.12180279672239	-1.12180279672239	1.35993949239775	1.33295801222211	-1.12180279672239	-0.141153032691426	1.33665363985304	-1.12180279672239	1.680816193941	1.39080009183765	-1.12180279672239	-1.12180279672239	-1.12082402147899	-0.0957731258585627	-0.275859845848353	1.34538732730821	-1.12037688975477	0.204737222585519	-0.624002685019306	-1.12180279672239	1.3300190069778	-0.455414621397705	-0.678829997180871	-1.12180279672239	-0.0874597371360316
"KTN1"	1.18567996192795	-0.117218472027506	1.37086377828414	0.0873488369839875	0.697026578288299	-0.952886021622003	1.46513923372448	-0.437479769531765	-1.50626874570004	1.47484130749859	1.7687318917985	1.64604853607408	1.72217701048471	-1.95866427958442	-1.00579758419192	1.28574537452551	-0.595683084713781	-0.19714051130654	-1.35685108357114	-0.388686492192313	0.836708767404889	1.24834133393547	0.0918789674202858	-0.0539605380355681	-0.220826859469351	0.202548115077994	1.48505976689176	-0.714297771625927	2.08742480655105	0.166085697501404	2.37119442561302	-0.355088529438546	-0.41912805781053	-1.42202663492319	0.204219752259341	1.27900019725021	-1.67191438245804	1.4088434340261	2.10050767547371	0.0677263722487185	0.999267234900725	-0.962517255526803	-0.22399126850348	-0.926696673203852	-0.695273203344706	-1.38339856084995	-0.14138728499073	-0.969616996741085	-1.0171696348044	-0.498572748983083	-0.755085267607599	0.135745909144716	0.223810421103191	0.662288188751102	-0.317857925661704	-0.14169124734215	0.501850594542651	-0.26238641044295	0.797065671911045	-0.0345281481817531	-0.311879688678037	-0.28785572878133	-1.58161513129909	0.205189302067788	-0.846613814438604	-1.32276073793342	0.364959658503017	-0.138912430001612	1.10278233892918	-0.941936584547122	2.5440541804187	-1.51164089572103	0.507718837203336	1.58554589373405	1.3059470414758	2.82017332076795	1.86917979961636	-0.722906168608952	1.07614523446754	-0.735993720518781	-0.250581788942892	0.284971308592107	0.0447497595384098	-1.27228275699414	-1.04788185503546	-0.433417646399891	-0.923676227330538	0.932241222536751	1.7413176033935	0.330206643902254	1.01395808297444
"CLIP4"	0.834703218440401	-1.52866729046679	1.2267339140025	1.23810724855718	0.674245843011933	-0.504190019590762	1.38142925454719	1.17085527361902	0.773162668333352	0.668518995721203	0.727565207602199	0.831852152187155	-0.195246080284217	0.785185161806273	0.972481368929286	0.40533850461947	0.654727200153329	-0.443830353367908	0.105646267105135	-1.72027573770955	-3.03961397429241	0.653386330132499	0.833240593655804	-0.531032741401117	-0.278743911210133	1.19173409916495	0.55049278916096	1.00636276229363	0.503729482770431	-1.08648143641136	0.800070190464834	1.1459158942193	1.04366942481343	0.0569841842452823	0.730629662397005	0.567143793027929	-0.53860257638946	0.511202958962604	0.972764428259038	-0.42924541695863	-1.0262299699973	-0.138383254709593	0.712988468092679	-1.4851531845864	0.480821124907053	1.0073872289199	0.863593828147656	0.0193412137028926	-0.541644906133778	0.900899032478148	-0.737830792748135	-1.48189293467607	0.791493438804786	1.2769611343488	1.01253200406968	-0.787509353599648	1.09148356282751	-0.698253822694823	-0.173565234574026	-0.00607549139533761	-1.09680960017897	1.06838634499748	-0.605642499212353	-0.71013239559154	1.13650804389765	-0.237129272595852	-1.0855357807603	0.31469475007704	-0.890957867533966	0.0318973249772468	0.747229294030669	1.82451304616302	0.135050196075187	1.11937405837715	0.816537993209194	0.353233912094267	0.0622222987852448	-0.179778435990565	1.0107702947059	-0.448718245679531	1.10087405641913	0.264925983195918	1.34486356828106	1.09698104273976	-1.33805549788747	-0.275531613468518	0.805718970916646	0.893044070986442	1.22070627789201	-0.204851983155069	-0.888005465794106
"P2RX7"	-0.10981724593618	-1.17011770610477	0.821226558938626	-1.98302639720145	-0.12648806829304	0.673513544716245	2.25788314857527	-0.11892722689293	-0.0291726706993946	-2.34436123379534	-0.180867164322227	1.10742848727558	-0.685146424110433	0.926356103320171	1.05793351256486	0.117354465874269	0.496613513619445	0.219620983377812	0.895360680740085	-2.10106882585995	0.0955431843067926	1.34457720700969	-0.0318773037843466	1.62011094805877	-0.15174454389821	0.427712035623217	-0.523188361810198	1.56363110524875	1.4668813140276	-0.343175073861476	-0.0395270945227189	1.33716395631628	2.14761429982152	1.51886490599716	-0.521977825632919	1.05188148027906	1.93646488235862	0.99872787835026	-0.506787307193557	-0.55470971808671	0.71268638082125	-0.724455998590045	-0.418464772480115	1.41687743590945	-0.818298754712116	-1.58533148376214	-0.239641931051489	-1.01270671283744	-0.396498786092878	0.174688362258619	0.604744650227929	-0.628854241809265	0.284362370253218	1.28393914618614	0.10846810149869	-0.200257052404562	-0.52560333383878	1.06183749587704	-1.96568169911726	-0.0776372907050199	-0.31160161738354	0.770649642632005	0.314166993637864	1.05426065636127	1.02874237824744	-1.04885773436618	1.20701235926279	0.290698851550861	-1.0824201961449	0.128577827014055	0.412144331490492	0.601742976220819	-0.473697648606287	0.920855750820116	1.05934432547144	1.21744939812228	1.62695455888025	-0.980881135124908	1.42377804586686	0.256137086773595	-1.07593559472174	0.613723646906418	0.951466131418259	1.69612349801214	1.1704636433942	0.0276356340940515	-0.470859374004032	-2.66727934960539	0.826531263279831	-0.257727935113284	-0.946527085411835
"NEDD8.MDP1"	-1.13752735042624	1.24691366327265	1.24065107439376	-0.0373590969383088	-0.359846928422606	0.276198046906845	0.223822815465969	1.27655726897301	1.31257226887437	-0.89055871951713	-0.427139417712951	1.24597532053261	0.138111361548666	1.26132450253291	-0.747462675581784	1.24817186340765	1.28367122426407	-0.116275818367807	1.23679906344168	0.00763648579093904	1.26984499609382	-0.151677646479678	1.27664185276892	-0.273268820884862	-0.829280921243063	-0.746839134346441	1.27533325499922	1.297438754269	1.27859908209907	-0.429855714835096	1.29728852210315	-0.756977142257634	0.129617958991509	1.27405775130093	-0.10122764333619	-0.13733323681289	-0.559305859637923	0.434873942267476	-1.41644629883737	-0.0544671278630516	1.24701452431499	1.3176157099536	0.191936438502325	0.00839709595343216	1.24231007716522	1.27983641718703	-0.223287884818284	-0.467945605845177	-0.793257948603727	0.143982209849355	-0.908909943456062	0.351666808623815	1.29610685504908	0.370318098051164	-1.04274843708261	-0.662104970628626	1.27894375664439	1.27973139925025	-0.989481884402362	0.0176208243522154	1.28708487175981	-0.0558177861170545	-0.68137190640414	-0.159192417607274	1.27380498551037	-0.010268344298867	-0.430191139745606	-0.797044589782829	-1.1629460840623	1.2961698564823	1.25956370901807	1.23758429171645	-0.34165501482947	-2.05826127895384	1.61890908425097	-0.325907378347595	-2.87672474495267	1.29643414057801	-0.0398512696518529	1.24339216499223	1.27313663846507	1.27367790294238	-0.707356706266524	1.3260231820733	-0.0691603902086049	-0.0917245820259357	-0.270757991197989	-0.653270313022731	1.27173508979169	-1.01336400472801	-1.18779074482131
"FP325331.1"	-1.00728765780762	-1.00728765780762	-0.368300682864825	1.30534887367378	1.35719198119595	-1.00728765780762	1.28134332251514	1.35673679329498	-0.0218036401757196	0.649620177227716	0.0176072236087963	-0.0821338778927776	0.624045538673914	1.44075813076701	1.38001403533832	-0.535126064321953	1.39757153692168	1.4387106370186	1.34996079059189	1.37827934105383	-0.603598883362342	-1.00728765780762	-0.448126029643758	-1.00728765780762	-0.652175442918226	1.31715034132146	-0.54127711500282	1.45393489422163	1.35651309802292	1.39452708764151	-0.413624240898328	-1.00728765780762	-0.780507046284479	1.36860468397299	1.2133099111517	-1.00728765780762	-0.19069173458945	-0.113890006968797	1.354040403361	-0.282720955428297	-0.664826895454157	-1.00728765780762	-1.00728765780762	-1.00728765780762	1.16862338948935	0.0015020514375089	-1.00728765780762	-1.00728765780762	-1.00728765780762	-1.00728765780762	1.25511334270188	1.41624911047187	1.22876277321899	1.28734242121637	-1.00728765780762	-1.00728765780762	0.109224913613605	-1.00728765780762	1.40598144786863	-0.133628764589674	-1.00728765780762	1.42123001602539	-1.00728765780762	-1.00728765780762	1.85613157820117	-0.318286124982668	-1.00728765780762	-1.00728765780762	-1.00728765780762	1.32265118281967	-1.00728765780762	-0.0144080692117822	-1.00728765780762	-0.729526203949555	1.31059005087739	-0.622712735629365	-0.332954202508077	1.17359481843437	-1.00728765780762	1.38803089632498	-0.454484816021323	-1.00728765780762	0.476844060356537	-1.00728765780762	-1.00728765780762	-0.204539803320263	1.17710026692032	-0.183779877467013	1.44655486035825	-0.206841010535334	0.748812581474834
"GJB3"	-1.20358157685282	1.17277388663989	1.16429507071527	1.22596582554234	1.14996777758296	-1.20358157685282	0.113537423173673	0.835177260508545	1.15288249469761	-1.20358157685282	1.14940474181651	0.141312752732182	1.16164761846739	-1.20358157685282	1.41004657575625	0.875295377947059	0.323373878869786	-0.011181628728448	0.239424611945433	-0.199634625294562	-0.655837177587906	0.942244483946206	-0.344736848583414	-0.0172231451386159	1.09634121612534	-1.20358157685282	1.16694265013037	1.1569811451731	1.31171788242454	-0.174584597254645	1.23105941135674	1.15742380016521	-0.598046822555934	1.15172079316234	-1.20358157685282	1.31109154625268	-1.20358157685282	0.0472699695123301	-1.20358157685282	1.15277511363946	1.21858264349093	-1.20358157685282	0.0485827746779666	-1.20358157685282	-1.20358157685282	-1.01911428765834	0.566080753586891	-1.20358157685282	-1.20358157685282	0.00441702849033216	-1.20358157685282	-0.122347863737257	1.34783488500048	1.15887945922384	0.0848449978079411	1.18288291113373	0.825542324097216	-1.20358157685282	-1.20358157685282	-0.291693585669515	-1.20358157685282	-1.20358157685282	1.21229569216177	1.20763342133204	1.16070629522743	1.23880362662834	1.15330905642459	-1.20358157685282	1.16630203901179	1.15351183856325	1.14558974335955	0.506415092337914	-0.00149328064691869	-1.20358157685282	-0.0158183573863606	-0.433091659615732	-0.27915653084844	-1.20358157685282	-1.20358157685282	1.2281736593258	1.18663655660524	0.423394559144765	1.1592834733088	0.523848368729024	-1.20358157685282	-1.20358157685282	-1.20358157685282	1.16586264982913	1.14779792874817	-0.0178882869627948	-1.20358157685282
"PCCB"	-0.000518461910089718	-1.26039385525907	-0.123790780197947	0.992146293167307	-0.489154992307059	-0.380859280324677	0.930914482830221	-0.387110877071323	0.885547381384729	0.811760152354217	-2.09191180823679	0.85147040816288	0.864497132543699	0.828483761350798	0.918519781308903	1.20637689409552	0.870549127802486	0.969946368013021	-0.38377803271752	-0.168374317774678	0.662862277596963	0.9580511978135	0.817501618357436	-1.23663000982609	0.692182188137925	0.880580269725185	0.848886116459441	0.881907973069161	0.812400057671209	-0.194643811265284	0.610069990651777	1.04049325473949	-0.46367003880873	1.01015554433787	1.15402851416261	-0.0686077391354881	0.849613486208368	0.999312652409447	-1.58794340706135	-1.62757697937457	0.0785255642977676	-2.54174377608486	0.713630625744792	0.0603147082583424	0.412217438367275	-1.53485173569996	1.16915868872022	-0.361402147608946	0.913921718148585	-1.58773365491647	-0.660131850164105	-0.747436131334875	0.458890599497064	0.439273384601242	-1.88987406865196	0.941623507743002	-0.17398550610739	-0.148327416052266	0.936379874518963	0.49597487403199	-1.99832547511998	-0.082269253156914	1.11538525874802	0.975193404280299	-1.25736272395199	-1.81592414889722	1.04451419873923	0.873600226523613	-0.384072117870605	-0.211109196508191	-0.953046638182768	-1.73637261878944	0.728650399280427	0.870807513559119	0.783958024953374	-2.0691751367614	1.13131788183312	-1.65940368203242	0.967067814691906	-0.0438041388453685	-0.975504196895043	-1.58356498938302	-1.78704606539835	0.815990280551501	-0.154146433502984	0.696971214178591	0.77746089661324	0.617250246136241	-1.57868658917931	0.963936331183577	0.283351845338181
"SORBS2"	1.32801763265115	0.0354188379977127	1.02265906587998	1.06792843663802	-1.13974523132613	1.1908295517786	1.28103380263762	1.21845710606859	1.19992993792809	-1.1201223539171	0.512163187315586	1.23067680361996	-0.982201151795909	-0.227854052135768	-1.21961344933405	-1.3704812725619	-0.136337807455582	0.252069057058791	1.17783718917676	-0.293425368043767	0.989474994376601	-0.676032552942947	0.614236670722964	-0.341023457700726	-0.520888412830518	-1.62655544223989	1.11768680902503	-0.50992931112894	-0.909546964992893	1.23434690392742	0.500686569056653	1.39030263809189	0.920996230357971	0.0944406616131587	1.31592199483209	0.681976787278569	1.28499246946675	0.139709210223277	0.211467575576362	0.876602603979013	-1.87647300041256	-0.302405548263462	-0.93691450757449	1.26390906542895	1.10454405115268	-0.630212714398839	-0.310261201595967	0.0807037850447188	-0.138206618992555	-0.989360536137849	0.0491138582770406	1.24527565336029	1.0068799705101	1.3841474358096	1.21192126508426	-0.212092601418909	1.30326982325147	1.24218450015014	0.0122952063126334	1.2919671180059	-0.682298788284185	1.39003854153483	-2.08195221621325	1.27242144636563	-0.192281460756609	-1.19002507493374	-0.177896085537876	-0.89451547527805	1.28431749114688	1.16338132716808	0.703499071208572	1.28630919075644	0.055117079451152	1.66376699552795	1.38005782741174	1.20810714278165	1.32725300315811	-0.848115552275663	-1.22347572993497	-0.599386779036756	-1.47810143898579	-0.00395259299961687	0.149937044000184	-0.251588255380636	-0.0459058287937631	-1.02108495582451	-1.3169618208445	-1.05149288421428	1.08877663478622	-0.266002901035944	-1.06510806857016
"MFSD2B"	1.52560489405304	-1.59911850703947	0.477636398100961	1.14290500670962	0.154606366348218	-0.0155059231137348	1.36761210449114	1.46100157193039	-1.72129953322244	1.0680690965959	0.913618307595536	0.89968476043917	1.38343262571937	-1.43173037497468	1.27009876990237	0.889933587307803	0.234967165051124	0.860739332102236	-1.54603939481127	-0.864689200798161	0.571927971839982	1.28216605276717	-1.56848169313964	-1.72159959744623	-1.75894466081199	0.412196736893373	-0.8436735280324	0.537326829186817	0.568164384533266	1.53067662075932	0.634550333986899	1.00936187095645	0.999931728154287	0.786483925577064	-0.854706758753303	1.22572753945327	-0.233715662588096	0.699246128894515	1.38826790225443	0.575725089166025	0.656823332764194	0.921453310268685	-0.551357214299119	-1.71764109044851	-1.09845182921068	-1.6744313091788	-0.668704712651599	-0.736990731528577	-0.68587347801238	-0.695867100445228	-0.999687116053181	-1.6404515563607	-1.54556589522878	-1.44837952944457	-0.18092615813298	-0.101626867395505	-0.470445791840631	-0.72507957596815	0.746640032483137	-1.07145047947068	0.187409085734383	-1.40156026061283	0.143894184525355	1.04416694679841	-1.45970510676963	-0.445029864657491	-0.084864426710312	-0.668456630757068	-1.13402442899367	1.43219090857109	-1.56528928799006	-0.269685717666865	-0.632386403848631	-1.32872938637995	0.538219809175966	0.37140284443998	1.13508122949589	0.6716760783226	0.719139973371764	1.02833683694426	1.19592929340272	0.917253980729832	-0.382192192625316	0.477734158693029	-0.708102334794604	0.906437290370436	-0.289396588218597	0.991940848857544	-0.633841000613151	-1.57188602592384	-0.436514339584556
