"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"State"	"MaxFC"
"STK32B"	"STK32B"	1.14267877469332	0.545788746341808	-0.748066950885667	-0.216602423410965	-1.18129681711545	"IS01"	1.14267877469332
"RAB32"	"RAB32"	1.13993590473198	-0.32668749177119	-1.44026658082058	0.451169106957499	-0.357927213732334	"IS01"	1.13993590473198
"TXNIP"	"TXNIP"	1.13511595655846	0.0405762701822964	-0.460803325190621	-0.0990423751818437	-0.979531054229057	"IS01"	1.13511595655846
"SGCG"	"SGCG"	1.13303013356777	0.266254041065655	-0.550339452549114	-0.300755790726096	-0.958371369130804	"IS01"	1.13303013356777
"CFD"	"CFD"	1.12858779807932	-0.512623386137761	-1.04270006700387	0.752157484612172	-0.727492222950898	"IS01"	1.12858779807932
"FILIP1"	"FILIP1"	1.12624889561793	0.319246518195133	-0.904031649272214	-0.286502095772918	-0.747688552117156	"IS01"	1.12624889561793
"GPRC5B"	"GPRC5B"	1.12202341568387	0.226349177815555	-0.360823106123094	-0.197049415959315	-1.14185648767367	"IS01"	1.12202341568387
"ASPA"	"ASPA"	1.11930418388336	0.107791711539839	-0.675624272065316	0.365006494826432	-1.28287077281384	"IS01"	1.11930418388336
"APBB1IP"	"APBB1IP"	1.11002584170876	-0.522596869087078	-1.81535849014621	0.886208861504122	-0.226537008529116	"IS01"	1.11002584170876
"SESN1"	"SESN1"	1.10858365494019	0.502162025537813	-0.330749566324512	-0.226826008512261	-1.40404684697562	"IS01"	1.10858365494019
"SDK1"	"SDK1"	1.1043760194695	0.220368723013269	-0.258274025806585	-0.0157890373213682	-1.35550035155194	"IS01"	1.1043760194695
"TNFAIP2"	"TNFAIP2"	1.10291035894577	-0.623664113009069	-0.938901983016961	0.510587604386257	-0.444431633467748	"IS01"	1.10291035894577
"C10orf54"	"C10orf54"	1.09453449748988	-0.0166607635758659	-1.47196230460862	0.676673402619061	-0.798899917962919	"IS01"	1.09453449748988
"CD34"	"CD34"	1.09134520926466	0.332392860866286	-0.881394423821139	-0.0236836609068744	-0.972430410988861	"IS01"	1.09134520926466
"PDGFD"	"PDGFD"	1.08998346215294	0.345478156904762	-0.235736905722966	-0.0668519025737146	-1.43735366126182	"IS01"	1.08998346215294
"NTN4"	"NTN4"	1.08698793883902	0.109622242702234	-1.19798007906565	-0.322050407917188	-0.229432010388783	"IS01"	1.08698793883902
"BDKRB2"	"BDKRB2"	1.08593308364729	0.0136690610079038	-0.936856783777099	-0.0120599437713066	-0.607742502584714	"IS01"	1.08593308364729
"AKAP12"	"AKAP12"	1.07705279963828	0.296800035696925	-0.510442989118755	-0.180640650058089	-1.06012691909561	"IS01"	1.07705279963828
"LRRN4CL"	"LRRN4CL"	1.07185324183431	0.106696422287984	-1.20391406809714	-0.0808384007024148	-0.420514555832014	"IS01"	1.07185324183431
"OSR2"	"OSR2"	1.0694939368747	0.0271401509136333	-0.381411369802605	-0.206299700648987	-0.850117311762895	"IS01"	1.0694939368747
"TIMP3"	"TIMP3"	1.06801528971741	0.198737900055761	-0.880552102423311	-0.164420223494992	-0.68131427812912	"IS01"	1.06801528971741
"TRIO"	"TRIO"	1.05801329428654	-0.0670445485239645	-0.828540236389079	-0.903249445099265	0.227897149133274	"IS01"	1.05801329428654
"GALNT16"	"GALNT16"	1.05692088705382	0.197667497073183	-0.853587785445603	-0.0529496672124552	-0.78756596946259	"IS01"	1.05692088705382
"MFAP5"	"MFAP5"	1.0536511410713	0.0353511786516722	-1.40119711987473	0.244823432247067	-0.467975944094188	"IS01"	1.0536511410713
"PALM"	"PALM"	1.04987424898019	0.163600390534574	0.0969314672715115	0.22973812024169	-1.72274162802898	"IS01"	1.04987424898019
"CORO2B"	"CORO2B"	1.04069075790333	0.0869322352030639	-0.835029179436217	0.0639667767419989	-0.773800754716942	"IS01"	1.04069075790333
"PTGIS"	"PTGIS"	1.0346262766331	-0.0804552447790507	-1.10874460268618	-0.235633218851434	-0.11698968774208	"IS01"	1.0346262766331
"VIT"	"VIT"	1.03290585659132	0.040844852235577	-0.658800497537667	0.0454861153037028	-0.834832282306492	"IS01"	1.03290585659132
"LURAP1L"	"LURAP1L"	1.0281568099148	0.320142701493768	-1.29893444839106	0.076605393678643	-0.655201237531552	"IS01"	1.0281568099148
"IL33"	"IL33"	1.02808881836858	0.301191122030508	-1.1084290767948	0.403668998392579	-1.07508863343723	"IS01"	1.02808881836858
"KLHL13"	"KLHL13"	1.02668134898116	0.733078399978238	-0.458640907124441	-0.504113642465813	-1.19413078086618	"IS01"	1.02668134898116
"FGF7"	"FGF7"	1.01925232205985	0.295558784801329	-1.13282138032814	0.072795243356634	-0.742376646600517	"IS01"	1.01925232205985
"AFAP1L2"	"AFAP1L2"	1.01631925877086	0.698725521273847	-0.510167678898456	-0.523218929994625	-1.08992839878928	"IS01"	1.01631925877086
"LIMS2"	"LIMS2"	1.01142824210958	-0.390249532412345	-0.405042217525246	0.59337283277456	-1.05361052471124	"IS01"	1.01142824210958
"CCDC80"	"CCDC80"	1.00700029131829	0.201625284578791	-1.2197617808714	0.0350097426770657	-0.531091520819319	"IS01"	1.00700029131829
"OLFML2A"	"OLFML2A"	0.987972634270833	0.0765327749346547	-0.881759185393824	-0.672761432842656	-0.000830479715211537	"IS01"	0.987972634270833
"RBP7"	"RBP7"	0.977362671086019	0.0903109784565668	-0.758532825535473	0.507154256653661	-1.15731905662436	"IS01"	0.977362671086019
"APOL3"	"APOL3"	0.976748606154463	-0.455387746481049	-1.59059342049637	0.758518118776551	-0.189940943229501	"IS01"	0.976748606154463
"TRIL"	"TRIL"	0.97582054434554	0.814082127449923	-0.148106047259851	-0.513146800638762	-1.44381990828791	"IS01"	0.97582054434554
"MFAP4"	"MFAP4"	0.973201273756948	0.771384406306663	-0.967276910383318	-0.294144882624773	-0.969690038047886	"IS01"	0.973201273756948
"MYRFL"	"MYRFL"	0.970929029786882	0.161835698781505	-0.481066801248017	-0.117229237523895	-0.872523940563266	"IS01"	0.970929029786882
"VASN"	"VASN"	0.966133778961507	-0.459790212689559	-0.982018195742648	-0.0932050222516222	0.129846990051047	"IS01"	0.966133778961507
"F10"	"F10"	0.966057862467121	0.393990273382824	-0.631993991417643	-0.0507078839419207	-1.04911505514311	"IS01"	0.966057862467121
"FNDC5"	"FNDC5"	0.958322220425905	0.332627071480645	-0.27770784272977	-0.297594761206269	-1.02479541951293	"IS01"	0.958322220425905
"MAP1LC3C"	"MAP1LC3C"	0.95791988831763	0.339057848075006	-0.810244155844191	-0.484991279647078	-0.456514046641635	"IS01"	0.95791988831763
"PTGES"	"PTGES"	0.944181926196448	-0.262998716811192	-1.32719008101468	0.526981953768402	-0.339815750089089	"IS01"	0.944181926196448
"TES"	"TES"	0.943018010283923	0.282955629377112	-0.716371863918719	-0.66305523493523	-0.292344071683912	"IS01"	0.943018010283923
"LSP1"	"LSP1"	0.94269685928357	-0.0800372378661674	-1.51095184085125	0.199626415362735	-0.0908317431367168	"IS01"	0.94269685928357
"ELN"	"ELN"	0.942695262428642	0.707791281930531	-0.333178133822514	-0.0853860736981259	-1.53853032372021	"IS01"	0.942695262428642
"AC008810.1"	"AC008810.1"	0.942306341735787	0.0671315776434923	-0.643887677097735	-0.274740735038193	-0.475053390769628	"IS01"	0.942306341735787
"PCSK6"	"PCSK6"	0.939578589981462	0.134983651263141	0.0158111442608977	-0.601439894625015	-0.750045155772439	"IS01"	0.939578589981462
"AL135745.1"	"AL135745.1"	0.938595042661053	0.0705677430755797	-0.646822568734948	-0.281852539848495	-0.465431452519698	"IS01"	0.938595042661053
"ADAM33"	"ADAM33"	0.938071010139224	0.188202637589627	-0.442134381338809	-0.118110683951107	-0.888497847034965	"IS01"	0.938071010139224
"SCN1B"	"SCN1B"	0.933322351897505	-0.198883684775707	-1.19723057224547	0.914345566691435	-0.839747149956275	"IS01"	0.933322351897505
"FAM198A"	"FAM198A"	0.930422805843703	0.522950171391266	-0.85506973708945	0.0824311832651944	-1.0876479352823	"IS01"	0.930422805843703
"TMEM88"	"TMEM88"	0.929260659193122	0.00664299860505251	-0.258872999531127	0.200794395090042	-1.11843394634088	"IS01"	0.929260659193122
"IFIT2"	"IFIT2"	0.92854946324717	-0.104958842167111	-1.05862806551832	0.328940234362813	-0.509145185308948	"IS01"	0.92854946324717
"GPR1"	"GPR1"	0.927038233503314	-0.139435003014728	-1.12086500514614	-0.493822074582081	0.31550724642655	"IS01"	0.927038233503314
"STEAP4"	"STEAP4"	0.921608349682496	0.382122034341357	-1.01355474021865	0.187692946138548	-0.906681306230816	"IS01"	0.921608349682496
"ERRFI1"	"ERRFI1"	0.914181683124097	-0.209895469653381	-0.845334422276636	-0.82127600821024	0.487844461799191	"IS01"	0.914181683124097
"FLT3LG"	"FLT3LG"	0.91417826791637	-0.637644300591603	-1.40356406441766	0.8809832236145	-0.180058478970421	"IS01"	0.91417826791637
"SERPING1"	"SERPING1"	0.913062111515501	-0.21401510329772	-0.915178728664722	0.832800734122958	-0.941236842301689	"IS01"	0.913062111515501
"PI16"	"PI16"	0.912049280496052	-0.0274571250086298	-0.586029326154495	0.289338724052477	-0.892969362573699	"IS01"	0.912049280496052
"TCF21"	"TCF21"	0.906395414345546	0.101700337427773	-0.711117803599524	-0.16064080042201	-0.51824694240761	"IS01"	0.906395414345546
"TNNT3"	"TNNT3"	0.904970949753342	0.082331894918188	-0.324164203076432	-0.334588225649482	-0.63508866247085	"IS01"	0.904970949753342
"THBD"	"THBD"	0.901509401232892	0.155193095384331	-1.03353382900596	0.210533247031776	-0.655269287941959	"IS01"	0.901509401232892
"KLF2"	"KLF2"	0.894201766707445	-0.301439256216435	-0.405215717850385	0.359849281846073	-0.792008797103671	"IS01"	0.894201766707445
"BDKRB1"	"BDKRB1"	0.890333316327071	-0.17618820889989	-1.1165592028122	0.00710832150522085	-0.0561789346825807	"IS01"	0.890333316327071
"KLF9"	"KLF9"	0.881939010873564	0.154473075262252	-0.543014982589378	-0.204440799813422	-0.631281571803013	"IS01"	0.881939010873564
"GATA6"	"GATA6"	0.876083665636599	0.251922416435402	0.256311520941213	-0.524029156119838	-1.04557440594237	"IS01"	0.876083665636599
"PER1"	"PER1"	0.874472288342978	0.00859783911890224	-0.154865331898286	-0.269258857872501	-0.710345600244906	"IS01"	0.874472288342978
"PDK4"	"PDK4"	0.8725055579191	0.437978824456115	-0.370921816668326	-0.134507045697263	-1.10412741543056	"IS01"	0.8725055579191
"FMNL1"	"FMNL1"	0.867806270436892	-0.483041105979427	-1.72755933017762	0.688268268144247	0.138208913234081	"IS01"	0.867806270436892
"LTBP4"	"LTBP4"	0.865118935916046	0.2508020836714	0.547672030343935	-0.366574333522199	-1.39477438670303	"IS01"	0.865118935916046
"IL20RB"	"IL20RB"	0.862285981407516	-0.464790733357003	-1.11137043835089	0.276616252984349	0.026962877739164	"IS01"	0.862285981407516
"FILIP1L"	"FILIP1L"	0.859330129734463	0.230062866215028	-0.455373461302687	-0.470698818593712	-0.508499121468822	"IS01"	0.859330129734463
"DKK1"	"DKK1"	0.857513538638366	-0.596961343149462	-1.16852031000781	0.41160682234219	0.0901960008148379	"IS01"	0.857513538638366
"FAM198B"	"FAM198B"	0.856287544789446	0.344595273739476	-1.0751390501081	-0.227903160628012	-0.368182974808132	"IS01"	0.856287544789446
"SCARB1"	"SCARB1"	0.854934945255049	-0.157087753358602	-0.294645172940048	0.3902486982933	-1.00372188545406	"IS01"	0.854934945255049
"BMP7"	"BMP7"	0.851682663556766	0.173534564524339	0.489049845352318	-0.258293305276328	-1.35208367388848	"IS01"	0.851682663556766
"HSD3B7"	"HSD3B7"	0.845275551989139	-1.03810938997285	-1.03209135399663	0.375994937019475	0.484771742389954	"IS01"	0.845275551989139
"FAM107A"	"FAM107A"	0.84511589664698	0.503699453376621	-0.538480044897919	-0.0313884602974986	-1.10322936265185	"IS01"	0.84511589664698
"DUSP1"	"DUSP1"	0.842646643142874	0.267897229529819	-0.87605264363874	-0.176660447543483	-0.470901347578466	"IS01"	0.842646643142874
"APOL1"	"APOL1"	0.838562185236203	-0.356110595603422	-1.67109368006774	0.763922752976055	-0.0673163797190647	"IS01"	0.838562185236203
"PAMR1"	"PAMR1"	0.838243693017982	0.182988277738502	-0.381806744578373	-0.142953876454235	-0.785576288781035	"IS01"	0.838243693017982
"GPR34"	"GPR34"	0.835737479431053	-0.0485932530178069	-1.76653343031566	0.77512210365262	-0.316068080465082	"IS01"	0.835737479431053
"MXRA5"	"MXRA5"	0.834750344664244	0.47428158167669	-0.527227272728725	-0.96271521455272	-0.231350001860871	"IS01"	0.834750344664244
"CAMK2N1"	"CAMK2N1"	0.832623715851227	-0.351956717666597	-0.88159363933958	-0.0479096208117396	0.0642807261222735	"IS01"	0.832623715851227
"ABI3BP"	"ABI3BP"	0.83073825091253	0.619122477927619	-1.3718323722973	-0.35207284447422	-0.280438807208879	"IS01"	0.83073825091253
"VWF"	"VWF"	0.83071334164906	0.0184100539679819	-0.584109577040874	0.33586485514824	-0.884486470121371	"IS01"	0.83071334164906
"ZFP36"	"ZFP36"	0.827150504907768	0.143175535207087	-0.578032236542135	-0.0722714060941396	-0.64539782168472	"IS01"	0.827150504907768
"VEGFA"	"VEGFA"	0.825473145682639	0.10406151162173	-0.609374540185752	-0.954669619805641	0.214305820576444	"IS01"	0.825473145682639
"PLAC9"	"PLAC9"	0.82238550742919	0.516099980982982	-1.01302645859523	0.509747152323508	-1.21347195531837	"IS01"	0.82238550742919
"MRC1"	"MRC1"	0.816775634894362	-0.254775504495904	-1.59074642418736	0.348184803276994	0.168128908443381	"IS01"	0.816775634894362
"USP53"	"USP53"	0.81351690794254	-0.114319181315685	-1.17359788376433	0.217311235629382	-0.171869247440549	"IS01"	0.81351690794254
"ALDH1A3"	"ALDH1A3"	0.811762160691101	0.202121811120572	0.0174698023983861	-0.0209354341384269	-1.18703149606706	"IS01"	0.811762160691101
"RRAS2"	"RRAS2"	0.811627368749487	-0.493857445753323	-0.554331773260489	-0.574852702646518	0.459665842834321	"IS01"	0.811627368749487
"CLIC2"	"CLIC2"	0.811541783093859	0.229028285988934	-1.47186383090414	0.464969862396745	-0.516476283057682	"IS01"	0.811541783093859
"IFIT3"	"IFIT3"	0.810939569240681	-0.285645299055127	-1.040319912874	0.380800708058677	-0.241961375971577	"IS01"	0.810939569240681
"SHE"	"SHE"	0.809923736332112	0.396401287592795	-0.629241710144485	0.25371724809433	-1.13794475202984	"IS01"	0.809923736332112
"OSMR"	"OSMR"	0.807774640030812	-0.231818328067746	-1.45043294247556	-0.155885673216392	0.502054526640283	"IS01"	0.807774640030812
"GALNT15"	"GALNT15"	0.802067172048593	-0.39794774018286	-1.25975596921512	0.354547953738939	0.074618128132996	"IS01"	0.802067172048593
"LIMCH1"	"LIMCH1"	0.801603257213808	0.59118304456227	0.752892492232296	-0.761031593355068	-1.46769687670292	"IS01"	0.801603257213808
"DRAM1"	"DRAM1"	0.801572558028094	-0.340929537121298	-1.37773652407797	0.765441814698781	-0.262860499720754	"IS01"	0.801572558028094
"TPPP3"	"TPPP3"	0.80089218986033	0.21359980846976	-0.928176031674309	0.234511548443866	-0.694754193218989	"IS01"	0.80089218986033
"PLAGL1"	"PLAGL1"	0.795991866975936	0.575370467827397	-0.0142532929075309	-0.851423595647763	-0.778796415131673	"IS01"	0.795991866975936
"BZRAP1"	"BZRAP1"	0.791341372159567	0.0648282357901537	-0.525057351132826	-0.233929191480556	-0.416661056201626	"IS01"	0.791341372159567
"PODN"	"PODN"	0.790819586178008	0.165212830988558	-1.27142255701281	0.308035104966195	-0.437557704680377	"IS01"	0.790819586178008
"FAM20A"	"FAM20A"	0.79035112204219	-0.154069339960886	-1.45698286372361	0.67064579463547	-0.294883196242097	"IS01"	0.79035112204219
"ITGA11"	"ITGA11"	0.789620907490703	0.552223952396908	-0.768637545266328	-0.978227798559451	-0.0584362704181194	"IS01"	0.789620907490703
"PCOLCE2"	"PCOLCE2"	0.785101552335675	-0.0808985728875837	-0.404380437338062	-0.342770947636115	-0.253943910586552	"IS01"	0.785101552335675
"IGFBP6"	"IGFBP6"	0.784673650396031	-0.580798512728802	-0.913174540337065	0.435997875652529	-0.0544329214836419	"IS01"	0.784673650396031
"PBX1"	"PBX1"	0.784454683892185	0.555327419369095	0.521035762286912	-0.781605612994804	-1.21497790791449	"IS01"	0.784454683892185
"POPDC2"	"POPDC2"	0.784433073341426	0.269459854759951	-0.669510387792705	0.456047391953571	-1.12834730836114	"IS01"	0.784433073341426
"C1QTNF2"	"C1QTNF2"	0.784135136395576	0.668538961043004	-0.711985919361908	-0.153828424020797	-0.955595897770287	"IS01"	0.784135136395576
"CSF1"	"CSF1"	0.781689841009063	-0.442744544128931	-1.65686159736778	0.664045821782781	0.169428440735728	"IS01"	0.781689841009063
"NID1"	"NID1"	0.778944065517558	0.689487888921235	-0.6214410896327	-0.897343731790208	-0.370928519007911	"IS01"	0.778944065517558
"FGF13"	"FGF13"	0.773912545050599	0.476128090859066	-0.112735243685673	-0.225627563605532	-1.1382565920123	"IS01"	0.773912545050599
"HSPB6"	"HSPB6"	0.769216576787157	0.368841440626866	-0.505697287849074	-0.192826035371326	-0.752771767001473	"IS01"	0.769216576787157
"HSPB8"	"HSPB8"	0.767930694887697	0.0674466353870671	-0.769812105873312	0.207076079126305	-0.601101389530363	"IS01"	0.767930694887697
"PLAT"	"PLAT"	0.766691582287138	0.225796631195354	-1.17414235911323	-0.186344307365587	-0.099711974941536	"IS01"	0.766691582287138
"NGF"	"NGF"	0.750230764080478	-0.198869005721827	0.054732220766171	-0.170451770872691	-0.59569016770012	"IS01"	0.750230764080478
"IFIT1"	"IFIT1"	0.749251014922572	-0.236372074688241	-0.613413080548583	0.177511022949639	-0.359958749144695	"IS01"	0.749251014922572
"ADAMTS15"	"ADAMTS15"	0.747342417187503	0.241756281885301	0.0794521399285469	0.222945688728238	-1.41600185180128	"IS01"	0.747342417187503
"DPP4"	"DPP4"	0.746793277857191	0.0253614612573367	-1.47313619792275	-0.359670867747741	0.513406796558055	"IS01"	0.746793277857191
"FLNC"	"FLNC"	0.742081569595618	0.0719924016155934	-0.25448709549104	-1.18043276352275	0.281034088860634	"IS01"	0.742081569595618
"PRUNE2"	"PRUNE2"	0.741654119149513	0.172356284593766	-0.834056400856929	-0.386369179975854	-0.0938288607969603	"IS01"	0.741654119149513
"TMEM100"	"TMEM100"	0.741312650969003	0.697079776024978	-0.178490965957033	-0.0729567468348837	-1.41210755404493	"IS01"	0.741312650969003
"MSX2"	"MSX2"	0.741011084723069	0.220842240427535	-0.0629206791700616	-0.314074932693213	-0.795347365836414	"IS01"	0.741011084723069
"VSIG4"	"VSIG4"	0.737573501438682	-0.287919488142897	-1.92050432084235	0.717049762686305	0.217709386433553	"IS01"	0.737573501438682
"PODXL"	"PODXL"	0.737178010420012	0.248597576961335	-0.565043204360652	-0.667370676275173	-0.118678394021006	"IS01"	0.737178010420012
"ABLIM3"	"ABLIM3"	0.733607673752682	-0.174385409105423	-1.00218831074205	0.216109798222691	-0.142888671552389	"IS01"	0.733607673752682
"SIX2"	"SIX2"	0.731550534498372	0.127251312983035	-0.577733468911866	-0.341333640848735	-0.271219522664051	"IS01"	0.731550534498372
"HSPB2.C11orf52"	"HSPB2.C11orf52"	0.729681584345867	0.150168170178536	-0.509148888116403	0.27334005324544	-0.897589834964841	"IS01"	0.729681584345867
"SELENBP1"	"SELENBP1"	0.723728834372023	0.206737879788812	0.0560239782228237	0.356664142746164	-1.45390914776289	"IS01"	0.723728834372023
"ACKR3"	"ACKR3"	0.721177460024516	0.335981611176016	-0.368033106386698	-0.275573223098079	-0.691273447202534	"IS01"	0.721177460024516
"UTRN"	"UTRN"	0.720748957169706	0.545622441528969	-0.285480444329907	-0.694600362226036	-0.591365476486434	"IS01"	0.720748957169706
"SCARA3"	"SCARA3"	0.717390826968917	0.682864501915905	-0.801958012732814	-0.553240067671644	-0.461381365929336	"IS01"	0.717390826968917
"TIMP4"	"TIMP4"	0.716485536547129	0.347610189425271	-0.832310677093362	-0.0168557114953984	-0.57641082374105	"IS01"	0.716485536547129
"C10orf10"	"C10orf10"	0.710399455551537	-0.224955647505165	-0.238242634747432	0.239386959956402	-0.666024642300962	"IS01"	0.710399455551537
"TMEM35"	"TMEM35"	0.710023894826989	-0.00762640757916246	0.447581528154073	-0.676246784159906	-0.587054119335551	"IS01"	0.710023894826989
"CBR3"	"CBR3"	0.709889466954992	-0.401908806599936	-1.15266811216598	0.308682311238119	0.150246098182945	"IS01"	0.709889466954992
"PTGS1"	"PTGS1"	0.704821358449281	-0.119858192590705	-1.63965047905947	0.498464614323177	0.0680188541602459	"IS01"	0.704821358449281
"LRRC17"	"LRRC17"	0.703054406765941	0.64970876246637	-0.971411539499002	-0.965043086467407	0.0895257728342818	"IS01"	0.703054406765941
"MFI2"	"MFI2"	0.702976372464315	-0.183066944251324	-1.11712668186426	-0.0519904132154915	0.23194029314566	"IS01"	0.702976372464315
"CITED4"	"CITED4"	0.69727745460303	-0.166282472336526	-0.279681655069723	0.292533710880047	-0.726390664503719	"IS01"	0.69727745460303
"GABRE"	"GABRE"	0.695742322985243	0.313539780416091	0.18644636915566	-0.467240163665774	-0.887536270765465	"IS01"	0.695742322985243
"C1S"	"C1S"	0.693184623625172	0.170898455058498	-1.42621539596001	0.651924260064381	-0.516212631215116	"IS01"	0.693184623625172
