"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"State"	"MaxFC"
"MARS"	"MARS"	0.618005723766157	0.132570094000686	-0.43504097882047	-0.0684680621144904	"IS01"	0.618005723766157
"SPINT2"	"SPINT2"	0.614628867451609	-0.308681343783413	0.156002536558804	-0.247052050916681	"IS01"	0.614628867451609
"EMG1"	"EMG1"	0.609144500651861	-0.123600796353118	-0.629978320096638	0.370170407044586	"IS01"	0.609144500651861
"FXYD7"	"FXYD7"	0.602881754684342	-0.0299169985611101	0.191669812187112	-0.534754506222084	"IS01"	0.602881754684342
"CA11"	"CA11"	0.599031948268428	0.443397644776661	-0.156029079864133	-0.624889208142678	"IS01"	0.599031948268428
"GAK"	"GAK"	0.597135315406462	0.0222352140963832	-0.142147368374046	-0.245905668823686	"IS01"	0.597135315406462
"USP20"	"USP20"	0.595864657855271	0.350641228355357	-0.137818808551951	-0.554883594566047	"IS01"	0.595864657855271
"HCFC1R1"	"HCFC1R1"	0.595023647511244	-0.452883042375569	-0.427291258154493	0.482416905372384	"IS01"	0.595023647511244
"MED16"	"MED16"	0.594644050972456	0.170675720623116	-0.209689308170218	-0.314886817266845	"IS01"	0.594644050972456
"SYNGR3"	"SYNGR3"	0.593594709385916	0.0627920460778449	-0.0632280767982089	-0.360366209073344	"IS01"	0.593594709385916
"LAMB2"	"LAMB2"	0.589439097984374	-0.15530359434517	0.374381574263432	-0.592581297829915	"IS01"	0.589439097984374
"ZNF467"	"ZNF467"	0.586988095153467	0.393616554872088	0.184571023531093	-0.911781153681443	"IS01"	0.586988095153467
"UQCC2"	"UQCC2"	0.586417564737476	-0.133520888320902	-0.447677842067611	0.211078232323871	"IS01"	0.586417564737476
"PERM1"	"PERM1"	0.585927712893642	0.276695308180705	-0.988929634765724	0.371113450706304	"IS01"	0.585927712893642
"CDK2AP2"	"CDK2AP2"	0.583780476236521	-0.66496628422288	0.0627155888591194	0.196573296066852	"IS01"	0.583780476236521
"CRACR2B"	"CRACR2B"	0.578112877237253	-0.0728787729599859	0.387496322922325	-0.675386333037603	"IS01"	0.578112877237253
"MPST"	"MPST"	0.57603363174361	-0.0113044130381426	0.0861613947350539	-0.430038886912212	"IS01"	0.57603363174361
"MROH6"	"MROH6"	0.574587482217376	-0.104231454919447	-0.158020463346292	-0.0985413464467238	"IS01"	0.574587482217376
"LIME1"	"LIME1"	0.570140710014728	0.101692998051109	-0.312950154286335	-0.132394099650917	"IS01"	0.570140710014728
"FAM3D"	"FAM3D"	0.566245929203407	-0.125306611434681	0.00849875927922556	-0.240327863113264	"IS01"	0.566245929203407
"TPRN"	"TPRN"	0.566007995057031	-0.0394244840636208	-0.569773895579638	0.258217262400017	"IS01"	0.566007995057031
"RPS8"	"RPS8"	0.560639906935166	0.279072417153202	-0.402097914868318	-0.202371354116995	"IS01"	0.560639906935166
"C7orf55"	"C7orf55"	0.557177031260905	0.0352935084827484	-0.391091481949678	0.015477082399857	"IS01"	0.557177031260905
"HYPK"	"HYPK"	0.553490699280017	0.0276734156854919	-0.366344605375378	8.51342342925906e-05	"IS01"	0.553490699280017
"TESPA1"	"TESPA1"	0.55157344553923	-0.348582696154329	0.227178650802509	-0.242324909145046	"IS01"	0.55157344553923
"COQ6"	"COQ6"	0.550727768282681	-0.640326314059074	0.385248540654993	-0.128540945514706	"IS01"	0.550727768282681
"PUM3"	"PUM3"	0.537655305228691	-0.166054444594525	-0.425816650437954	0.249474413181465	"IS01"	0.537655305228691
"FAM110A"	"FAM110A"	0.537392252688639	-0.0878660140720288	-0.329803432469161	0.080904574046638	"IS01"	0.537392252688639
"KCNK7"	"KCNK7"	0.53695409077284	0.328374906728698	-0.471797433446352	-0.16395304182618	"IS01"	0.53695409077284
"CTD.2369P2.12"	"CTD.2369P2.12"	0.534658955343282	-0.220275091365776	-0.04967343225525	-0.074397938835924	"IS01"	0.534658955343282
"INF2"	"INF2"	0.531118652446817	-0.174545922328604	-0.692733110881726	0.528309818311625	"IS01"	0.531118652446817
"HIST1H2AE"	"HIST1H2AE"	0.517281345059689	-0.0847705340296316	-0.196819371064014	-0.0425856511406223	"IS01"	0.517281345059689
"CSTB"	"CSTB"	0.512847899277424	-0.474747300798776	-0.28198236738104	0.407999359309223	"IS01"	0.512847899277424
"INPP5D"	"INPP5D"	0.506519341192072	-0.303782698954947	0.322645113029648	-0.351738740784367	"IS01"	0.506519341192072
"C19orf33"	"C19orf33"	0.498819840644946	-0.0380995548355005	0.0967031043001043	-0.368156054026838	"IS01"	0.498819840644946
"DUS3L"	"DUS3L"	0.497549003731643	-0.109319853852659	-0.299162497238953	0.0947292088143455	"IS01"	0.497549003731643
"AGPAT2"	"AGPAT2"	0.491558367960472	0.242490233287015	-0.418634810129813	-0.10931074021157	"IS01"	0.491558367960472
"MT3"	"MT3"	0.486731427734571	0.374327244284383	-0.346979315982195	-0.300610419221874	"IS01"	0.486731427734571
"PINLYP"	"PINLYP"	0.478003731751384	-0.0877225718277694	0.00600684596307845	-0.218501729353021	"IS01"	0.478003731751384
"RABL6"	"RABL6"	0.476450340387042	-0.198540741797172	-0.353873587129486	0.245399849509314	"IS01"	0.476450340387042
"RP11.195F19.5"	"RP11.195F19.5"	0.47172152513404	0.0677887090046814	-0.276142010559504	-0.077119784677521	"IS01"	0.47172152513404
"SFTA2"	"SFTA2"	0.467430892354807	0.0938608985110896	-0.407931144089593	0.0330608499721035	"IS01"	0.467430892354807
"NPRL2"	"NPRL2"	0.462933881596845	0.00882717588388948	-0.708496558576597	0.415477805290641	"IS01"	0.462933881596845
"ZACN"	"ZACN"	0.453011749575123	-0.0882941150368902	-0.100488170888793	-0.0960994281364899	"IS01"	0.453011749575123
"NBEAL2"	"NBEAL2"	0.448589914817046	-0.131521884004641	0.0630900479630925	-0.21675361372482	"IS01"	0.448589914817046
"CFAP70"	"CFAP70"	0.444616584070079	0.0354160472993975	-0.153239107012635	-0.153239107012635	"IS01"	0.444616584070079
"AC004953.1"	"AC004953.1"	0.436061267925482	-0.147780419369308	-0.154622105451221	0.0237876001944478	"IS01"	0.436061267925482
"IFT27"	"IFT27"	0.434793988169968	-0.304369308028357	-0.120195099188111	0.135774368253949	"IS01"	0.434793988169968
"MCUR1"	"MCUR1"	0.429477733398982	-0.0495575924858398	-0.470475212043208	0.252339799527373	"IS01"	0.429477733398982
"CRIP1"	"CRIP1"	0.427970426197527	-0.424569992561562	0.139988599358335	-0.00841971210573068	"IS01"	0.427970426197527
"KRT7"	"KRT7"	0.427044564125274	0.0951334402239034	-0.480560430003262	0.129353352524535	"IS01"	0.427044564125274
"LSR"	"LSR"	0.419708025436048	-0.4270528515223	0.402934705548768	-0.263973410728395	"IS01"	0.419708025436048
"COMMD6"	"COMMD6"	0.417344400851603	0.204900855901779	-0.23764888016296	-0.209678615150277	"IS01"	0.417344400851603
"DCXR"	"DCXR"	0.414185217927052	-0.0123553938812362	-0.0235401944749645	-0.219786435413656	"IS01"	0.414185217927052
"RPS27"	"RPS27"	0.410841524179571	-0.0133351969838221	-0.0336131943907408	-0.206745049833548	"IS01"	0.410841524179571
"TSPAN1"	"TSPAN1"	0.409270730601412	-0.355331667275452	-0.143879734610748	0.222558675266472	"IS01"	0.409270730601412
"RASGRP2"	"RASGRP2"	0.408802950822002	0.0952859744766898	0.314965496057408	-0.655091715726631	"IS01"	0.408802950822002
"RPS28"	"RPS28"	0.408086515266404	-0.358572812712499	0.301301555977502	-0.218879656221546	"IS01"	0.408086515266404
"UCK1"	"UCK1"	0.405896622640174	0.169507887195002	-0.270072176785109	-0.137295426469114	"IS01"	0.405896622640174
"NAT14"	"NAT14"	0.40330610788309	0.297898067063372	-0.571336123445738	0.0461541222735408	"IS01"	0.40330610788309
"METRN"	"METRN"	0.400786783290358	0.145452793489736	-0.358800172586703	-0.0230514958519347	"IS01"	0.400786783290358
"TCP10L"	"TCP10L"	0.399872442451832	0.368662036274563	-0.287053595869406	-0.301829327359401	"IS01"	0.399872442451832
"ZNF581"	"ZNF581"	0.399857745052559	0.137193350971324	-0.0785328692340708	-0.295065608975299	"IS01"	0.399857745052559
"FIBCD1"	"FIBCD1"	0.399822547880744	0.236313032147077	-0.328717190262584	-0.137045016212356	"IS01"	0.399822547880744
"NDUFB7"	"NDUFB7"	0.398616918231467	-0.078672571212177	-0.12858373319643	-0.0434871646704521	"IS01"	0.398616918231467
"IZUMO4"	"IZUMO4"	0.394732721623438	0.28957206409217	-0.375568836265838	-0.136595066481217	"IS01"	0.394732721623438
"SFPQ"	"SFPQ"	0.389247534297651	-0.401791624496095	0.284286600576867	-0.150079190047572	"IS01"	0.389247534297651
"OGFOD3"	"OGFOD3"	0.385800466003597	-0.239001031857545	-0.214640241514453	0.199566428890039	"IS01"	0.385800466003597
"HES4"	"HES4"	0.383789403206133	0.139513558855795	-0.151833369750358	-0.214037330170328	"IS01"	0.383789403206133
"CCDC140"	"CCDC140"	0.381362752418766	0.288924294453287	-0.242011842203024	-0.261324050937093	"IS01"	0.381362752418766
"RDM1"	"RDM1"	0.378651511968237	0.0919784156842281	-0.509883068678594	0.191382974094697	"IS01"	0.378651511968237
"NAALADL1"	"NAALADL1"	0.372610059710296	0.0466985534045258	0.0976609167053982	-0.37033201545483	"IS01"	0.372610059710296
"EPRS"	"EPRS"	0.370786293350747	-0.0755826060093987	0.0598431874913542	-0.217665746741611	"IS01"	0.370786293350747
"RPL12"	"RPL12"	0.358624588189373	0.179617763279982	-0.169426992174537	-0.218260211264093	"IS01"	0.358624588189373
"EPS8L1"	"EPS8L1"	0.35802697703189	-0.0453781426812886	-0.270868111929067	0.0928040262488347	"IS01"	0.35802697703189
"IGSF21"	"IGSF21"	0.351557297766754	0.228625590721123	-0.520097416485778	0.091178899946257	"IS01"	0.351557297766754
"POR"	"POR"	0.351050934877559	0.307468592399936	-0.246118165772617	-0.255816059110431	"IS01"	0.351050934877559
"HSBP1L1"	"HSBP1L1"	0.350617381091795	0.193895290791945	0.294636871628587	-0.69067651851008	"IS01"	0.350617381091795
"HBA2"	"HBA2"	0.348374495415217	-0.0851920033343777	0.298997628212252	-0.434094724142316	"IS01"	0.348374495415217
"CATSPERB"	"CATSPERB"	0.347429824783348	0.294906662421216	-0.0152561082374619	-0.472767202512766	"IS01"	0.347429824783348
"HAGHL"	"HAGHL"	0.345408024970305	0.318614947202487	-0.551190329919376	0.0423612031670192	"IS01"	0.345408024970305
"MESP1"	"MESP1"	0.339742637283049	0.0525988219157789	0.0915544647850475	-0.349492152138059	"IS01"	0.339742637283049
"MIF"	"MIF"	0.339315212299016	0.0692785102048031	-0.527292705274542	0.254105184513273	"IS01"	0.339315212299016
"FRA10AC1"	"FRA10AC1"	0.338417211575048	0.12266293101006	-0.0965662911495159	-0.225718464153954	"IS01"	0.338417211575048
"MACROD1"	"MACROD1"	0.338407238362863	-0.0749504891450563	-0.0938967158059865	-0.0445932907309079	"IS01"	0.338407238362863
"EN1"	"EN1"	0.336961704780829	-0.513728005709293	0.113753501607067	0.156726969280037	"IS01"	0.336961704780829
"HBA1"	"HBA1"	0.335576780126618	-0.129099553091605	0.147019000866373	-0.23340677712245	"IS01"	0.335576780126618
"PCBP3"	"PCBP3"	0.327426868649937	0.091015878906851	0.125408226608867	-0.41149837268341	"IS01"	0.327426868649937
"TRAPPC2L"	"TRAPPC2L"	0.327216677948654	-0.0259170468523195	-0.129492724696361	-0.0477156735122785	"IS01"	0.327216677948654
"S100A14"	"S100A14"	0.326689529634168	-0.141608056446202	0.0777046152512614	-0.146991298063881	"IS01"	0.326689529634168
"EPS8L2"	"EPS8L2"	0.32600496813022	0.0193168366134269	-0.140906199875195	-0.0776260956396293	"IS01"	0.32600496813022
"ABHD14A"	"ABHD14A"	0.322044301851381	-0.116139627489119	0.0745377707653924	-0.164653274116177	"IS01"	0.322044301851381
"SLC27A5"	"SLC27A5"	0.320228914308111	0.182699935293752	-0.237453943892967	-0.129477776540986	"IS01"	0.320228914308111
"ICAM1"	"ICAM1"	0.317856096467168	-0.421791739225767	0.0115214681474095	0.185208764952104	"IS01"	0.317856096467168
"OBSCN"	"OBSCN"	0.314725561021536	-0.127358846066632	0.259444832168516	-0.334623318430495	"IS01"	0.314725561021536
"TLCD1"	"TLCD1"	0.313514197856265	-0.191035981468825	-0.0424847077927328	0.0272738404365301	"IS01"	0.313514197856265
"PYM1"	"PYM1"	0.30557772979362	-0.157311056063661	0.231590150819988	-0.273283862481547	"IS01"	0.30557772979362
"KIF9"	"KIF9"	0.303965575221796	0.00265382909302652	-0.304083345253305	0.114607547431566	"IS01"	0.303965575221796
"SULT2B1"	"SULT2B1"	0.302254594252249	0.101207096573058	0.204460662604694	-0.484542414317543	"IS01"	0.302254594252249
"SLC44A3"	"SLC44A3"	0.301844931911906	0.247517423088152	-0.2994709528448	-0.116433388466938	"IS01"	0.301844931911906
"IER5L"	"IER5L"	0.294275078899467	0.0395349418707898	-0.325476412346034	0.107661510460154	"IS01"	0.294275078899467
"SPNS2"	"SPNS2"	0.293823342007746	0.176874095478186	0.207875829354348	-0.553143875478743	"IS01"	0.293823342007746
"ISY1"	"ISY1"	0.272219306407931	0.157849144172143	-0.266664444061195	-0.0476182427325908	"IS01"	0.272219306407931
"C19orf18"	"C19orf18"	0.270603933476717	0.0334841802773189	0.104148928694407	-0.301773261194173	"IS01"	0.270603933476717
"KCNMA1"	"KCNMA1"	0.269743699224631	0.0977569362693319	-0.473239235728137	0.216367833954675	"IS01"	0.269743699224631
"AAMDC"	"AAMDC"	0.264696493831988	0.0663557982298173	0.0451911218019285	-0.269752999282673	"IS01"	0.264696493831988
"TARBP2"	"TARBP2"	0.259370041298102	0.210830231674858	-0.0878017118957719	-0.26785036025478	"IS01"	0.259370041298102
"DCTPP1"	"DCTPP1"	0.257531688279852	0.142478083616744	-0.194657347752932	-0.0962934106636188	"IS01"	0.257531688279852
"MAPK11"	"MAPK11"	0.254129340759998	0.189335348097834	0.0641136244736423	-0.396550353336729	"IS01"	0.254129340759998
"RPS2"	"RPS2"	0.253147987195782	0.078853743619117	0.0992895862555012	-0.328370121826241	"IS01"	0.253147987195782
"HIST1H4J"	"HIST1H4J"	0.241176017044321	0.0600270641632957	-0.0126934268065142	-0.191512050761514	"IS01"	0.241176017044321
"FGF22"	"FGF22"	0.235461256564918	-0.235459087739979	-0.0782065793961384	0.152331254181241	"IS01"	0.235461256564918
"RPL9"	"RPL9"	0.233220924749243	0.128362480157036	0.000332633377258651	-0.263198677679735	"IS01"	0.233220924749243
"GLTSCR2"	"GLTSCR2"	0.213163762529875	0.0263892657995359	-0.0427301378012408	-0.112956926268353	"IS01"	0.213163762529875
"FAM89B"	"FAM89B"	0.198840055829406	0.000488692283702581	-0.265653452074222	0.142867308853593	"IS01"	0.198840055829406
"ST14"	"ST14"	0.196436558309835	-0.48333732364254	0.164570897032152	0.164099760070291	"IS01"	0.196436558309835
"NTHL1"	"NTHL1"	0.172090201431819	-0.0247701014527826	-0.114919935937713	0.0320827252968571	"IS01"	0.172090201431819
"PCP2"	"PCP2"	0.162278306475991	0.0534906298367238	-0.225792138659637	0.0762057635104175	"IS01"	0.162278306475991
"COQ10A"	"COQ10A"	0.159403411413271	-0.0855430572970012	0.0438178120631751	-0.0623284254671329	"IS01"	0.159403411413271
"RHBDD2"	"RHBDD2"	0.157662913285899	-0.0153238991240093	-0.222631251037544	0.139884731143652	"IS01"	0.157662913285899
"TMEM229B"	"TMEM229B"	0.146700686705738	-0.213855793886938	0.146386090552216	-0.0377455277705696	"IS01"	0.146700686705738
"HOXC9"	"HOXC9"	0.138835406162997	0.116906580686297	0.130927195302129	-0.325070324752628	"IS01"	0.138835406162997
"SUSD2"	"SUSD2"	0.137981584798606	-0.110358885901147	-0.00893043481435366	0.0266788351693642	"IS01"	0.137981584798606
"MYRF"	"MYRF"	0.112349285281116	-0.0688076042880342	0.086861391317126	-0.0919877270390645	"IS01"	0.112349285281116
"PWWP2B"	"PWWP2B"	0.0916975407131009	-0.0200002757556946	-0.0719204943090876	0.0341068316925378	"IS01"	0.0916975407131009
"LFNG"	"LFNG"	0.0884332630993248	0.0488573006377708	-0.120070432673474	0.0202246599266212	"IS01"	0.0884332630993248
"RPL13A"	"RPL13A"	0.0834650813995559	-0.0333701499372472	0.0411453492302599	-0.0614596528657156	"IS01"	0.0834650813995559
"SYT5"	"SYT5"	0.0526664245142926	-0.059700161550015	-0.0219632820850596	0.0450851176629058	"IS01"	0.0526664245142926
"WIF1"	"WIF1"	-0.552575297167793	1.36454728872173	-0.539597661259092	-0.389528595220438	"IS02"	1.36454728872173
"FZD10"	"FZD10"	-0.626125430499491	1.33147708174291	-0.377913918202438	-0.475205705724407	"IS02"	1.33147708174291
"CHST8"	"CHST8"	0.018611426946309	1.28985900131783	-0.333291905701961	-0.877780286175825	"IS02"	1.28985900131783
"PDZD4"	"PDZD4"	-0.390122181481081	1.28461233502657	-0.0718283082255965	-0.882900587184209	"IS02"	1.28461233502657
"RTN4R"	"RTN4R"	-0.381378686221336	1.2834579440524	-0.241157246843948	-0.717877246019234	"IS02"	1.2834579440524
"PRPH"	"PRPH"	-0.381577863279355	1.27369338801428	-0.641581934224589	-0.308248580717644	"IS02"	1.27369338801428
"GRM4"	"GRM4"	-0.356483292800687	1.26848573313713	-0.333229613233371	-0.627196409051765	"IS02"	1.26848573313713
"RBFOX3"	"RBFOX3"	-0.0708971669795605	1.26587768274902	-0.455167206677554	-0.678533327634524	"IS02"	1.26587768274902
