"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"State"	"MaxFC"
"RAB25"	"RAB25"	-0.261341328254496	1.23356244006496	-0.604917199635523	-0.381562565305361	"IS02"	1.23356244006496
"DPYSL5"	"DPYSL5"	-0.556215249143047	1.23099452590074	-0.211395136115493	-0.591282160619823	"IS02"	1.23099452590074
"SOX2"	"SOX2"	-0.899676027304184	1.22943793117175	-0.587410512101923	-0.00251297087272713	"IS02"	1.22943793117175
"CHD5"	"CHD5"	-0.40844321778545	1.22621647876097	-0.783350503321615	-0.105796258575732	"IS02"	1.22621647876097
"DOK7"	"DOK7"	-0.639575151856785	1.22108507155853	-0.284027395137052	-0.458148493626889	"IS02"	1.22108507155853
"CRABP1"	"CRABP1"	-0.339702853385241	1.21619903567615	-0.049200684498243	-0.872920325714583	"IS02"	1.21619903567615
"SFRP5"	"SFRP5"	-0.287997223301574	1.21473035105026	-0.552420645112683	-0.400145093380216	"IS02"	1.21473035105026
"CRHR1"	"CRHR1"	-0.118267343313193	1.18970844610367	-0.165078229024516	-0.868638400580866	"IS02"	1.18970844610367
"KIF1A"	"KIF1A"	-0.0868118660349638	1.18379475033018	-0.179300426195747	-0.8682684610569	"IS02"	1.18379475033018
"TMEM59L"	"TMEM59L"	-0.250957565126424	1.16306675411036	-0.362865081057982	-0.564439159446299	"IS02"	1.16306675411036
"BTNL2"	"BTNL2"	-0.490879843288712	1.1514618371285	-0.26487783857935	-0.504026847097107	"IS02"	1.1514618371285
"NR2E1"	"NR2E1"	-0.515160579834853	1.14913053782036	-0.241364997339938	-0.510433335425866	"IS02"	1.14913053782036
"GALNT9"	"GALNT9"	-0.305809894954112	1.14895084508022	-0.398887013095565	-0.481542253128676	"IS02"	1.14895084508022
"COL11A2"	"COL11A2"	-0.362433719352294	1.14512857422195	-0.352031523811544	-0.490006405122585	"IS02"	1.14512857422195
"BARX1"	"BARX1"	-0.304937833898918	1.13036356785129	-0.374170817981175	-0.489508030440652	"IS02"	1.13036356785129
"LHX4"	"LHX4"	-0.734898687036373	1.12796117991834	-0.517159067596649	-0.0797622202618149	"IS02"	1.12796117991834
"PLPPR3"	"PLPPR3"	-0.615802133780642	1.12664138765489	-0.111894885073207	-0.557070277930083	"IS02"	1.12664138765489
"YBX2"	"YBX2"	-0.342275774567281	1.11882624317192	0.0868851673114427	-0.916862544509165	"IS02"	1.11882624317192
"ADGRB1"	"ADGRB1"	-0.0426766967980429	1.11454509008395	-0.620951728626363	-0.389365243339342	"IS02"	1.11454509008395
"SLC34A2"	"SLC34A2"	-0.59545156442206	1.10416427483517	-0.799091699909979	0.13851097056162	"IS02"	1.10416427483517
"GRIK3"	"GRIK3"	-0.548233803528713	1.09325631308306	-0.154031917640687	-0.525453568487824	"IS02"	1.09325631308306
"CLUL1"	"CLUL1"	-0.281081200171183	1.08533605854456	-0.284305857699035	-0.552172783475771	"IS02"	1.08533605854456
"COL23A1"	"COL23A1"	0.137208045907862	1.08309101404812	-0.353686305820323	-0.738046912443468	"IS02"	1.08309101404812
"SOX3"	"SOX3"	-0.279815358838951	1.07960259963148	-0.245713677129714	-0.586211390237741	"IS02"	1.07960259963148
"PRSS8"	"PRSS8"	-0.299790721871831	1.0726731752869	-0.55202307223132	-0.26116797589626	"IS02"	1.0726731752869
"CHRNB4"	"CHRNB4"	-0.140604203446531	1.07003817659854	-0.582368817291574	-0.326307312321654	"IS02"	1.07003817659854
"GRIK5"	"GRIK5"	-0.452500675617387	1.06258370314931	-0.435725012173693	-0.274131226126489	"IS02"	1.06258370314931
"FAM19A5"	"FAM19A5"	-0.553343661099922	1.05345901827951	-0.172378149183057	-0.46695049607098	"IS02"	1.05345901827951
"SCX"	"SCX"	0.0201981075976807	1.0509603963231	-0.629885513309674	-0.359977312430547	"IS02"	1.0509603963231
"PCP4"	"PCP4"	-0.43528591398701	1.049408526537	-0.20987916356259	-0.498314593047718	"IS02"	1.049408526537
"SFTPD"	"SFTPD"	-0.425844780587015	1.04223011324256	-0.202808001222594	-0.504517969538968	"IS02"	1.04223011324256
"FAAH"	"FAAH"	0.117617748146355	1.0355428218545	-0.418351310294843	-0.617107665371809	"IS02"	1.0355428218545
"EPCAM"	"EPCAM"	-0.494669922574907	1.03285917588619	-0.524338635813394	-0.131928937541877	"IS02"	1.03285917588619
"BARX2"	"BARX2"	-0.359522146780001	1.02664210465182	-0.623214473581718	-0.110417438795654	"IS02"	1.02664210465182
"COL9A3"	"COL9A3"	-0.317061630199537	1.0255420283086	-0.259523971328307	-0.49920765288121	"IS02"	1.0255420283086
"CGN"	"CGN"	-0.393916255593142	1.02294255699706	-0.416700167512961	-0.292330851705812	"IS02"	1.02294255699706
"ABAT"	"ABAT"	-0.660975128339827	1.02220200008021	0.0551426782420973	-0.599183296889518	"IS02"	1.02220200008021
"NKAIN4"	"NKAIN4"	-0.0978571283561141	1.02140623747283	-0.426285841796648	-0.463459709559819	"IS02"	1.02140623747283
"DIO3"	"DIO3"	-0.312219742255436	1.01684018785044	0.0272426886897732	-0.780860100158958	"IS02"	1.01684018785044
"GNG13"	"GNG13"	-0.522461291564762	1.01621444155934	-0.488111077778224	-0.135578225528269	"IS02"	1.01621444155934
"FEV"	"FEV"	-0.218884617916329	1.0112246957132	-0.287425344395364	-0.518391654998432	"IS02"	1.0112246957132
"KCNQ2"	"KCNQ2"	-0.0304617397261976	1.00774460815673	-0.50761101432818	-0.410892077665051	"IS02"	1.00774460815673
"WNK2"	"WNK2"	-0.0986589757911233	1.00214281001591	0.158209729008617	-1.02954618243587	"IS02"	1.00214281001591
"MYOZ3"	"MYOZ3"	-0.692293033269422	1.00146968968175	-0.185862770683974	-0.319628346164981	"IS02"	1.00146968968175
"COL25A1"	"COL25A1"	-0.619742861405083	0.999699856172921	0.0474917687540312	-0.595971644124485	"IS02"	0.999699856172921
"U82695.5"	"U82695.5"	-0.337720458449432	0.997087737559602	-0.0407023742387561	-0.678855733375565	"IS02"	0.997087737559602
"RASSF10"	"RASSF10"	-0.564652391679631	0.996833282785973	-0.356511156117607	-0.223195795954512	"IS02"	0.996833282785973
"EVPL"	"EVPL"	-0.218581755964754	0.996623422422748	-0.384525353091637	-0.407898189915812	"IS02"	0.996623422422748
"RBM20"	"RBM20"	-0.315517503518947	0.981201490385391	-0.0861019794762189	-0.632341107153475	"IS02"	0.981201490385391
"CYP26A1"	"CYP26A1"	-0.432962135999938	0.975658499724365	-0.0192738921501987	-0.621758953963858	"IS02"	0.975658499724365
"CDH1"	"CDH1"	-0.443045747736037	0.971734190516029	-0.278371439860698	-0.352807933678747	"IS02"	0.971734190516029
"LGR6"	"LGR6"	-0.480151777873851	0.971572070936137	-0.2551496166914	-0.353050371948213	"IS02"	0.971572070936137
"CARNS1"	"CARNS1"	-0.215821414080731	0.96989294886648	-0.609046456241881	-0.160214881366166	"IS02"	0.96989294886648
"NPTX2"	"NPTX2"	-0.36430455241229	0.967849163014951	-0.350217014819942	-0.325792780471175	"IS02"	0.967849163014951
"R3HDM2"	"R3HDM2"	-0.940530798403625	0.963678531897121	-0.137833586292545	-0.179787787565098	"IS02"	0.963678531897121
"ZIC3"	"ZIC3"	-0.702395044674373	0.963116520649104	-0.163110700333465	-0.300495367517889	"IS02"	0.963116520649104
"EDAR"	"EDAR"	-0.198814385596899	0.96194857652302	-0.0138746725959535	-0.758461243648763	"IS02"	0.96194857652302
"RIC3"	"RIC3"	-0.279632281561849	0.961257095590605	-0.106230694022587	-0.615740818364163	"IS02"	0.961257095590605
"SLC9A3"	"SLC9A3"	-0.696179078810364	0.957024391136987	-0.40437805444609	-0.0573863081662947	"IS02"	0.957024391136987
"DRD2"	"DRD2"	-0.287528531781734	0.952367455473828	-0.264837258520352	-0.444008541626627	"IS02"	0.952367455473828
"FGF19"	"FGF19"	-0.125959158385235	0.950797472106037	-0.433255298165636	-0.373532086679515	"IS02"	0.950797472106037
"NOTUM"	"NOTUM"	-0.330440807952786	0.948442404866516	-0.657599956259298	-0.0211946227978663	"IS02"	0.948442404866516
"SYT8"	"SYT8"	-0.155142722114736	0.9475261907718	-0.409128305422071	-0.376662156134611	"IS02"	0.9475261907718
"CGNL1"	"CGNL1"	-0.483721942390688	0.946974722178016	-0.104552329249169	-0.478574653569036	"IS02"	0.946974722178016
"PSD2"	"PSD2"	-0.313091132862294	0.945243863039997	-0.360905025237423	-0.32558875535569	"IS02"	0.945243863039997
"CELF4"	"CELF4"	-0.515816825498788	0.941260411469752	-0.104607766002752	-0.453459055314511	"IS02"	0.941260411469752
"SHISA2"	"SHISA2"	-0.466471516321113	0.935087286129949	-0.332982391588408	-0.249701702960407	"IS02"	0.935087286129949
"SPTBN2"	"SPTBN2"	-0.313337804616324	0.934255226291685	-0.495227070576343	-0.180895066673783	"IS02"	0.934255226291685
"LRRTM2"	"LRRTM2"	-0.479520333976608	0.932054423597931	-0.278414372507823	-0.293421058782834	"IS02"	0.932054423597931
"TRPV6"	"TRPV6"	-0.130475499900024	0.929803138712476	-0.698752219665212	-0.0857309989107806	"IS02"	0.929803138712476
"CHAD"	"CHAD"	-0.485063136792398	0.928098042496978	-0.141680543694605	-0.42306521208257	"IS02"	0.928098042496978
"WNT4"	"WNT4"	-0.0325065413981173	0.925681042335103	-0.0651028904350947	-0.775819692399122	"IS02"	0.925681042335103
"MAPK15"	"MAPK15"	0.0764150101025488	0.925252338205869	-0.810750946375856	-0.0967843311749983	"IS02"	0.925252338205869
"ZNF608"	"ZNF608"	-0.548945902455396	0.925228326767473	-0.0451552592368774	-0.47761918287163	"IS02"	0.925228326767473
"CRTAC1"	"CRTAC1"	-0.00213153456084053	0.921326386075932	-0.022737376439925	-0.832822701075774	"IS02"	0.921326386075932
"NSG1"	"NSG1"	-0.742991143038078	0.917939334666155	-0.501105144119919	0.104491507287168	"IS02"	0.917939334666155
"SEPT6"	"SEPT6"	-0.23087358361778	0.915832440813565	-0.257247535493658	-0.452474813777979	"IS02"	0.915832440813565
"GNAO1"	"GNAO1"	-0.665983823513286	0.914916931566208	0.380245823814607	-0.821425432533647	"IS02"	0.914916931566208
"RGS6"	"RGS6"	-0.770913507932193	0.910916450845613	0.213945327518031	-0.586848819103404	"IS02"	0.910916450845613
"FLRT3"	"FLRT3"	-0.763111349780226	0.90700789376039	-0.138058115379648	-0.236010350454527	"IS02"	0.90700789376039
"FGFR3"	"FGFR3"	-0.277849763759285	0.904391170659788	-0.249075772266461	-0.421104741672218	"IS02"	0.904391170659788
"SOST"	"SOST"	0.250101895465687	0.899365755561401	-0.48722274694101	-0.503093689803833	"IS02"	0.899365755561401
"PRDM16"	"PRDM16"	-0.35510758526304	0.898416717882368	-0.269174877673421	-0.347918102756994	"IS02"	0.898416717882368
"TMEM8C"	"TMEM8C"	-0.36052902208689	0.893395692807245	-0.633485417674344	0.0243976079111867	"IS02"	0.893395692807245
"SFTA3"	"SFTA3"	-0.35627338900098	0.892739897982069	-0.551655465178103	-0.0594406059671691	"IS02"	0.892739897982069
"SLC38A3"	"SLC38A3"	-0.204369743691312	0.88823950371795	-0.471064410008393	-0.229301232618791	"IS02"	0.88823950371795
"PCDHA4"	"PCDHA4"	-0.531963705143308	0.888121653477421	-0.102141954967949	-0.396569649011362	"IS02"	0.888121653477421
"ZIC2"	"ZIC2"	-0.716833327265997	0.886603831229355	-0.694026621069113	0.310463314766365	"IS02"	0.886603831229355
"GRB7"	"GRB7"	-0.416079134582677	0.885648919819191	0.0299010932189495	-0.597608193050337	"IS02"	0.885648919819191
"SMARCC2"	"SMARCC2"	-1.14117188752326	0.884948484289561	-0.308479541876277	0.18752003461408	"IS02"	0.884948484289561
"EDN2"	"EDN2"	-0.238174199818497	0.883262253882495	-0.611816832623485	-0.0631223710990604	"IS02"	0.883262253882495
"BEX2"	"BEX2"	-0.183161985500299	0.879692016018273	-0.484116302364005	-0.221347396351366	"IS02"	0.879692016018273
"BAIAP3"	"BAIAP3"	-0.192387983246328	0.877565513732129	-0.0762494294707058	-0.62156045780557	"IS02"	0.877565513732129
"GNB5"	"GNB5"	-1.00912911801094	0.875681699131003	-0.358076495569276	0.164499290380095	"IS02"	0.875681699131003
"EFNB3"	"EFNB3"	-0.248061123082082	0.872906219530387	0.266592995770718	-0.92581796578346	"IS02"	0.872906219530387
"STRBP"	"STRBP"	-0.343222393127354	0.869449267486984	-0.399963029785873	-0.197501112928197	"IS02"	0.869449267486984
"LRP8"	"LRP8"	-0.672219388932723	0.868065465860559	-0.619221743438535	0.225452209944526	"IS02"	0.868065465860559
"PCDHA1"	"PCDHA1"	-0.57025930344659	0.867847063231097	-0.107013017823814	-0.349281922196608	"IS02"	0.867847063231097
"MYEF2"	"MYEF2"	-0.647933836975498	0.86498799742879	-0.388734633111765	-0.0171138392794674	"IS02"	0.86498799742879
"ESPN"	"ESPN"	0.504041167330313	0.864344713568509	-0.678811609475025	-0.435163945184913	"IS02"	0.864344713568509
"PLPP2"	"PLPP2"	-0.188166243528595	0.863599821127561	-0.662894389033841	-0.0245241548645287	"IS02"	0.863599821127561
"PPP1R1A"	"PPP1R1A"	0.15967616679238	0.86263349804392	-0.387317190753964	-0.51320444502129	"IS02"	0.86263349804392
"ESRP1"	"ESRP1"	-0.415588086665908	0.858446855469107	-0.609511788978188	0.0668016228075504	"IS02"	0.858446855469107
"SOX1"	"SOX1"	-0.112814346972151	0.857262044387157	-0.285408386264811	-0.442474235789349	"IS02"	0.857262044387157
"NEU4"	"NEU4"	-0.107577978631853	0.854676329982443	-0.288573035903364	-0.440126317061945	"IS02"	0.854676329982443
"PRAME"	"PRAME"	0.033871305303736	0.852152612465466	-0.308848664163077	-0.50452685254517	"IS02"	0.852152612465466
"OVOS2"	"OVOS2"	-0.124206693436868	0.851840657208274	-0.56593344804467	-0.149898189240342	"IS02"	0.851840657208274
"BEX1"	"BEX1"	-0.0939436724909398	0.847384450726656	-0.397443469687161	-0.332862319723656	"IS02"	0.847384450726656
"RELN"	"RELN"	-0.583206543985495	0.847258242178919	-0.42243837566241	-0.00674263012608425	"IS02"	0.847258242178919
"OLFM1"	"OLFM1"	-0.266240888513543	0.843846163881527	0.0956886691821865	-0.716701921052352	"IS02"	0.843846163881527
"DLX5"	"DLX5"	-0.238359546219381	0.842561741029638	0.0085910092847886	-0.645563031148577	"IS02"	0.842561741029638
"HAND1"	"HAND1"	-0.552356115019362	0.840675327814431	-0.116101100081886	-0.32593752086736	"IS02"	0.840675327814431
"EEF1A2"	"EEF1A2"	0.0582474586751824	0.830616940149591	-0.705799070358273	-0.10254423641435	"IS02"	0.830616940149591
"MAFA"	"MAFA"	-0.304862196015316	0.830082388873118	-0.61555688063752	0.0311053514974583	"IS02"	0.830082388873118
"TP53TG3B"	"TP53TG3B"	-0.47973113098256	0.827989171322912	-0.141307952955589	-0.333612823328713	"IS02"	0.827989171322912
"HR"	"HR"	0.131492078315602	0.825705644815139	-0.301050592724413	-0.547787026355439	"IS02"	0.825705644815139
"C2CD4C"	"C2CD4C"	-0.0719947584867484	0.823544559572205	-0.193766155127446	-0.527871104418025	"IS02"	0.823544559572205
"TCEAL2"	"TCEAL2"	-0.123965551632619	0.821200320061533	-0.422642843708149	-0.264840375900204	"IS02"	0.821200320061533
"ALDH1A2"	"ALDH1A2"	-0.466061738179852	0.820684915166798	-0.330611827493769	-0.14592546044783	"IS02"	0.820684915166798
"KCNJ11"	"KCNJ11"	-0.249986587637838	0.8203465253542	-0.149791569598382	-0.459366125373604	"IS02"	0.8203465253542
"CASC10"	"CASC10"	-0.585409297723046	0.819571933332537	0.126080811978781	-0.528157219071612	"IS02"	0.819571933332537
"IGLON5"	"IGLON5"	-0.485584110166217	0.819430836921426	-0.0338292076197985	-0.429531058529966	"IS02"	0.819430836921426
"CRLF1"	"CRLF1"	0.13501441966983	0.813895853498203	-0.698167882717193	-0.14185318160887	"IS02"	0.813895853498203
"KRT17"	"KRT17"	0.0396219681471856	0.812496197619542	-0.171708711525922	-0.608322666663464	"IS02"	0.812496197619542
"MYH14"	"MYH14"	-0.215619967673038	0.806674577385038	-0.0309611855510276	-0.586624284909464	"IS02"	0.806674577385038
"ADCY6"	"ADCY6"	-0.771408713270475	0.802871846034912	0.0167202871087217	-0.288833186573554	"IS02"	0.802871846034912
"UBE2G2"	"UBE2G2"	-0.638687016071778	0.793172773693842	-0.581425000866633	0.236678754150265	"IS02"	0.793172773693842
"NAPSA"	"NAPSA"	-0.139807274332315	0.792486333206338	-0.561006625877568	-0.0900251592744952	"IS02"	0.792486333206338
"RAI2"	"RAI2"	-0.582442397430521	0.792223078927945	0.161633720763357	-0.540099882993203	"IS02"	0.792223078927945
"FAM98C"	"FAM98C"	0.0801538182454283	0.791905967900673	-0.285009319280485	-0.500808559621753	"IS02"	0.791905967900673
"SGK494"	"SGK494"	-0.813032092949644	0.788461406578937	-0.433740000291675	0.200637201975346	"IS02"	0.788461406578937
"FBXL16"	"FBXL16"	0.200933342326215	0.788197649873678	-0.520657079358607	-0.336018655411847	"IS02"	0.788197649873678
"COX6B2"	"COX6B2"	-0.231515958727724	0.787116665673455	-0.421492135322464	-0.168124040037231	"IS02"	0.787116665673455
"ADRA2C"	"ADRA2C"	0.217635573604795	0.785831653082293	0.0655122894104986	-0.930263202375581	"IS02"	0.785831653082293
"ARX"	"ARX"	-0.321114341535965	0.785023164699595	-0.365777168516469	-0.166768679888805	"IS02"	0.785023164699595
"CSPG5"	"CSPG5"	-0.481737798577479	0.781286756019151	0.264127187391504	-0.694378240778315	"IS02"	0.781286756019151
"MUC6"	"MUC6"	-0.251183251038913	0.781154260254039	-0.3309747378876	-0.240996318849418	"IS02"	0.781154260254039
"WFDC2"	"WFDC2"	-0.0814974409109635	0.77930406598517	-0.414211926648608	-0.26043355276069	"IS02"	0.77930406598517
"NOXO1"	"NOXO1"	0.351257681662035	0.773968007014435	-0.270995287561858	-0.66492978648644	"IS02"	0.773968007014435
"RUNX3"	"RUNX3"	0.132921756439873	0.773796955526551	-0.560555034934531	-0.240884942583007	"IS02"	0.773796955526551
"NTN1"	"NTN1"	-0.508002418391937	0.773524281803274	0.0133669471556546	-0.420239894225389	"IS02"	0.773524281803274
"MAGEA4"	"MAGEA4"	-0.0765027118457912	0.772069729829765	-0.492814743244235	-0.178175394700544	"IS02"	0.772069729829765
"PLEKHH1"	"PLEKHH1"	-0.776932555281565	0.770785677144966	-0.0512648820931719	-0.187608146796409	"IS02"	0.770785677144966
"APLP1"	"APLP1"	-0.317657397872823	0.766670550582852	-0.23945430285867	-0.278149661955065	"IS02"	0.766670550582852
"HCFC2"	"HCFC2"	-0.818949475576057	0.758829759683845	-0.324953128147541	0.123049510493514	"IS02"	0.758829759683845
"GYLTL1B"	"GYLTL1B"	-0.223825430816394	0.756665828575175	-0.238130614971143	-0.327896444086218	"IS02"	0.756665828575175
"PRKCZ"	"PRKCZ"	0.266678813532309	0.755534871402563	-0.415211263950936	-0.451535088148074	"IS02"	0.755534871402563
"UCKL1"	"UCKL1"	-0.137178082763192	0.755194136344789	-0.62182550569544	0.00385945038340275	"IS02"	0.755194136344789
"GOLGA8B"	"GOLGA8B"	-0.300970867424572	0.754568538793035	-0.520228615000672	0.00361402616424247	"IS02"	0.754568538793035
"RHOV"	"RHOV"	-0.265713769157857	0.754426679178614	0.0405130504022501	-0.578686799395119	"IS02"	0.754426679178614
"BNIPL"	"BNIPL"	-0.294047657886662	0.751868514436405	-0.404889390477259	-0.113473405442789	"IS02"	0.751868514436405
"LGALS7B"	"LGALS7B"	-0.0644711227923569	0.74219384143081	-0.259415364601934	-0.391191118138419	"IS02"	0.74219384143081
"ISYNA1"	"ISYNA1"	0.142376608781685	0.740844235999844	0.327306685325185	-1.10391615178126	"IS02"	0.740844235999844
"AP3B2"	"AP3B2"	-0.13434433290518	0.740750646906236	-0.125923763462401	-0.480352649835891	"IS02"	0.740750646906236
"FTCD"	"FTCD"	-0.0674286723757055	0.740224330568755	-0.395469258287489	-0.251485935903337	"IS02"	0.740224330568755
"CRB3"	"CRB3"	-0.0836272189073051	0.7400501220952	-0.472591016366024	-0.164236384320697	"IS02"	0.7400501220952
"CCDC148"	"CCDC148"	-0.428182874786194	0.737095168911105	-0.204235017862484	-0.217864440546461	"IS02"	0.737095168911105
"MEOX1"	"MEOX1"	-0.263955892307928	0.735702789050914	0.0460291531138588	-0.567870405893576	"IS02"	0.735702789050914
"USPL1"	"USPL1"	-0.9010186377779	0.727935879494755	0.0552395533728424	-0.17791948101901	"IS02"	0.727935879494755
"CEP290"	"CEP290"	-0.306567784781008	0.726670425620618	-0.30183217582474	-0.185392648724638	"IS02"	0.726670425620618
"NRXN3"	"NRXN3"	-0.789315327938265	0.725434193927061	-0.418978740809296	0.229902665497588	"IS02"	0.725434193927061
"SKIL"	"SKIL"	-1.06169893633867	0.725414596864905	-0.351174246507443	0.32969396704721	"IS02"	0.725414596864905
"KEL"	"KEL"	0.00855501557046554	0.723243443376678	-0.147458059008619	-0.53045137733259	"IS02"	0.723243443376678
"EFNA3"	"EFNA3"	-0.0444634820127401	0.721718025489209	-0.529570573482116	-0.114301785364207	"IS02"	0.721718025489209
"KIF5A"	"KIF5A"	-0.38018378929128	0.721505931974183	-0.182775555091437	-0.254355573003702	"IS02"	0.721505931974183
"IGFBP2"	"IGFBP2"	-0.0405433638733238	0.720973744650232	0.156828379362371	-0.802420286324884	"IS02"	0.720973744650232
"CYTL1"	"CYTL1"	-0.447612021065994	0.718330549461006	0.0449851875735459	-0.437679455181864	"IS02"	0.718330549461006
"FOXA2"	"FOXA2"	-0.475125736701011	0.713705524598464	-0.441408977235919	0.0699433355797389	"IS02"	0.713705524598464
"MCTP2"	"MCTP2"	-0.483131986556405	0.713508058605412	-0.416725114352707	0.0503687799714704	"IS02"	0.713508058605412
"ACSBG1"	"ACSBG1"	-0.330351801969461	0.712306371876796	-0.383196123412383	-0.0760369862572525	"IS02"	0.712306371876796
"MARCH6"	"MARCH6"	-0.583536409596233	0.71177994757232	-0.243931823733578	-0.0590458508207743	"IS02"	0.71177994757232
"CTXN1"	"CTXN1"	0.157836424399487	0.710629089104457	-0.551575639188367	-0.206443782973487	"IS02"	0.710629089104457
"AJAP1"	"AJAP1"	-0.378285125708909	0.706576445839356	-0.160577347223746	-0.263836852225688	"IS02"	0.706576445839356
"PIGH"	"PIGH"	-0.56515218622457	0.705361130557941	-0.212386122876802	-0.0959322461171134	"IS02"	0.705361130557941
"MTUS2"	"MTUS2"	-0.51685103428076	0.698651289173309	-0.0529398907575714	-0.278854190428413	"IS02"	0.698651289173309
"STRC"	"STRC"	0.0180957230136667	0.697481527613859	-0.187415666759863	-0.472403822257731	"IS02"	0.697481527613859
"PCSK1N"	"PCSK1N"	0.217907501780389	0.69732819753349	0.0370703071130013	-0.819676661675705	"IS02"	0.69732819753349
"GSX1"	"GSX1"	-0.276135606693328	0.696904979009626	-0.2114950342356	-0.266769377515523	"IS02"	0.696904979009626
"DPP10"	"DPP10"	-0.751684919095313	0.695768510767895	-0.0235107717829006	-0.161126215989918	"IS02"	0.695768510767895
"HHIP"	"HHIP"	-0.739168773358793	0.695211115591739	-0.602666040874136	0.410847191052764	"IS02"	0.695211115591739
"MEIS1"	"MEIS1"	-0.747126956796005	0.693088912157609	0.295070682985129	-0.480019712230466	"IS02"	0.693088912157609
"FGFBP1"	"FGFBP1"	-0.441560244799051	0.688751462000566	-0.295160344297619	-0.0737473668738614	"IS02"	0.688751462000566
"TOM1L1"	"TOM1L1"	-0.460454275138477	0.684970148202595	-0.279274883026881	-0.0744919456174987	"IS02"	0.684970148202595
"RNF41"	"RNF41"	-1.20314254957143	0.681408858261216	-0.114561080038461	0.221027784540085	"IS02"	0.681408858261216
"MISP"	"MISP"	-0.275403135491216	0.679909503675351	-0.165079036976809	-0.297829518886124	"IS02"	0.679909503675351
"ZFYVE27"	"ZFYVE27"	-0.429839329287306	0.678928513967008	-0.16351688800975	-0.203466093175812	"IS02"	0.678928513967008
"TUBB2B"	"TUBB2B"	-0.161624319498833	0.67829572491648	-0.229239912231431	-0.30216748721733	"IS02"	0.67829572491648
"NAP1L2"	"NAP1L2"	-0.623698903276435	0.676772541293434	0.155242407312062	-0.400952729503375	"IS02"	0.676772541293434
"FBXO2"	"FBXO2"	0.404819962335116	0.67571094278158	-0.29564224759716	-0.581852638977889	"IS02"	0.67571094278158
"KLK10"	"KLK10"	-0.361466457692861	0.675004603513536	-0.184969144999846	-0.220429229358082	"IS02"	0.675004603513536
"SPINT1"	"SPINT1"	0.0864500378673223	0.674210620477078	-0.518845931838639	-0.161384030667469	"IS02"	0.674210620477078
"PLCH2"	"PLCH2"	0.348931333895276	0.67232016545984	-0.526358766951815	-0.313598400995788	"IS02"	0.67232016545984
"SP5"	"SP5"	-0.320038965145141	0.671953967619444	0.129900430336894	-0.557948872282556	"IS02"	0.671953967619444
"C5orf49"	"C5orf49"	-0.145261993282657	0.671831470002386	0.178355130780446	-0.713817041170495	"IS02"	0.671831470002386
"TRIM29"	"TRIM29"	-0.360137571672474	0.671753038434673	0.284702660471112	-0.687894511175644	"IS02"	0.671753038434673
"B4GALNT4"	"B4GALNT4"	-0.0326083005399385	0.670099413560258	-0.243419942415072	-0.359738602991914	"IS02"	0.670099413560258
"SLC6A20"	"SLC6A20"	0.0327874408398876	0.668234588909594	-0.523751769067779	-0.117905595126178	"IS02"	0.668234588909594
"HMX1"	"HMX1"	0.14135537253055	0.668005251237417	-0.26145866409267	-0.44677925760681	"IS02"	0.668005251237417
"DEC1"	"DEC1"	-0.20957931062156	0.662070223240016	-0.688665388582779	0.201851546960062	"IS02"	0.662070223240016
"SMPDL3B"	"SMPDL3B"	0.285462904934434	0.657737012442851	-0.185601144747373	-0.601745641671484	"IS02"	0.657737012442851
"NPY"	"NPY"	-0.481999307458769	0.656140571792938	-0.127221916792517	-0.186477148063936	"IS02"	0.656140571792938
"CACNA1H"	"CACNA1H"	-0.483514327262276	0.655821234409745	-0.172098650197218	-0.140371337666536	"IS02"	0.655821234409745
"TRABD2B"	"TRABD2B"	-0.559714867767316	0.654758038176169	0.0486544195738202	-0.3132550117409	"IS02"	0.654758038176169
"ATG16L1"	"ATG16L1"	-0.807728620396344	0.652287927341543	-0.417622785881641	0.307904091108245	"IS02"	0.652287927341543
"GATA2"	"GATA2"	-0.524608057612367	0.651205209274264	0.1173453774416	-0.400240326754089	"IS02"	0.651205209274264
"CLDN3"	"CLDN3"	-0.220460064582031	0.64442017580096	-0.602063458815786	0.13835901405857	"IS02"	0.64442017580096
"SCNN1A"	"SCNN1A"	-0.0197938256075328	0.642714925716485	-0.0434050761215108	-0.5421685711361	"IS02"	0.642714925716485
"NTN5"	"NTN5"	0.0114296295722668	0.642390457081812	-0.0160109456835631	-0.58847042436394	"IS02"	0.642390457081812
"HTR6"	"HTR6"	-0.469505511284478	0.641398633462094	-0.482016098870298	0.174341130864522	"IS02"	0.641398633462094
"ESYT3"	"ESYT3"	-0.157031855979979	0.636154319909892	-0.492693462860553	-0.00234610022845433	"IS02"	0.636154319909892
"TLE2"	"TLE2"	-0.0192574836957761	0.63587229707813	0.225713451953293	-0.805253144657568	"IS02"	0.63587229707813
"TLX3"	"TLX3"	-0.257067942949544	0.63579705546132	-0.420710901991613	-0.012451555059011	"IS02"	0.63579705546132
"NPB"	"NPB"	0.10842960980109	0.634123028631636	-0.466876780209775	-0.189592483724434	"IS02"	0.634123028631636
"JAG2"	"JAG2"	-0.228366869838909	0.628983260806969	-0.0885957344140865	-0.355887269295617	"IS02"	0.628983260806969
"CKMT1B"	"CKMT1B"	-0.192697373294573	0.628575206446613	0.00966982141279247	-0.475718131492611	"IS02"	0.628575206446613
