"IS01"	"IS02"	"IS03"	"IS04"
"PYGM__pos"	2.22044604925031e-16	12.994125567202	12.1344093137724	2.22044604925031e-16
"MIF__pos"	9.22313734523612	2.84509420464231	2.20095717482145	7.3267157628123
"OSR1__pos"	1.94349255334319	9.85078272606595	11.7936008936627	1.18929952378455
"ADIRF__pos"	9.80511118180138	8.77444664217125	5.01986554961627	3.45807208843073
"TNFRSF4__pos"	12.9863109694212	3.35694209130506	11.7560624161357	2.22044604925031e-16
"CTAG1B__pos"	11.5356121901703	10.1281872488016	1.55299631451244	5.1636322404564
"CTAG1A__pos"	14.0485841647854	8.2929000408231	1.68392279669639	5.06017488835981
"NRCAM__pos"	0.626101537936728	12.9445312514252	6.96056361712553	4.81675652613313
"MACROD1__pos"	8.57352167219572	5.66932378215063	1.37902657328847	4.62028707674731
"NDUFS6__pos"	14.8220637141164	2.80668865154579	2.22044604925031e-16	8.89417878726449
"PRSS2__pos"	5.83295477704563	12.6587059662076	4.55560325185685	2.77840245692135
"CYTL1__pos"	2.22044604925031e-16	13.3386693036862	10.6015427213694	1.59630561809186
"SCGB3A2__pos"	2.22044604925031e-16	10.6294640965879	0.964507196376278	11.2729190252983
"FXYD1__pos"	6.038261677342	8.18964811970519	8.3101240359915	2.22044604925031e-16
"CA11__pos"	7.95473406010022	10.3188140755593	3.86234939110157	1.64495327606935e-13
"ABAT__pos"	2.22044604925031e-16	13.5834528531695	8.72472229742495	1.75838505281911
"C2orf82__pos"	7.13978831845304	13.2643969181372	0.936150485115483	3.31083954648651
"PCID2__pos"	1.10866217084163	9.64600512380389	2.59716564765229	10.7809260339476
"CACNA1H__pos"	3.4001026500768	13.8697634396922	1.85559746000685	4.64976034048305
"COL11A2__pos"	3.14684659833205	20.3063324202691	0.129998261589573	6.17866878741796e-06
"ECEL1__pos"	8.31558182726379	12.607134321001	3.37054940648124	2.60327784089233
"SUCLG2__pos"	2.67528475310618	3.78207025201499	5.5171822294199	13.2816830658884
"CLPTM1L__pos"	3.42517794765261	4.08842192447571	3.99277472994013	13.5988378390998
"TMEM158__pos"	1.24448102228029	2.46593795490126	2.22044604925031e-16	21.4813570170344
"BNC1__pos"	0.545898514590182	9.9159666289551	2.77587991418266	12.4370463490983
"SLC30A1__pos"	2.22044604925031e-16	2.4029035618819	14.2792192666218	8.12428522355108
"USP20__pos"	17.3734389647036	7.45816619954067	2.96590088638973	1.38624152235432
"FOXL1__pos"	2.22044604925031e-16	6.49329754970737	2.22044604925031e-16	17.9097049938091
"SLC25A37__pos"	1.28495688637081	9.97541689433406	2.22044604925031e-16	12.6120310420384
"KRT7__pos"	14.158375142952	6.34936463473537	2.22044604925031e-16	6.77649737896007
"OLFM1__pos"	4.30805068026671	14.902802455969	5.37523156026997	0.815220756781231
"WDR83OS__pos"	13.1624336782746	3.88331497903892	2.13111260901211	8.85294423654661
"PCSK1N__pos"	1.96057314576362	13.8996662243455	7.83676026311455	2.22044604925031e-16
"AGPAT2__pos"	14.9786759933796	10.9012275725433	1.17196615432447	2.22044604925031e-16
"INHBE__pos"	1.76485969517777	8.41926504962092	2.22044604925031e-16	13.8050896690348
"ANKRD9__pos"	1.66132957443396	5.34768601257534	5.82511033363108	11.6753171901608
"FGFR3__pos"	2.62124916870156	14.5605154550063	5.45914088893372	1.57385877666947
"SDHA__pos"	14.9892841625342	2.67487933643627	8.19809421582859	2.7463659122331
"MOB3A__pos"	2.22044604925031e-16	3.19174335197047	10.5589485915236	11.4018114449955
"STXBP2__pos"	11.1083430484166	2.22044604925031e-16	9.18372098908519	7.32492806113426
"CAMTA2__pos"	3.34273200951397	0.921561316649082	2.04102274130923	19.412870172539
"PIM1__pos"	6.43049273896589	2.22044604925031e-16	5.9491760697675	13.8825463709494
"SLC7A5__pos"	2.22044604925031e-16	7.59738234685342	2.22044604925031e-16	15.1956210144735
"ESPN__pos"	9.01287481533194	16.2752778753737	2.22044604925031e-16	0.921781429700643
"FOXS1__pos"	3.3917188720908	9.61698731978687	5.14741487160929	7.38276885923635
"C12orf10__pos"	16.7391038229298	6.19682160837509	1.45022927074664	3.53736684782599
"AC234582.1__pos"	2.22044604925031e-16	7.69633159858958	1.70105354149453	14.7026055962956
"TESPA1__pos"	6.2391848615696	2.59282006523729	10.62371311399	6.58892109666233
"NFATC4__pos"	6.50604789110941	7.13724896625786	3.5418107125529	1.64990451786506
"SGPL1__pos"	2.22044604925031e-16	9.97155833232631	2.66850141243799	9.86469043232032
"HIST1H4J__pos"	11.4742464493144	6.38567179091399	7.43013119693492	2.21407156168106
"EIF4EBP3__pos"	12.5432200922685	4.21940493857743	8.94248368983014	1.4776598236473
"NKX3.2__pos"	2.90503428578356	13.4810003195832	4.29010464341064	5.23436171182674
"MT3__pos"	10.3057356881592	16.1210943872641	0.305009479629379	2.22044604925031e-16
"CYB561A3__pos"	2.17294010148615	0.604382785108656	12.2114661224956	10.7754042218527
"HOXC9__pos"	5.69671883094991	9.62664799531451	7.19936300022216	2.17418090956424
"ISM1__pos"	1.90009360898182	10.5562914970827	13.122170919034	2.22044604925031e-16
"BEX1__pos"	4.77930793679819	15.7214619830778	2.63758175373208	2.44970219978859
"METRN__pos"	12.5777086716324	4.54322487894536	1.21460576866673	3.70196740001844
"FBXO2__pos"	10.7868123576328	13.9955180902177	1.88817036664894	0.894763137904784
"CHRD__pos"	1.62895467436565	8.24740533114261	15.0777931916393	0.243966521820708
"EN1__pos"	6.72921219585785	3.39853181134179	8.51019830170527	6.03579338028357
"KCNQ2__pos"	5.3419940165295	18.3786881044438	1.38403460178438	1.30969504145314
"DICER1__pos"	2.22044604925031e-16	10.3349253120987	7.00734671736618	6.30752336128675
"CLDN4__pos"	2.22044604925031e-16	8.80578712497318	9.52339307283633	5.42020002786506
"BARX2__pos"	2.22044604925031e-16	20.292234564895	2.22044604925031e-16	4.65212187454363
"CCDC82__pos"	2.22044604925031e-16	8.58934156740514	6.35193337236536	7.41499144240737
"CPNE2__pos"	6.21454652081222	4.86210699977306	13.2088640233521	1.80735933687094
"EBNA1BP2__pos"	9.63779815827305	2.22044604925031e-16	2.22044604925031e-16	17.5844160472856
"MRPL36__pos"	9.53353599650809	1.86270943122616	4.62716829438901	10.8645827775031
"RNF41__pos"	2.22044604925031e-16	13.5424171696539	3.46912828552014	7.43353314962647
"COL23A1__pos"	6.1818041271255	16.9953310677221	2.6526729127111	1.18796495289708
"TNFRSF12A__pos"	7.06823800623133	1.30179966813318	2.22044604925031e-16	18.0378254211594
"YWHAZ__pos"	2.22044604925031e-16	6.61305408674367	1.63700845008347	16.108872381158
"GSPT1__pos"	2.22044604925031e-16	4.31756495287861	1.24507000787627	19.4284348098769
"KRT5__pos"	9.92937635327124	10.609372721022	0.65255800500394	4.83008087291859
"TAGAP__pos"	2.22044604925031e-16	2.82549763715608	12.6680710323937	8.07901797626594
"TSTD1__pos"	13.1466380227547	0.313168837433331	8.01213235596243	5.63480846994736
"FOXF1__pos"	0.443988988675392	12.8326388677994	10.6654714182091	0.837852567660665
"KIAA0368__pos"	5.9944467423076	5.04104949027565	0.469186876222926	12.0185979188715
"CS__pos"	2.22044604925031e-16	7.68634578503219	3.9564652102798	11.2249507070241
"TDGF1__pos"	6.76808848682486	10.5047421210128	8.66631334059909	0.555832352812386
"SYTL1__pos"	10.0383601044144	8.63916215278781	2.73205653171385	2.64840273532076
"NPW__pos"	10.8747622547309	13.3672843793816	2.22044604925031e-16	0.76340862916169
"GNB5__pos"	2.22044604925031e-16	15.1748082497539	2.22044604925031e-16	9.04847315810645
"TDG__pos"	2.22044604925031e-16	12.8164440599718	0.95188670824583	9.68659662018834
"ADGRB1__pos"	4.38592452266721	19.5242931991327	2.22044604925031e-16	1.42422625574037
"TRMT44__pos"	2.22044604925031e-16	9.01420920234984	8.77008306064348	7.16344691208857
"LFNG__pos"	6.67777089897588	7.87351191811247	6.80283407300581	3.65393366516027
"TUBB4B__pos"	9.12704167238438	2.47442389121419	1.19300249145834	13.3713785219346
"SNRNP70__pos"	2.05003354589266	2.22044604925031e-16	17.2941760951922	5.7283993898157
"LAMB2__pos"	14.3928326304403	1.65357451768032	9.85703644435118	0.288038662741806
"MEOX1__pos"	5.00563350352371	14.2155768232455	5.94028246452848	1.79656531263758
"PDZD4__pos"	1.54165642283751	22.4899908585808	1.39029159535145	2.22044604925031e-16
"TMEM117__pos"	3.79360157254138	8.46661859211937	4.93944287142305	5.8851416833818
"CLIC6__pos"	6.31666277374029	8.78474070111873	7.65131153765637	2.8875188203146
"EPCAM__pos"	2.22044604925031e-16	18.1926998162675	2.22044604925031e-16	5.08964080233658
"HSPH1__pos"	2.16999287707555	7.72038962741098	1.48153637921703	13.052671484118
"KRT19__pos"	2.51170689486794	11.540624646485	5.6556633586823	4.93511585158423
"GSKIP__pos"	0.298370223532799	4.04822314273643	6.55183534837761	11.0477821775141
"DNALI1__pos"	7.85888427357324	2.03230041136181	7.24091845112031	9.63796933793448
"APLP1__pos"	4.5019719073254	15.5879300326262	2.40130518056839	2.42661359673544
"SNRPD3__pos"	1.96514375212898	3.46417025028589	4.67410507134391	5.01051701824528
"MARS__pos"	12.5243888897636	9.70557584779893	0.362980985624599	4.01793438504233
"HBA2__pos"	11.6625717264132	6.0789617008557	8.21749840505896	1.47573371637219
"TMC4__pos"	7.79192734742769	8.01705956934212	4.3058337841802	1.82213016804047
"ZNF467__pos"	10.8427553468047	9.14591116619928	7.24149778513237	2.22044604925031e-16
"CNOT10__pos"	1.29593671153295	7.11908597600931	2.22044604925031e-16	15.6447919931317
"PHLDA2__pos"	8.61509476927346	2.73986620040632	2.22044604925031e-16	15.1537053844352
"ELF3__pos"	2.93769923052238	11.8357861923419	3.75288180160004	4.9680973901261
"GOT1__pos"	2.22044604925031e-16	11.5477451003548	4.86711346253926	7.95000680323809
"ACTL6A__pos"	2.22044604925031e-16	7.4549130229859	0.701377918900015	16.260651235149
"VRK1__pos"	5.85647166252776	6.93627199036626	0.664137644489474	12.513812943596
"ZNF608__pos"	1.44843988975849	16.1124856235502	4.67422059266018	2.92899704052241
"NFE2L3__pos"	9.07964498226289e-16	9.53005695622913	7.54742011475011	6.76022260217216
"NME3__pos"	20.3739939374186	4.23576037358649	3.77802118086587	0.509588922138597
"TLE3__pos"	2.00006289619536	13.7466101925274	1.646345991378	7.04882052449962
"FAAH__pos"	2.21980220379168	18.5683115465177	3.4503843694567	2.22044604925031e-16
"HMCES__pos"	3.89376368952774	7.90925124514692	2.96814095763824	9.75844003749284
"ATP2A3__pos"	4.66035954425686	10.0474362180688	5.69239888684149	4.00543308934006
"MEIS1__pos"	2.22044604925031e-16	13.4462498867183	9.72781725878378	1.52883336566234
"RGS16__pos"	1.51508739206748	10.7825293352693	1.34924890950418	10.9729988029405
"PLPP2__pos"	2.73833919173315	12.2643881939408	2.48337869254736	5.03800036536671
"ST14__pos"	8.11811570219697	0.850779472264205	7.64710013239793	4.98164399838431
"CPPED1__pos"	0.404310805902644	2.22044604925031e-16	10.2227326660302	14.3049005466628
"SMARCC2__pos"	2.22044604925031e-16	16.9077866758562	0.952597287131956	6.92699606116897
"RHBDD2__pos"	11.1651906886555	5.16618070806307	3.20111208448213	6.92201690223406
"NTHL1__pos"	15.2372301560741	2.97658266577517	3.15038857354548	4.29423099827632
"TACSTD2__pos"	8.06071095390276	5.66161413047297	4.94783793915467	7.80067447851682
"TIAM1__pos"	3.60818719267956	9.47258041378922	6.69106870057666	5.18288628914443
"ALDH1A1__pos"	2.22044604925031e-16	6.19176929520903	14.5901367786892	4.1572879151088
"RHOD__pos"	9.24927540276563	11.3888436418497	3.08831134414948	2.26202421665499
"GPR162__pos"	5.34753972456997	11.1184562689606	6.26542887888079	2.22044604925031e-16
"SLC9A3R2__pos"	4.66473583640951	7.89211708864034	13.5275937643342	2.22044604925031e-16
"NSG1__pos"	0.259451199052133	16.1087621412649	2.21431148640608	5.18470992827628
"CAPN12__pos"	16.6507162936221	9.8524792352102	0.387981714607022	0.651755198783876
"EIF3C__pos"	22.6145877245199	1.6228124142763	0.726838933159739	3.99585257577072
"CTIF__pos"	5.90038720855564	9.02911570898844	5.4889452089163	3.95063407340365
"RECQL4__pos"	9.50226274071497	6.34985937264198	2.22044604925031e-16	10.3227160852843
"R3HDM2__pos"	2.22044604925031e-16	17.5502167089619	5.47305367701468	1.52558616446571
"TMEM59L__pos"	3.41825994302916	20.7166405302455	1.55091660249883	0.408042943766696
"MMP15__pos"	6.44265697692959	11.823154987098	7.08109671413838	0.7609239552715
"ANXA3__pos"	1.16911254917281e-12	7.37281749580861	12.2832204863408	2.42202884436502
"PARK7__pos"	2.43636145719288	6.11401895171567	10.4409570897471	0.857115443812363
"AL136097.1__pos"	4.49007036773847	8.53588588520278	7.83556681608118	4.45835598665172
"ORC6__pos"	1.03068958058428	9.66202253386807	2.22044604925031e-16	13.1854368749246
"LVRN__pos"	3.69673703974272	4.15160564378482	14.4815548532126	3.78741140172487
"RHBDF1__pos"	5.3241395739193	4.89185627873882	5.43065949926493	7.80999293624822
"PNPLA6__pos"	18.5522480258357	0.748445465420479	0.000304574599057892	8.7491828080299
"SCX__pos"	6.28440568063677	17.6007062412841	2.22044604925031e-16	2.94144263926225
"FAM195A__pos"	18.031946218472	0.447958174532254	3.69358908274069	4.57861171059837
"HYOU1__pos"	2.22044604925031e-16	8.19418824127865	4.07707957168476	11.9468289162088
"RP11.195F19.5__pos"	14.4044375292028	7.26401884053083	2.64468421037552e-05	5.60392054862154
"MYEF2__pos"	2.22044604925031e-16	15.4242265603623	0.334571814138928	7.48460817370516
"PDGFA__pos"	2.91430035102795	11.4264902497244	2.99178924238293	6.81237515930436
"CDH1__pos"	3.12623064134399	15.6301440739299	1.56932195517883	1.89658543147281
"BNIPL__pos"	2.02197131717405	18.9938853484829	2.22044604925031e-16	2.20306079704945
"HK2__pos"	2.22044604925031e-16	5.6152082704752	1.25338508912097	17.0375857434897
"CRIPAK__pos"	2.22044604925031e-16	13.588652572815	6.16112052287023	4.77398291185741
"CEND1__pos"	8.22604766467521	9.90912321158936	2.45038324611209e-10	8.1600335196836
"JAG2__pos"	2.60202381461179	11.8671085229702	4.35194344034196	2.08140151601056
"SLCO4A1__pos"	14.5109181496089	7.18522637387014	2.22044604925031e-16	5.51842463611032
"PPP1R14C__pos"	4.39494338542498	8.52787904196656	4.66333967903965	6.57471730269522
"UBE2G2__pos"	1.15391327871239	12.5563042839252	1.65017616993753	7.95744457174408
"CEP72__pos"	2.8035349757036	10.386761225878	2.9783907275848	7.23528457865638
"ENOSF1__pos"	2.24666244955331	11.2004015260155	3.01496492451349	4.87818845606612
"RPLP2__pos"	24.3755887988182	2.22044604925031e-16	2.70634084112425	3.14603505207933
"TRAF3__pos"	2.22044604925031e-16	8.65674037554358	1.92395936481223	12.778153654407
"STAP2__pos"	5.63990339408909	8.43891722207821	4.39499644185082	5.3121090953562
"PACS1__pos"	2.02126332103534	3.87281782783635	4.26297918372249	14.9247137367742
"TFDP2__pos"	0.925454891752639	12.0793963442998	2.94012204197247	7.49538516251509
"MRPL15__pos"	0.680292241768693	5.22135393574927	1.48683685733024	16.2608183636942
"SRRT__pos"	2.22044604925031e-16	2.22044604925031e-16	19.4901452880781	6.47651121624421
"MPST__pos"	13.7417663632238	2.38606785030909	8.87576210267865	1.39703763989962
"GLRX5__pos"	4.16055938173748	6.35775935379597	2.86705679622504	12.377939391931
"TPD52__pos"	2.22044604925031e-16	13.6930237922888	8.37422880199154	0.662944499094159
"SLC34A2__pos"	1.16944512040527	16.9476651790146	2.22044604925031e-16	6.20449698255788
"PAK4__pos"	2.22044604925031e-16	10.8952677601391	4.43808090125771	8.73259711144321
"CLIC3__pos"	10.6305719793388	7.2862379316475	7.39361536796257	2.1613098560933
"MAPK12__pos"	13.2748935587535	6.86135536392645	0.0703383817890388	5.98980362592443
"MMP17__pos"	5.58122014062716	10.7703626160634	2.37150377659247	7.05674585551723
"ALDH1A2__pos"	0.801270936680748	18.5548629514357	2.22044604925031e-16	4.79408704733122
"IER5L__pos"	10.2531586531143	5.25917973719587	2.20448601621525	7.39041036237757
"IGFBP2__pos"	4.51179070975081	13.2733173900739	7.30000827412814	2.22044604925031e-16
"EMC8__pos"	1.0827847458461	6.28512195538644	8.62563876445667	7.09649234245312
"SPINT1__pos"	10.5187675993849	10.850329997942	2.22044604925031e-16	4.54588881664049
"RBM4__pos"	0.327345826602814	2.12858339731333	13.1218859053146	9.08095057547629
"FGF5__pos"	0.408867993143654	4.97595313797844	2.22044604925031e-16	19.8030459702302
"TESC__pos"	14.9904783775976	2.504419888471	10.4458053290863	2.22044604925031e-16
"PAX3__pos"	5.04249706679419	12.1144392550202	5.46579727625408	4.13635227929271
"MPZL2__pos"	0.540830336063962	6.31651133403141	9.42264597293456	6.18051335994134
"TARBP2__pos"	8.94277826999437	8.78789465846577	5.93705644212077	0.596402871203678
"GIT1__pos"	2.22044604925031e-16	8.32458842814071	5.90330495037758	10.1895169424352
"GDNF__pos"	0.169312483712369	9.35058779808213	2.22044604925031e-16	13.6053842115596
"TRPV6__pos"	4.29600025989475	18.9223703584242	2.22044604925031e-16	2.58613416541988
"COPS5__pos"	5.43914915605027	8.41754422302172	2.22044604925031e-16	11.6003542155499
"LHX4__pos"	2.22044604925031e-16	21.3436753534198	2.22044604925031e-16	3.37331504498491
"FGF11__pos"	3.96869550530061	8.68309755216345	3.32740589339757	5.90000497299828
"RASL10A__pos"	8.05506632780192	11.7879961763803	4.56948868345854	0.569669235074444
"HIST1H2AC__pos"	4.34140073368712	7.64556123023036	4.96785346227196	7.40253298835183
"RNF157__pos"	5.87500175259195	11.5411668254834	2.22044604925031e-16	7.70383582916694
"CCT3__pos"	4.8109342382642	1.56575927382862	18.8647083729093	2.22044604925031e-16
"SPINT2__pos"	10.3777045032293	2.22044604925031e-16	11.0451655084793	5.4420712272027
"VASP__pos"	7.98432170176911	1.30211015337591	2.89035691571151	13.0275902981824
"SMARCD1__pos"	1.54183676512235	12.5301285270689	1.34579952788307	7.78398809598522
"BAIAP3__pos"	2.51326834393932	16.5952013728085	3.05632185772488	1.71209528166852
"HSBP1L1__pos"	9.09410960851492	6.72740872628934	9.28161713876632	1.52017657391653
"GPRC5A__pos"	1.90850811046862	1.87358947106444	11.7841258050399	10.2866256262646
"RCE1__pos"	5.46665152682339	6.10546903983944	2.22044604925031e-16	14.461030244159
"NAT14__pos"	10.5320909052214	7.70772388643414	2.22044604925031e-16	7.11390785682873
"POR__pos"	11.1041569745953	7.23497338282443	6.13410530947595	2.83877185694916
"APOPT1__pos"	6.31049966492233	5.10961376202901	3.12462492889713	10.2922467610057
"ZFYVE27__pos"	2.22374612024229	14.0183929481944	3.58060008954614	3.66012362639775
"GYLTL1B__pos"	2.0416080112177	12.6326208343292	4.48007458417043	1.48870695387323
"EMG1__pos"	15.910949154134	0.480795089734213	2.22044604925031e-16	10.4852121094954
"CAPN15__pos"	6.06510286813861	3.62062664705334	1.50745346277349	13.9714601599253
"MUC1__pos"	11.2501680238174	3.39746795359697	1.60987401566422	9.2602778588862
"AC017081.1__pos"	4.29941763682774	8.38265848998556	8.06628889244221	3.8468309243117
"CPNE7__pos"	13.4430948151588	3.31620017563551	2.22044604925031e-16	10.2427437820036
"USP12__pos"	2.22044604925031e-16	6.74307338808754	4.78347735348853	11.9035329704165
"AC104534.3__pos"	24.7717443939402	4.5884587410853	0.0106440526855988	2.22044604925031e-16
"CMAS__pos"	0.289311519053462	7.28849518041969	1.26379027817507	15.2656152912033
"CRTAC1__pos"	2.91381508316526	15.9229194987379	5.92332466894954	2.22044604925031e-16
"PLCXD2__pos"	1.30220773103673	8.86529768194782	8.54079077785718	7.760882867358
"ZFPL1__pos"	9.08446593681372	1.62574195529434	2.14710547848988	14.0420112224993
"ATG16L1__pos"	2.22044604925031e-16	11.7097411564857	2.22044604925031e-16	12.6610645041654
"FOXC2__pos"	1.20491006347021	11.1969978842369	0.301686208842628	12.2835314683599
"DPYSL5__pos"	2.22044604925031e-16	20.4440110464583	3.19439705262498	2.22044604925031e-16
"HEMK1__pos"	21.3604987435328	2.01677362723585	1.08577748124677	4.43457194280761
"IGSF21__pos"	10.4450977155128	5.96482559066773	2.92476116104783	6.39644184641683
"CFAP58__pos"	2.05130147693872	7.47294329650292	2.42553988086762	12.3297062700315
"CASC10__pos"	0.716640075771768	16.4225336318935	5.70075338854831	2.19192000416891
"HOPX__pos"	6.55667767977329	11.3242857526991	5.95594319123401	2.71196910676854
"ZNF444__pos"	2.22044604925031e-16	0.491951818101631	14.3420675394612	9.64329243352485
"STIP1__pos"	2.22044604925031e-16	5.10409701328314	2.22044604925031e-16	18.6134411759825
"TNNT1__pos"	6.69260460626314	9.5950412968872	2.22044604925031e-16	8.15391748885922
"HYI__pos"	7.21833366624328	7.90381874876067	4.05555666776463	6.6384502634904
"RBFOX3__pos"	3.60097830362514	21.0318050538728	1.3722527866103	0.356912030818735
"LY6H__pos"	9.87954057527298	12.1835075834119	5.07440570395009	2.22044604925031e-16
"ECI1__pos"	11.7657021257087	4.92310495692816	1.91851024687726	5.43027370900705
"COMMD6__pos"	15.6968767126992	6.84152935787131	5.14182317777706	0.44112612656659
"ENDOU__pos"	2.22044604925031e-16	9.6169979477672	10.0013411631599	4.46261258354188
"SPATS2__pos"	2.51633242557846	13.7749714561655	3.78541948815355	4.91309218359465
"ARV1__pos"	2.04874072675752	13.559085824068	2.30957892851194	6.13958072963295
"CLDN3__pos"	3.50706003182614	17.5511081918299	2.22044604925031e-16	4.29240208341562
"EML2__pos"	2.7821036327466	10.2152946120805	1.94541820602589	5.04354763646208
"HNRNPA2B1__pos"	0.503668271797199	10.3568173353925	1.42805553251095	11.4760593624553
"MESP1__pos"	9.94698269776163	8.58523705318615	5.30520340436035	0.692616805634595
"DCTN1__pos"	19.2633820535542	7.40424611972876	0.294236699075232	2.22044604925031e-16
"TXNDC9__pos"	2.22044604925031e-16	4.06032151618485	5.88262437775011	12.6913305000583
"POLRMT__pos"	19.1711914871542	4.96262778314116	0.000379953251910345	3.94016780034452
"NOL7__pos"	2.22044604925031e-16	5.52407017065317	1.1222662912029	16.5748283686861
